Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGF_M_R
1738,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1739,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1740,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1741,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1742,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1743,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1744,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1745,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1746,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1747,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1748,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1749,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1750,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1751,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1752,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1753,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1754,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1755,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1756,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1757,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1758,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1759,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1760,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1761,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1762,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1763,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1764,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1765,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1766,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1767,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1768,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1769,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1770,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1772,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1773,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1774,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1775,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1776,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1777,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1778,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1779,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1780,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1781,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1782,Water,Water,Water,NULL,Water,NULL,NULL,Water
1783,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1784,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1785,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1786,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1787,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1788,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1789,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1790,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1791,Water,Water,Water,Water,Water,NULL,NULL,NULL
1792,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1793,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1794,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1795,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1796,Water,Water,Water,Water,Water,NULL,NULL,Water
1797,Water,Water,Water,Water,Water,NULL,NULL,Forest
1798,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1799,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1800,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1801,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1802,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1803,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1804,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1805,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1806,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1807,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1808,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1809,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1810,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1811,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1812,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1813,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1814,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1815,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1816,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1817,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1818,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1819,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1820,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1821,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1822,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1824,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1825,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1826,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1827,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1828,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1829,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1830,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1831,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1832,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1833,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1834,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1835,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1836,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1837,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1838,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1839,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1840,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1841,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1842,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1843,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1844,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1845,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1846,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1847,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1848,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1849,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1850,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1851,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1852,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1853,Water,Forest,Water,Water,Water,NULL,NULL,Water
1854,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1855,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1856,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1857,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1858,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1859,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1860,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1861,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1862,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1863,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1864,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1865,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1866,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1867,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1868,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1869,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1870,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1871,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1872,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1873,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1874,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1875,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1876,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1877,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1878,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1879,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1880,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1881,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1882,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1883,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1884,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1885,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1886,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1887,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1888,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1889,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1890,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1891,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1892,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1893,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1894,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1895,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1896,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1897,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1898,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1899,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1900,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1901,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1902,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1903,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1904,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1905,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1906,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1907,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1908,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1909,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1910,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1912,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1913,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1914,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1915,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1916,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1917,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1918,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1919,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1920,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1921,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1922,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1923,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1924,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1925,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
1926,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1927,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
1928,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1929,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1930,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1931,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1932,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1933,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1934,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1935,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1936,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1937,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1938,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1939,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1940,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1941,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1942,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1943,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1944,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1945,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1946,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1947,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1948,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1949,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1950,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1951,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1952,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1953,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1954,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1955,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1956,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1957,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1958,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1959,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1960,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1961,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1962,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1963,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1964,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1965,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
1966,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
1967,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1968,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Forest
1969,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1970,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1971,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1972,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1973,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1974,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1975,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1976,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1977,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1978,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1979,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1980,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1981,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1982,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1983,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1984,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1985,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1986,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1987,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1988,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1989,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1990,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1991,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
1992,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1993,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1994,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1995,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1996,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1997,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1998,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1999,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2000,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2001,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2002,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2003,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2004,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2005,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2006,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2007,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2008,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2009,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2010,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2011,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2012,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2013,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2014,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2015,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2016,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2017,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2018,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2019,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2020,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2021,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2022,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2023,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2024,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2025,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2026,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2027,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2028,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2029,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2030,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2031,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2032,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2033,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2034,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2035,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2036,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2037,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2038,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2039,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2040,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2041,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2042,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2043,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2044,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2045,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2046,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2047,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2048,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2049,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2050,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2051,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2052,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2053,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2054,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2055,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2056,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2057,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2058,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2059,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2060,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2061,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
