Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R
3589,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
3590,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
3591,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
3592,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3593,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3594,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3595,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3596,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3597,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3598,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3599,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3600,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3601,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3602,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3603,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3604,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3605,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3606,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3607,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3608,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3609,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3610,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3611,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3612,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
3613,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3614,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3615,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3616,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
3617,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
3618,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3619,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3620,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3621,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3622,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3623,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3624,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3625,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3626,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3627,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3628,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3629,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
3630,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3631,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3632,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3633,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3634,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3635,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3636,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3637,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3638,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3639,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3640,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3641,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3642,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3643,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3644,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3645,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3646,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3647,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
3648,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3649,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3650,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3651,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3652,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3653,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3654,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
3655,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3656,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3657,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3658,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
3659,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3660,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3661,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3662,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3663,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
3664,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3665,NULL,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
3666,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3667,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3668,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3669,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3670,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3671,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3672,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3673,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3674,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3675,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3676,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3677,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3678,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3679,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3680,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
3681,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3682,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3683,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3684,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3685,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3686,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3687,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
3688,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3689,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3690,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3691,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
3692,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3693,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
3694,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
3695,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
3696,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
3697,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3698,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
3699,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3700,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Water
3701,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
3702,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3703,NULL,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
3704,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
3705,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3706,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
3707,NULL,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3708,NULL,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3709,NULL,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
3710,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
3711,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3712,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3713,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3714,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3715,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3716,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3717,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3718,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
3719,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
3720,NULL,Water,Water,NULL,Water,Shrubland,Water,NULL
3721,NULL,Water,Water,NULL,Water,Shrubland,Water,Grassland
3722,NULL,Water,Water,NULL,Water,Shrubland,Water,Water
3723,NULL,Water,Water,NULL,Water,Shrubland,Forest,Grassland
3724,NULL,Water,Water,NULL,Water,Water,Shrubland,Water
3725,NULL,Water,Water,NULL,Water,Water,Water,Grassland
3726,NULL,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
3727,NULL,Water,Water,Water,Water,Shrubland,Water,Water
3728,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
3729,NULL,Water,Water,Water,Water,Wetland,Water,Water
3730,NULL,Water,Water,Water,Water,Water,Shrubland,Grassland
3731,NULL,Water,Water,Water,Water,Water,Shrubland,Water
3732,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3733,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3734,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3735,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3736,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
3737,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3738,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3739,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3740,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3741,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
3742,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
3743,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3744,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3745,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3746,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3747,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Bareland
3748,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
3749,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3750,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3751,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3752,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3753,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3754,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3755,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3756,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3757,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3758,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3759,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
3760,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
3761,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
3762,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3763,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3764,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3765,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3766,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3767,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
3768,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3769,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3770,NULL,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
3771,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3772,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3773,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3774,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3775,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3776,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3777,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3778,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3779,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3780,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3781,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3782,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3783,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3784,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3785,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3786,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3787,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3788,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3789,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3790,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3791,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3792,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3793,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3794,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3795,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3796,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3797,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3798,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3799,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3800,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3801,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3802,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3803,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3804,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3805,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3806,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3807,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3808,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3809,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3810,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3811,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3812,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3813,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3814,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3815,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3816,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3817,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3818,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3819,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3820,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
3821,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3822,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3823,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3824,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3825,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3826,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3827,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3828,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
3829,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
3830,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
3831,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3832,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3833,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3834,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3835,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3836,NULL,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
3837,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
3838,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3839,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3840,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3841,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3842,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3843,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3844,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3845,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3846,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3847,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3848,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3849,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3850,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3851,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3852,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3853,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3854,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3855,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3856,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3857,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3858,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3859,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3860,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3861,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3862,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3863,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3864,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3865,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3866,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3867,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3868,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3869,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3870,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
3871,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3872,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3873,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3874,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3875,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3876,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3877,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3878,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3879,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3880,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3881,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3882,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3883,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3884,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3885,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3886,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3887,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3888,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3889,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3890,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3891,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3892,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3893,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3894,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3895,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3896,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3897,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3898,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3899,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3900,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3901,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3902,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3903,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3904,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3905,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3906,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3907,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3908,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3909,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3910,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3911,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3912,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3913,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3914,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3915,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3916,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3917,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3918,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
