Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCH_M_R
1427,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1428,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1429,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1430,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1431,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1432,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1433,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1434,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1435,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1436,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1437,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1438,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1439,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1440,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1441,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1442,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1443,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1446,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1447,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1448,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1452,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1538,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1539,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1540,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1541,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1542,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1543,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1544,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1545,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1546,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1547,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1548,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1549,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1550,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1551,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1552,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1553,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1554,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1555,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
1556,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1557,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1558,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1559,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1560,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1561,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
1562,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1563,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
1564,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
1565,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1566,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1567,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1568,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1569,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1570,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1571,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1572,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1573,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1574,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
1575,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1576,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1577,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1578,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1579,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1580,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1581,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1582,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1583,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1584,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1585,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1586,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1587,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1588,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1589,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1590,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1591,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1592,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1593,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1594,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1595,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1596,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1597,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1598,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1599,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1600,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1601,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1602,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1603,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1604,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1605,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1606,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1607,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1608,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1609,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1610,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1611,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1612,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1613,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1614,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1615,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1616,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1617,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1618,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1619,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1620,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1621,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1622,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1623,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1624,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1625,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1626,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1627,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1628,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1629,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1630,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1631,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1632,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1633,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1634,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1635,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1636,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1637,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1638,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1639,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1640,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1641,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1642,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1643,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1644,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1645,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1646,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1647,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1648,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1649,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1650,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1651,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1652,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1653,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1654,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1655,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1656,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1657,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1658,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1659,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1660,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1661,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1662,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1663,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1664,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1665,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1666,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1667,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1668,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1669,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1670,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1671,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1672,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1673,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1674,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1675,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1676,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1677,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1678,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1679,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1680,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1681,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1682,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1683,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1684,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1685,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1686,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1687,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1688,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1689,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1690,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1691,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1692,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1693,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1694,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1695,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1696,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1697,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1698,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1699,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1700,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1701,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1702,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1703,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1704,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1705,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1706,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1707,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1708,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1709,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1710,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1711,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1712,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1713,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1714,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1715,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1716,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1717,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1718,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1719,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
1720,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
1721,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1722,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1723,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1724,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
1725,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1726,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1727,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1728,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1729,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1730,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1731,NULL,Cropland,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
1732,NULL,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1733,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
1734,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
1735,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
1736,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1737,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1738,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1739,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
