Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQU_M_R
1245,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1246,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1247,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1248,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1249,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1250,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1251,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1252,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1253,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1254,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1255,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1256,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1257,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1258,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1259,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1260,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1261,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1262,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1263,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1264,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1265,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1266,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1267,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1268,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1269,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1270,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1271,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1272,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1273,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1274,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1275,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1276,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1277,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1278,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1279,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1280,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1281,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1282,Wetland,NULL,Water,Water,Water,Water,Water,Water
1283,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1284,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1285,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1286,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1287,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1288,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1289,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1290,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1291,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1292,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1293,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1294,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1295,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1296,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1297,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1298,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1299,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1300,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1301,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1302,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1303,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1304,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1305,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1306,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1307,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1308,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1309,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1310,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
1311,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1312,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1313,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1314,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1315,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1316,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1317,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1318,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1319,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1320,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1321,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1322,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1323,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1324,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1325,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1326,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1327,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1328,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1329,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1330,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1331,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1332,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1333,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1334,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1335,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1336,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1337,Wetland,Water,Water,Water,Water,Water,Water,Water
1338,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1339,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1340,Wetland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1341,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1342,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1343,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1344,Wetland,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
1345,Wetland,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
1346,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1347,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1348,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1349,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1350,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1351,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1352,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1353,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1354,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1355,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1356,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1357,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1358,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1359,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
1360,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
1361,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
1362,Bareland,NULL,Water,Water,Water,Water,Water,Water
1363,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1364,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
1365,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1366,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1367,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1368,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1369,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
1370,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1371,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1372,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1373,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1374,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1375,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1376,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1377,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1378,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1379,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1380,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
1381,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1382,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1383,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1384,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1385,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1386,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1387,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1388,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1389,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1390,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1391,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1392,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1393,Bareland,Water,Water,NULL,Water,Water,Water,Water
1394,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1395,Bareland,Water,Water,Water,Water,Water,Water,Water
1396,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1397,Bareland,Forest,Water,Water,Water,Bareland,Water,Grassland
1398,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1399,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1400,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1401,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1402,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1403,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1404,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1405,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1406,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1407,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1408,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1409,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1410,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1411,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1412,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1413,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1414,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1415,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1416,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1417,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1418,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1419,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1420,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1421,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1422,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1423,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1424,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1425,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1426,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1427,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
1428,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1429,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1430,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1431,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1432,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1433,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1434,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1435,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1436,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1437,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1438,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1439,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1440,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1441,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1442,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
1443,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
1444,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1445,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1446,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1447,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1448,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1449,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1450,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1451,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
1452,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1453,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1454,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1455,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1456,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1457,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1458,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1459,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1460,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1461,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1462,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1463,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1464,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1465,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1466,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1467,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1468,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1469,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1470,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1471,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1472,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1473,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1474,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1475,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1476,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1477,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1478,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1479,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1480,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1481,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1482,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1483,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1484,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1485,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1486,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1487,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1488,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1489,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1490,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1491,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
1492,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1493,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1494,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1495,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1496,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1497,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1498,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1499,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1500,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1501,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1502,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1503,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1504,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1505,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1506,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1507,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1508,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1509,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1510,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1511,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1512,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1513,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1514,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1515,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1516,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1517,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1518,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1519,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1520,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1521,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1522,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1523,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1524,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
1525,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1526,Water,NULL,Water,NULL,Water,Wetland,Forest,Forest
1527,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
1528,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
1529,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
1530,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1531,Water,NULL,Water,NULL,Water,Water,Water,Wetland
1532,Water,NULL,Water,NULL,Water,Water,Water,Water
1533,Water,NULL,Water,NULL,Water,Water,Water,Forest
1534,Water,NULL,Water,NULL,Water,Water,Forest,Forest
1535,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
1536,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
1537,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1538,Water,NULL,Water,Water,Water,Wetland,Water,Water
1539,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1540,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
1541,Water,NULL,Water,Water,Water,Bareland,Forest,Forest
1542,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1543,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1544,Water,NULL,Water,Water,Water,Water,Wetland,Water
1545,Water,NULL,Water,Water,Water,Water,Wetland,Forest
1546,Water,NULL,Water,Water,Water,Water,Water,Grassland
1547,Water,NULL,Water,Water,Water,Water,Water,Wetland
1548,Water,NULL,Water,Water,Water,Water,Water,Water
1549,Water,NULL,Water,Water,Water,Water,Water,Forest
1550,Water,NULL,Water,Water,Water,Water,Forest,Forest
1551,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1552,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1553,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1554,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1555,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1556,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1557,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1558,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1559,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1560,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1561,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1562,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1563,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1564,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1565,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1566,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1567,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1568,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1569,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1570,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1571,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1572,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1573,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1574,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1575,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1576,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
1577,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1578,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1579,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1580,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1581,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1582,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1583,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1584,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1585,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1586,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1587,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1588,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1589,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1590,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1591,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1592,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1593,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1594,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
