Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KME_M_R
1087,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1089,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1091,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1092,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1093,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1094,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1095,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1097,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1098,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1099,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1100,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1101,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1102,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1103,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1104,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1106,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1108,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1109,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1110,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1112,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1114,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1115,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1116,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1117,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1118,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1119,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1120,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1121,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1122,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1123,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1124,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1125,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1126,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1127,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1128,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1130,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1131,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1132,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1133,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1134,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1135,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1136,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1137,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1138,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1139,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1142,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1143,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1144,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1145,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1146,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1147,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1148,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1149,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1150,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1152,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1153,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1154,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1155,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1156,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1157,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1158,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1159,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1160,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1161,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1162,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1163,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1164,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1165,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1166,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1167,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1168,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1170,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1171,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1172,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1173,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1176,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1177,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1178,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1179,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1181,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1182,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1183,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1185,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1186,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1187,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1188,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1189,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1190,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1191,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1192,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1193,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1194,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1195,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1196,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1197,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1198,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1199,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1201,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1202,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1203,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1204,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1205,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1207,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1208,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1209,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1210,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1211,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1212,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1213,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1214,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1215,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1217,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1218,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1219,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1220,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1222,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1223,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1225,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1227,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1229,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1230,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1231,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1232,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1233,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1234,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1235,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1237,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1238,Wetland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1239,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1240,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1242,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1243,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1244,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1245,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1247,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1248,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1249,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1250,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1251,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1252,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1253,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1254,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1255,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1256,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1257,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1258,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1259,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1260,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1261,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1262,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1263,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1264,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1265,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1266,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1267,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1268,Wetland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1269,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1270,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1271,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1272,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
1273,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1274,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1275,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1276,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1277,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1278,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1279,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1280,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1282,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1283,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1284,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1285,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1287,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1288,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1289,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1290,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1291,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1293,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1294,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1295,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1297,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1299,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1300,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1301,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1303,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1304,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1305,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1306,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1307,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1309,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1310,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1311,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1312,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1313,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1314,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1316,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1317,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1318,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1319,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1320,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1322,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1323,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1324,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1325,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1326,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1327,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1329,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1330,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1331,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1332,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1333,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1334,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1335,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1336,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1337,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1338,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1339,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1341,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1342,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1343,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1344,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1345,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1346,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1347,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1348,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1349,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1350,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1351,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1352,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1353,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1354,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1356,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1357,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1358,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1359,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1360,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1361,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1362,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1363,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1364,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1365,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1366,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1367,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1368,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1369,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1370,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1371,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1372,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1373,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1374,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1375,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1376,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1377,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1378,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1379,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1380,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1381,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1382,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1383,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1384,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1386,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1387,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1388,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1389,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1390,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1391,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1392,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1393,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1394,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1395,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1397,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1398,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1399,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1400,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1401,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1402,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1403,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1404,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1405,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1406,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1407,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1408,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1409,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1410,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1411,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1412,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1413,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1414,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1415,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1416,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1417,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1418,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1419,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1420,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1421,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1422,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
