Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R
3793,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
3794,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3795,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3796,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3797,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3798,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3799,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3800,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3801,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3802,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3803,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3804,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3805,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3806,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3807,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3808,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3809,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3810,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3811,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3812,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3813,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3814,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3815,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3816,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3817,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3818,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3819,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3820,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3821,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3822,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3823,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3824,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3825,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3826,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3827,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3828,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3829,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3830,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3831,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3832,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3833,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3834,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3835,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3836,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3837,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3838,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3839,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3840,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3841,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3842,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3843,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3844,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3845,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3846,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3847,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3848,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3849,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3850,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3851,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3852,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3853,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3854,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3855,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3856,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3857,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3858,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3859,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3860,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3861,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3862,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3863,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3864,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3865,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3866,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3867,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3868,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3869,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3870,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3871,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3872,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3873,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3874,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3875,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3876,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3877,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3878,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3879,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3880,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3881,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3882,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3883,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3884,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3885,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3886,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3887,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3888,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3889,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3890,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3891,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3892,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3893,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3894,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3895,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3896,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
3897,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3898,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
3899,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3900,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3901,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3902,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3903,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3904,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3905,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3906,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3907,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3908,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3909,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3910,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3911,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
3912,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3913,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3914,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3915,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
3916,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
3917,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Shrubland,Forest
3918,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3919,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
3920,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
3921,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
3922,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Built-up,Forest
3923,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
3924,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,NULL
3925,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,NULL,NULL
3926,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3927,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
3928,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3929,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
3930,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3931,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3932,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3933,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3934,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3935,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3936,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Bareland
3937,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3938,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3939,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3940,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3941,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3942,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
3943,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3944,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
3945,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3946,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3947,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3948,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3949,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3950,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3951,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
3952,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3953,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
3954,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3955,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3956,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3957,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3958,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3959,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3960,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3961,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3962,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3963,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3964,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
3965,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3966,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3967,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3968,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3969,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3970,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3971,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3972,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3973,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3974,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3975,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3976,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3977,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3978,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3979,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3980,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3981,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3982,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3983,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
3984,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
3985,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
3986,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
3987,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3988,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3989,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3990,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3991,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3992,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3993,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3994,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3995,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3996,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3997,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3998,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3999,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4000,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
4001,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4002,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
4003,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4004,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
4005,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4006,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4007,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4008,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
4009,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4010,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4011,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4012,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4013,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4014,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
4015,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4016,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4017,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4018,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
4019,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4020,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
4021,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4022,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4023,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4024,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
4025,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4026,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4027,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4028,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
4029,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4030,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
4031,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4032,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4033,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4034,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4035,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4036,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
4037,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4038,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
4039,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4040,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
4041,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
4042,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4043,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4044,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4045,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
4046,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
4047,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4048,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
4049,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4050,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
4051,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4052,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4053,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
4054,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4055,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4056,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4057,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4058,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
4059,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4060,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
4061,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
4062,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4063,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
4064,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
4065,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
4066,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
4067,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
4068,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4069,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4070,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4071,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4072,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4073,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Built-up
4074,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
4075,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4076,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Built-up,Grassland
4077,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
4078,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
4079,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
4080,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
4081,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
4082,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4083,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4084,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4085,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4086,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4087,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4088,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4089,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
4090,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
4091,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4092,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4093,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4094,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4095,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4096,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
4097,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4098,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
4099,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
4100,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
4101,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4102,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
4103,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4104,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4105,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4106,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
