Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEH_M_R
1345,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1346,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1347,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1348,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1349,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1350,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1351,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1352,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1353,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1354,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1355,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1356,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1357,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1358,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1359,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1360,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1361,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1362,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1363,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1364,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1365,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1366,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
1367,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1368,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1369,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1370,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1371,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1372,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1373,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1374,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1375,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1376,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1377,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1378,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
1379,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1380,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1381,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1382,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1383,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1384,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1385,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1386,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1387,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1388,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1389,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1390,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1391,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1401,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1402,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1403,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1404,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1405,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1406,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1407,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1408,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1409,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1417,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1419,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1420,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1427,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1428,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1429,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1430,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1431,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1432,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1433,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1434,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1435,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1436,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1437,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1441,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1442,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1443,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1444,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1445,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1446,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1447,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1448,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1449,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1450,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1451,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1452,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1453,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1454,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1455,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1456,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1457,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1458,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1459,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1460,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1461,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1462,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1471,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1472,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1473,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1474,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1475,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1476,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1477,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1478,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1479,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1480,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1481,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1482,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
1483,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
1484,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1485,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1487,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
1488,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1489,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
1490,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1491,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1492,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
1493,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1494,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1495,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1496,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1497,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1498,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1499,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1500,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1501,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1502,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1503,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1504,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1505,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1506,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1507,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1508,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1509,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1510,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1511,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1512,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1513,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1514,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1515,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1516,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1517,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1518,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1519,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1520,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1521,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1522,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1523,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1524,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1525,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1526,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1527,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1528,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1529,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1530,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1531,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1532,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1533,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1534,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1535,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1536,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1537,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1538,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1539,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1540,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1541,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1542,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1543,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1544,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
1545,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1546,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1547,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1548,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1549,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
1550,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1551,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
1552,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1553,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1554,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1555,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1556,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
1557,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1558,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
1559,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
1560,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1561,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1562,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
1563,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1564,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1565,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1566,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1567,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1568,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,NULL
1569,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1570,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
1571,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
1572,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
1573,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
1574,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1575,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1576,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1577,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1578,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1579,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1580,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1581,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1582,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1583,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1584,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1585,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1586,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1587,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1588,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1589,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1590,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1591,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1592,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1593,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1594,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1595,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1596,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1597,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1598,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1599,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1600,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1601,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1602,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1603,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1604,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1605,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1606,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1607,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1608,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1609,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1610,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1611,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1612,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1613,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1614,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1615,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1616,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1617,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1618,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1619,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1620,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1621,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1622,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1623,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1624,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1625,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1626,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1627,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1628,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1629,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1630,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1631,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1632,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1633,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1634,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1635,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1636,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1637,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1638,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1639,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1640,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1641,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1642,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1643,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1644,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1645,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1646,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1647,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1648,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1649,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1650,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1651,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1652,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1653,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1654,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1655,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1656,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
1657,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1658,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1659,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1660,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1661,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1662,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1663,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1664,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1665,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1666,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1667,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1668,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1669,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1670,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1671,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1672,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
