Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDB_M_R
3638,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3639,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3640,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3641,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3642,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3643,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3644,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3645,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3646,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3647,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3648,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3649,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3650,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3651,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3652,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3653,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3654,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3655,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3656,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3657,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3658,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3659,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3660,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3661,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3662,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3663,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3664,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3665,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3666,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
3667,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3668,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3669,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
3670,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3671,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3672,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3673,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
3674,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
3675,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3676,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3677,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3678,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3679,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3680,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3681,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3682,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3683,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3684,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
3685,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3686,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
3687,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3688,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3689,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3690,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3691,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3692,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3693,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3694,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3695,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3696,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3697,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3698,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3699,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3700,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3701,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3702,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3703,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3704,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3705,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3706,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3707,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3708,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3709,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3710,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3711,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3712,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3713,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3714,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3715,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
3716,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3717,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
3718,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
3719,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3720,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3721,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3722,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3723,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
3724,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3725,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3726,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3727,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3728,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3729,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3730,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3731,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3732,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3733,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3734,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3735,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3736,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3737,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3738,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3739,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3740,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3741,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3742,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
3743,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3744,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3745,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3746,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3747,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3748,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
3749,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
3750,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3751,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3752,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3753,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3754,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3755,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3756,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3757,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3758,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3759,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3760,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3761,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
3762,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3763,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3764,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
3765,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3766,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3767,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3768,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3769,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
3770,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3771,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3772,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
3773,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3774,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
3775,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3776,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3777,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3778,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3779,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3780,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
3781,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
3782,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
3783,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3784,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3785,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
3786,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
3787,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
3788,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
3789,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
3790,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
3791,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3792,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
3793,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3794,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3795,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3796,Grassland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
3797,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3798,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
3799,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3800,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
3801,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3802,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
3803,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
3804,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3805,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
3806,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
3807,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Bareland
3808,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
3809,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
3810,Grassland,Cropland,Wetland,Water,Wetland,Water,NULL,Water
3811,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
3812,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Grassland
3813,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
3814,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3815,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3816,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3817,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
3818,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3819,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
3820,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3821,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
3822,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3823,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
3824,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3825,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3826,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3827,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
3828,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Water
3829,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3830,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3831,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3832,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3833,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3834,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3835,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3836,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3837,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3838,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3839,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3840,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3841,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3842,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3843,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3844,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3845,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3846,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
3847,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
3848,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
3849,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3850,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3851,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3852,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3853,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3854,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3855,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3856,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3857,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3858,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3859,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3860,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3861,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3862,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3863,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3864,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3865,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3866,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3867,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3868,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3869,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3870,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
3871,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3872,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3873,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3874,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3875,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3876,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3877,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3878,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3879,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3880,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3881,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3882,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3883,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3884,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3885,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3886,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3887,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3888,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3889,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3890,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3891,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3892,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3893,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
3894,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3895,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3896,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3897,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
3898,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
3899,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
3900,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
3901,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Cropland
3902,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Water
3903,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Forest
3904,Grassland,Cropland,Water,NULL,Water,NULL,Wetland,Cropland
3905,Grassland,Cropland,Water,NULL,Water,NULL,Water,Grassland
3906,Grassland,Cropland,Water,NULL,Water,NULL,Water,Cropland
3907,Grassland,Cropland,Water,NULL,Water,NULL,Water,Water
3908,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
3909,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Water
3910,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3911,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
3912,Grassland,Cropland,Water,NULL,Water,Grassland,Water,Grassland
3913,Grassland,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
3914,Grassland,Cropland,Water,NULL,Water,Wetland,NULL,Water
3915,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
3916,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
3917,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Grassland
3918,Grassland,Cropland,Water,NULL,Water,Water,NULL,Water
3919,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3920,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
3921,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
3922,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
3923,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
3924,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Water
3925,Grassland,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
3926,Grassland,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
3927,Grassland,Cropland,Water,Non_Water,Water,Grassland,NULL,Water
3928,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
3929,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Cropland
3930,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Water
3931,Grassland,Cropland,Water,Non_Water,Water,Cropland,NULL,Cropland
3932,Grassland,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
3933,Grassland,Cropland,Water,Non_Water,Water,Wetland,NULL,Forest
3934,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
3935,Grassland,Cropland,Water,Non_Water,Water,Water,NULL,Water
3936,Grassland,Cropland,Water,Non_Water,Water,Water,Wetland,Water
3937,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
3938,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
3939,Grassland,Cropland,Water,Water,Water,NULL,Grassland,Water
3940,Grassland,Cropland,Water,Water,Water,NULL,Water,Grassland
3941,Grassland,Cropland,Water,Water,Water,NULL,Water,Cropland
