Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGR_M_R
1605,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1606,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1607,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1608,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1610,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1611,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1612,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1613,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1614,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1615,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1616,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1617,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1618,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1619,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1620,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1621,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1622,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1623,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1646,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1647,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1648,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1649,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1650,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1651,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1652,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
1653,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
1654,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1655,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1656,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1657,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1658,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1659,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1660,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1661,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1662,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1663,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1664,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
1665,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
1666,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1667,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
1668,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
1669,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1670,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
1671,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
1672,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1673,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1674,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1675,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1676,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1677,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1678,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1679,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1680,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1681,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1682,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1683,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1684,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1685,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1686,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1687,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1688,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1689,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1690,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1691,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1692,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1693,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1694,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1695,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1696,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1697,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1698,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1699,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1700,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1701,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1702,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1703,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1704,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1705,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1706,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1707,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1708,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1709,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1710,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1711,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1712,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1713,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1714,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1715,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1716,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1717,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1718,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1719,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1720,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1721,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1722,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1723,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1724,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1725,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1726,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1727,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1728,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1729,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1730,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1731,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1732,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1733,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1734,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1735,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1736,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1737,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1738,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1739,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1740,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1741,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1742,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1751,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1752,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1753,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1754,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1755,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1756,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1757,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1758,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1759,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1760,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1761,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1762,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1763,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1764,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1765,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1766,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1767,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1768,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1769,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1770,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1771,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1772,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1773,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1774,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1775,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1776,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1777,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1778,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1779,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1780,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1781,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1782,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1783,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1784,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1785,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1786,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1787,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1788,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1789,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1790,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1791,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1792,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1793,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1794,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1795,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1796,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1797,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1798,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1799,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1801,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1802,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1803,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1804,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1805,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1806,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1807,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1808,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1809,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1810,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1811,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1812,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1813,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1814,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1815,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1816,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1817,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1818,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1819,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1820,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1821,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1822,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1823,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1827,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1828,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1829,NULL,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
1830,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1831,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1832,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1833,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1834,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1835,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1836,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1837,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1838,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1839,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1840,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1841,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1842,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1843,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1844,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1845,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1846,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1847,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1848,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1849,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1850,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1851,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1852,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1853,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1854,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1855,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1856,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1857,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1858,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1859,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1860,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1861,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1862,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1863,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1864,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1865,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1866,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1867,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1868,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1869,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1870,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1871,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1872,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1873,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1874,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1875,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1876,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1877,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1878,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1879,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1880,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1881,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1882,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1883,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1884,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1885,NULL,Cropland,Water,NULL,Water,Shrubland,Wetland,Forest
1886,NULL,Cropland,Water,NULL,Water,Shrubland,Forest,Grassland
1887,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1888,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
1889,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1890,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1891,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1892,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1893,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1894,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1895,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1896,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1897,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1898,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1899,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1900,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1901,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1902,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
1903,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1904,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1905,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1906,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1907,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1908,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1909,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1910,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1911,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1912,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1913,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1914,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1915,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1916,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1917,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1918,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1919,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
