Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPK_M_R
319,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
320,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
321,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
322,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
323,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
324,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
325,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
326,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
327,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
328,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
329,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
330,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
331,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
332,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
333,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
334,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
335,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
336,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
337,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
338,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
339,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
340,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
342,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
343,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
345,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
347,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
349,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
351,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
354,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
357,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
380,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
385,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
386,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
391,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
395,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
407,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
410,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
411,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
414,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
415,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
416,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
419,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
420,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
424,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
425,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
431,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
447,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
448,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
457,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
458,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
459,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
464,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
466,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
470,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
471,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
473,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
474,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
475,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
476,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
477,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
478,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
479,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
481,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
482,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
483,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
484,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
485,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
486,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
487,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
489,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
490,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,NULL
491,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
492,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
493,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
494,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
495,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
496,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Water
497,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
498,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
499,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
500,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
501,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
502,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
503,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
504,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
505,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
506,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
507,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
508,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
509,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
510,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
511,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
512,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
513,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
514,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
515,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
516,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
517,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
518,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
519,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,NULL
520,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
521,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
523,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
524,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,NULL
525,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
526,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
527,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
528,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
529,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
530,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
531,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
532,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,NULL
533,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
534,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
535,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,NULL
536,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
537,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
538,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
539,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
540,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
541,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
542,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
543,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
544,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
545,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
546,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
547,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
548,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Wetland
549,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Forest
550,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Wetland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
582,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
583,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
584,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
585,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
586,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
587,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
588,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
589,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
590,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
591,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
592,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
593,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
594,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
595,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
596,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
597,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
598,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
599,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
600,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
601,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
602,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
603,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
604,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
605,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
606,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
607,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
608,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
609,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
610,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
611,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
612,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
614,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
615,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
616,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
617,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
618,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
619,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
620,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
621,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
622,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
623,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
624,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
625,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
626,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
627,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
628,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
629,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
630,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
631,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
632,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
633,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
634,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
635,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
636,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
637,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
639,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
640,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
641,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
642,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
643,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
644,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
645,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
646,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
647,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
648,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
649,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
650,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Water
651,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
652,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
653,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
654,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
655,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
656,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
657,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
658,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
