Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R
321,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
322,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
323,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
324,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
325,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
326,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
327,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
328,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
329,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
330,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
331,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
332,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
336,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
338,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
339,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
340,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
341,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
343,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
345,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
349,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
350,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
351,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
352,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
353,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
354,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
355,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
357,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
358,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
359,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
360,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
361,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
362,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
363,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
364,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
365,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
366,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
367,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
368,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
369,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
370,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
371,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
372,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
373,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
374,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
375,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
376,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
377,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
378,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
379,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
380,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
381,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
382,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
383,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
384,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Water
385,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
386,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
387,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
389,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
390,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
391,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
392,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
393,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
394,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
395,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
396,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
397,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
398,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
399,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
400,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
402,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
404,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
405,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
406,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
408,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
409,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
410,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
411,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
414,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
415,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
416,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
417,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
418,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
419,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
420,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
421,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
422,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
423,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
424,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
426,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
427,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
428,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
429,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
430,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
432,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
434,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
435,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
436,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
437,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
441,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
443,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
445,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
446,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
447,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
448,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
449,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
451,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
452,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
453,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
454,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
457,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
458,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
465,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
466,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
468,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
470,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
471,NULL,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
472,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
473,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
474,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
475,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
476,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
477,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
478,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
479,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
480,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
481,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
482,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
483,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
484,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
485,NULL,NULL,Water,NULL,Water,Water,Water,Water
486,NULL,NULL,Water,NULL,Water,Water,Forest,Water
487,NULL,NULL,Water,NULL,Water,Forest,Forest,Water
488,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
489,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
490,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
491,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
492,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
493,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
494,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
495,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
496,NULL,NULL,Water,Water,Water,Water,Wetland,Water
497,NULL,NULL,Water,Water,Water,Water,Water,Grassland
498,NULL,NULL,Water,Water,Water,Water,Water,Water
499,NULL,NULL,Water,Water,Water,Water,Forest,Water
500,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
506,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
507,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
509,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
510,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
513,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
514,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
517,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
518,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
519,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
520,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
521,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
522,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
524,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
525,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
526,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
528,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
529,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
530,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
531,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
532,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
533,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
534,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
535,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
536,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
537,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
538,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
539,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
541,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
542,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
543,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
547,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
548,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
549,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
550,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
551,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
552,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
553,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
554,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
559,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
560,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
561,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
562,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
563,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
567,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
568,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
569,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
570,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
572,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
573,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
574,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
575,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
577,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
581,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
582,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
583,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
584,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
585,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
586,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
587,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
588,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
589,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
590,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
591,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
592,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
593,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
595,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
596,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
598,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
599,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
600,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
601,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
602,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
603,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
604,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
606,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
607,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
608,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
609,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
610,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
611,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
612,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
613,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
614,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
615,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
616,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
617,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
618,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
619,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
620,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
621,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
622,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
623,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
624,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
625,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
626,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
627,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
628,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
629,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
630,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
631,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
632,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
633,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
634,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
635,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
636,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
637,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
638,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
