Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R
1061,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1062,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1063,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1066,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1067,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1068,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1069,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1072,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1073,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1075,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1078,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1079,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1080,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1081,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1082,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1083,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1084,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1087,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1088,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1089,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1090,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1091,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1093,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1094,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1095,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1096,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1097,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1098,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1099,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1101,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1102,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1103,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1104,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1105,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1106,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1107,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1109,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1110,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1111,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1112,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1113,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1114,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1115,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1116,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1117,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1118,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1119,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1120,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1121,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1122,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1123,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1125,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1127,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1128,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1129,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1130,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1131,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1133,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1134,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1135,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1138,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1139,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1140,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1141,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1142,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1143,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1144,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1145,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1147,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1149,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1150,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1151,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1152,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1153,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1154,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1155,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1156,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1157,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1159,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1160,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1161,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1162,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1164,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1165,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1166,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1167,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1168,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1169,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1170,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1171,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1172,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1173,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1174,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1175,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1176,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1177,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1178,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1179,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1180,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1181,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1182,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1183,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1185,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1186,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1187,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1188,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1190,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1192,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1193,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1194,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1195,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1196,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1197,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1198,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1199,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1200,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1201,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1202,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1203,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1204,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1205,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1206,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1207,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1208,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1209,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1210,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1211,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1213,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1214,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1215,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1216,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1217,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1218,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1219,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1220,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1221,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1222,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1223,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1224,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1225,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1226,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1227,Bareland,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1228,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1229,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1230,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1231,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1232,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1233,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1234,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1235,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1236,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1237,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1239,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1241,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1242,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1243,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1244,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1245,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1246,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1247,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1248,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1250,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1251,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1252,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1254,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1256,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1257,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1258,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1259,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1260,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1261,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1262,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1263,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1265,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1266,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1267,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1268,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1270,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1272,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1274,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1275,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1276,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1278,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1280,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1281,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1284,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1285,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1286,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1287,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1288,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1290,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1291,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1293,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1294,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1295,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1296,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1299,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1300,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1301,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1302,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1304,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1305,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1306,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1307,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1309,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1310,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1311,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1312,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1313,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1316,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1317,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1318,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1319,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1322,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1323,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1324,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1325,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1326,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1327,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1328,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1329,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1330,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1331,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1332,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1333,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1334,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1335,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1336,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1337,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1338,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1339,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1340,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1341,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1342,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1343,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1344,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1345,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1346,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1347,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1348,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1350,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1351,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1352,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1353,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1356,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1357,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1358,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1359,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1360,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1361,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1362,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1363,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1364,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1365,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1366,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1368,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1369,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1370,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1371,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1372,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1373,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1374,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1375,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1376,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1377,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1378,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1379,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1380,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1381,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1382,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1383,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1384,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1385,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1386,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1387,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
