Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHL_M_R
2561,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2562,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2563,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2564,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2565,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
2566,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2567,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2568,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
2569,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2570,NULL,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
2571,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
2572,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2573,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2574,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2575,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2576,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2577,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2578,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2579,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2580,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2581,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2582,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2583,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2584,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2585,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2586,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2587,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2588,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2589,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2590,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2591,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2592,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2593,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2594,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2595,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2596,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2597,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2598,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2599,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2600,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2601,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2602,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2603,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2604,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2605,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2606,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2607,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2608,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2609,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2610,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2611,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2612,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2613,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2614,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2615,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2616,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2617,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2618,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2619,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2620,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2621,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2622,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2623,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2624,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2625,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
2626,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2627,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2628,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2629,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2630,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2631,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2632,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2633,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2634,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2635,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2636,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2637,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2638,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2639,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2640,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2641,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2642,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2643,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2644,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2645,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2646,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2647,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2648,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2649,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2650,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2651,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2652,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2653,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2654,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2655,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2656,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2657,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2658,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2659,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2660,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2661,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2662,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2663,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2664,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2665,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2666,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2667,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2668,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2669,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2670,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2671,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2672,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2673,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2674,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2675,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2676,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2677,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2678,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2679,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2680,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2681,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2682,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2683,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2684,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2685,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2686,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2687,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2688,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2689,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2690,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2691,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2692,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2693,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2694,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2695,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2696,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2697,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2698,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2699,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2700,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2701,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2702,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2703,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2704,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2705,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2706,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2707,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2708,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2709,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2710,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2711,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2712,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2713,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2714,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2715,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
2716,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2717,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
2718,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
2719,NULL,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2720,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2721,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2722,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2723,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2724,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2725,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2726,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2727,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2728,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2729,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2730,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2731,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2732,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2733,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2734,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2735,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2736,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2737,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2738,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2739,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2740,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2741,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2742,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2743,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2744,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2745,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2746,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2747,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2748,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2749,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2750,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2751,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2752,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2753,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2754,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2755,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2756,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2757,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2758,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2759,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2760,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2761,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2762,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2763,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2764,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2765,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2766,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2767,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2768,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2769,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2770,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2771,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2772,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2773,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2774,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2775,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2776,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2777,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2778,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2779,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2780,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2781,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2782,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2783,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2784,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2785,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2786,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2787,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2788,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2789,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2790,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2791,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2792,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2793,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2794,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2795,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2796,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2797,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2798,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2799,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2800,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2801,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2802,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2803,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2804,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2805,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2806,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2807,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2808,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2809,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
2810,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
2811,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2812,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
2813,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2814,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2815,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2816,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Water
2817,NULL,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
2818,NULL,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2819,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
2820,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2821,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2822,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
2823,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
2824,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
2825,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Water
2826,NULL,Forest,Water,NULL,Water,Shrubland,Water,Forest
2827,NULL,Forest,Water,NULL,Water,Shrubland,Forest,Forest
2828,NULL,Forest,Water,NULL,Water,Forest,Forest,Forest
2829,NULL,Forest,Water,Non_Water,Water,Grassland,Shrubland,Forest
2830,NULL,Forest,Water,Water,Water,Wetland,Water,Water
2831,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2832,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2833,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2834,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2835,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2836,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2837,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2838,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2839,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2840,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2841,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2842,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2843,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2844,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2845,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2846,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2847,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2848,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2849,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2850,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2851,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2852,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2853,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2854,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2855,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2856,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2857,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2858,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2859,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2860,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2861,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2862,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2863,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2864,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2865,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2866,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2867,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2868,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2869,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2870,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2871,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2872,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2873,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2874,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2875,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2876,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2877,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2878,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2879,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2880,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2881,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2882,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2883,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2884,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2885,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2886,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2887,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
