Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNK_M_R
1441,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1442,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1443,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1444,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1445,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1446,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1447,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1448,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1452,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1453,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1454,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1455,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1456,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1457,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1458,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1459,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1460,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1461,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1462,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1463,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1464,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1465,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1466,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1467,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1469,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1470,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1471,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1472,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1473,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1474,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1475,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1476,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
1477,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1478,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1479,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1480,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1481,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1482,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1483,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1484,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1485,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1486,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1487,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1488,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1489,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1490,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1491,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1492,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1493,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1494,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1495,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1496,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1497,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1498,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1499,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1500,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1501,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1502,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1503,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1504,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1505,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1506,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1507,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1508,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1509,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1510,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1511,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1512,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1513,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1514,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,NULL
1515,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1516,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1517,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1518,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1519,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1520,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1521,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1522,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1523,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1524,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1525,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1526,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1527,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1528,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1529,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1531,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1532,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1533,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1534,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1535,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1536,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1537,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1538,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1539,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1540,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1541,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1542,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1543,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1544,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1545,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1546,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1547,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1548,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1549,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1550,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1551,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1552,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1553,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
1554,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1555,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1556,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1557,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1558,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1559,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1560,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1561,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1562,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1563,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1564,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1565,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1566,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1567,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1568,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1569,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1570,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1571,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1572,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1573,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1574,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1575,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
1576,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1577,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1578,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1579,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1580,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1581,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1582,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1583,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1584,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1585,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1586,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1587,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1588,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1589,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1590,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1591,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1592,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1593,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1594,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1596,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1597,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1598,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1599,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1600,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1601,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1602,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1603,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1604,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
1605,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1606,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1607,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
1608,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
1609,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1610,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
1611,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1612,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
1613,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1614,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1615,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1616,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1617,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1618,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1619,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1620,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1621,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1622,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1623,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1624,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1625,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1626,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1627,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1628,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1629,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1630,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1631,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1632,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1633,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1634,Forest,Forest,Water,Water,Water,NULL,Water,Water
1635,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1636,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1637,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1638,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1639,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1640,Forest,Forest,Water,Water,Water,Grassland,Forest,Grassland
1641,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1642,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1643,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1644,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1645,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1646,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1647,Forest,Forest,Water,Water,Water,Water,Water,Water
1648,Forest,Forest,Water,Water,Water,Water,Water,Forest
1649,Forest,Forest,Water,Water,Water,Water,Forest,Water
1650,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1651,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1652,Forest,Forest,Water,Water,Water,Forest,Water,Water
1653,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1654,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1655,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1656,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1657,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1659,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1660,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1661,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1662,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1663,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1664,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1665,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1666,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1667,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1668,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1669,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1670,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1671,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1672,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1673,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1674,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1675,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1676,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1677,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1678,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1679,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1680,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1681,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1682,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1683,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1684,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1685,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1686,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1687,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1688,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1689,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1690,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1691,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1692,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1693,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1694,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1695,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1696,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1697,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1698,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1699,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1700,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1701,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1702,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1703,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1704,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1705,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1706,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1707,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1708,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1709,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1710,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1711,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1712,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1713,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1714,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1715,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1716,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1717,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1718,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1719,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1720,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1721,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1722,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1723,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1724,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1725,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1726,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1727,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1728,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1729,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1730,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1731,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1732,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1733,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1734,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1735,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1736,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1737,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1738,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1739,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1740,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1741,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1742,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1743,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1744,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Water
1745,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1746,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1747,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1748,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1749,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1750,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1751,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1752,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1753,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1754,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
