Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNM_M_R
1370,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1371,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1372,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1373,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1374,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1375,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1376,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1377,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1378,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1380,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1381,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1382,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1383,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1384,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1385,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1386,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1387,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1388,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1389,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1390,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1391,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1392,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1393,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1394,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1395,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1396,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1397,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1398,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1399,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1400,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1401,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1402,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1403,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1404,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1405,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1406,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1407,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1408,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1409,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1410,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1411,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1412,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1413,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1414,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1415,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1416,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1417,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1418,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1419,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1420,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1421,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1422,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1423,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1424,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1425,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1426,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1427,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1428,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1429,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1431,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1432,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1433,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1434,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1435,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1437,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1438,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1439,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1440,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1441,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1442,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1443,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1444,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1445,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1446,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1447,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1448,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1449,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1451,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1452,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1453,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1454,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1455,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1456,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1457,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1458,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1459,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1460,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1461,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1462,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1463,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1464,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1465,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1467,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1468,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1469,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1470,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1471,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1473,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1474,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1475,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1476,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1477,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1478,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1479,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1480,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1481,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1482,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1483,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1484,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1485,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1487,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1488,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1489,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1490,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1491,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1492,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1493,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1496,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1497,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1498,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1499,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1500,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1501,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1502,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1503,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1504,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1505,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1506,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1507,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1508,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1510,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1511,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1512,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1513,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1514,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1515,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1516,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1517,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1518,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1519,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1520,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1521,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1522,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1523,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1524,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1525,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1526,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1527,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1528,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1529,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1530,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1531,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1532,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1533,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1534,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1535,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1536,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1537,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1538,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1539,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1540,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1541,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1542,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1543,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1544,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1545,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1546,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1547,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1548,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1549,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1550,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1551,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1552,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1553,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1554,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1555,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1556,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1557,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1558,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1559,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1560,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1561,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1562,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1564,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1565,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1566,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1567,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1568,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1569,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1570,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1571,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1572,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1573,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1574,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1575,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1576,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1577,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1579,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1580,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1581,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1582,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1583,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1584,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1585,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1586,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1587,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1588,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1589,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1590,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1591,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1592,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1593,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1594,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1595,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1596,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1597,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1598,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1599,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1600,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1601,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1602,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1603,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1604,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1605,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1606,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1607,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1608,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1609,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1610,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1611,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1612,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1613,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1614,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1615,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1616,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1617,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1618,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1619,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1620,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1621,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1622,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1623,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1624,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1625,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1626,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1627,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1628,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1629,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1630,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1631,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1632,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1633,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1634,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1635,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1636,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1637,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1638,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1639,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1640,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1641,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1642,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1643,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1644,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1645,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1646,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1647,Forest,Water,Water,Water,Water,NULL,NULL,Water
1648,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1649,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1650,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1651,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1652,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1653,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1654,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1655,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1656,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1657,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1658,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1659,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1660,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1661,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1662,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1663,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1664,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1665,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1667,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1668,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1669,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1670,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1672,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1673,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1674,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1675,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1676,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1677,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1678,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1679,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1680,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1681,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1682,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1683,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1684,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1685,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1686,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1687,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1690,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1691,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1692,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1693,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1694,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1695,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1696,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1699,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1700,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1701,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1702,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1703,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1704,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1705,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1706,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1707,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1708,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1709,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1710,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1711,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1712,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1713,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1714,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
