Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R
3066,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3067,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3068,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3069,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3070,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3071,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3072,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3073,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3074,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3075,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3076,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3077,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3078,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
3079,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3080,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3081,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3082,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3083,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
3084,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3085,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
3086,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3087,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3088,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3089,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3090,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3091,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3092,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3093,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3094,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3095,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3096,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3097,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3098,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3099,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3100,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3101,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3102,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3109,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3110,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3111,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3112,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3113,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3114,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3115,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3116,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3118,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
3124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3154,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3155,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3156,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3157,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3158,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3159,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
3160,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3161,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3162,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3163,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3164,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3165,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3166,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3167,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3168,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3169,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3170,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3171,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3172,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3173,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3174,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
3175,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3176,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3177,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3178,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3179,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3180,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3181,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3182,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3183,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3184,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3185,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3186,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3187,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3188,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3189,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3190,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3191,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3192,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3193,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3194,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3195,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3196,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3197,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3198,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3199,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3200,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3201,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3202,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3203,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3204,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3205,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3206,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3207,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
3208,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3209,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3210,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3211,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3212,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3213,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3214,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3215,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3216,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3217,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3218,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3219,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3220,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3221,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3222,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3223,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3224,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3225,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3226,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3227,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3228,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3229,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3230,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3231,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3232,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3233,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3234,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3235,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3236,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3237,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3238,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3239,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3240,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3241,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3242,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3243,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3244,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3245,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3246,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3247,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3248,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3249,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3250,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3251,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3252,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3253,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3254,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3255,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3256,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3257,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3258,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3259,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3260,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3261,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3262,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3263,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3264,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3265,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3266,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3267,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3268,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3269,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3270,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3271,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3272,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3273,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3274,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3275,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3276,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3277,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3278,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3279,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3280,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3281,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3282,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3283,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3284,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3285,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3286,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3287,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3288,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3289,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3290,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3291,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3292,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3293,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3294,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3295,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3296,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3297,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3298,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3299,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3300,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3301,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3302,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3303,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3304,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3305,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3306,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3307,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3308,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3309,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3310,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3311,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3312,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3313,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3314,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3315,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3316,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3317,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3318,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3319,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3320,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3321,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3322,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3323,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3324,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3325,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3326,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3327,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3328,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3329,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3330,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3331,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3332,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3333,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3334,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3335,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3336,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3337,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3338,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3339,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3340,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
3341,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3342,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3343,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3344,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3345,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3346,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3347,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
3348,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3349,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3350,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3351,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
3352,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
3353,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3354,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3355,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
3356,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3357,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
3358,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3359,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3360,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3361,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3362,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
3363,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3364,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
3365,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
3366,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3367,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3368,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
3369,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
3370,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
3371,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3372,Grassland,NULL,Wetland,Water,Wetland,Water,Water,NULL
3373,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3374,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3375,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
3376,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3377,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3378,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3379,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
3380,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3381,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3382,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3383,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3384,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
