Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKP_M_R
1920,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1921,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1922,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1923,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1924,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1925,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1926,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1927,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1928,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1929,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
1930,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1931,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1932,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
1933,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1934,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1935,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1936,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1937,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1938,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1939,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland
1940,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1941,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
1942,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
1943,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1944,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1945,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
1946,Water,Water,Wetland,NULL,Wetland,NULL,Water
1947,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1948,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1949,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1950,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1951,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1952,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1953,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1954,Water,Water,Wetland,Water,Wetland,NULL,Cropland
1955,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1956,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1957,Water,Water,Wetland,Water,Wetland,NULL,Water
1958,Water,Water,Wetland,Water,Wetland,NULL,Forest
1959,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1960,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland
1961,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1962,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
1963,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1964,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1965,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1966,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1967,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1968,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1969,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland
1970,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1971,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
1972,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest
1973,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1974,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up
1975,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
1976,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1977,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
1978,Water,Water,Built-up,Water,Non_Wetland,NULL,Forest
1979,Water,Water,Water,NULL,Water,NULL,Grassland
1980,Water,Water,Water,NULL,Water,NULL,Wetland
1981,Water,Water,Water,NULL,Water,NULL,Bareland
1982,Water,Water,Water,NULL,Water,NULL,Water
1983,Water,Water,Water,NULL,Water,NULL,Forest
1984,Water,Water,Water,Non_Water,Water,NULL,Grassland
1985,Water,Water,Water,Non_Water,Water,NULL,Wetland
1986,Water,Water,Water,Non_Water,Water,NULL,Bareland
1987,Water,Water,Water,Non_Water,Water,NULL,Water
1988,Water,Water,Water,Non_Water,Water,NULL,Forest
1989,Water,Water,Water,Water,Water,NULL,Grassland
1990,Water,Water,Water,Water,Water,NULL,Wetland
1991,Water,Water,Water,Water,Water,NULL,Bareland
1992,Water,Water,Water,Water,Water,NULL,Water
1993,Water,Water,Water,Water,Water,NULL,Forest
1994,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL
1995,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1996,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1997,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1998,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1999,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
2000,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
2001,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
2002,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
2003,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2004,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2005,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
2006,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
2007,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
2008,Water,Water,Forest,Water,Non_Wetland,NULL,Water
2009,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
2010,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2011,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2012,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2013,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2014,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
2015,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
2016,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2017,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
2018,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
2019,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2020,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2021,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
2022,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2023,Water,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
2024,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
2025,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
2026,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2027,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
2028,Water,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
2029,Water,Forest,Cropland,Water,Non_Wetland,NULL,Wetland
2030,Water,Forest,Cropland,Water,Non_Wetland,NULL,Forest
2031,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
2032,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
2033,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland
2034,Water,Forest,Wetland,NULL,Wetland,NULL,Water
2035,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
2036,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2037,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
2038,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
2039,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2040,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
2041,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
2042,Water,Forest,Wetland,Water,Wetland,NULL,Bareland
2043,Water,Forest,Wetland,Water,Wetland,NULL,Water
2044,Water,Forest,Wetland,Water,Wetland,NULL,Forest
2045,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
2046,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland
2047,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2048,Water,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
2049,Water,Forest,Bareland,Water,Non_Wetland,NULL,Wetland
2050,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland
2051,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2052,Water,Forest,Built-up,Water,Non_Wetland,NULL,Grassland
2053,Water,Forest,Water,NULL,Water,NULL,Grassland
2054,Water,Forest,Water,NULL,Water,NULL,Wetland
2055,Water,Forest,Water,NULL,Water,NULL,Water
2056,Water,Forest,Water,NULL,Water,NULL,Forest
2057,Water,Forest,Water,Non_Water,Water,NULL,Grassland
2058,Water,Forest,Water,Non_Water,Water,NULL,Wetland
2059,Water,Forest,Water,Non_Water,Water,NULL,Forest
2060,Water,Forest,Water,Water,Water,NULL,Grassland
2061,Water,Forest,Water,Water,Water,NULL,Wetland
2062,Water,Forest,Water,Water,Water,NULL,Water
2063,Water,Forest,Water,Water,Water,NULL,Forest
2064,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2065,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2066,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2067,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
2068,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2069,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2070,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
2071,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2072,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2073,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland
2074,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
2075,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
2076,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2077,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2078,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
2079,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2080,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
2081,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
2082,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
2083,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2084,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2085,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2086,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2087,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
2088,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
2089,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2090,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
2091,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
2092,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2093,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2094,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2095,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2096,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
2097,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL
2098,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
2099,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
2100,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2101,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2102,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL
2103,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Grassland
2104,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland
2105,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Bareland
2106,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Water
2107,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
2108,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
2109,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
2110,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Forest
2111,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Grassland
2112,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Wetland
2113,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2114,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Water
2115,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
2116,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2117,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2118,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2119,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Forest
2120,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,Wetland
2121,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Wetland
2122,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2123,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2124,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2125,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2126,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Water
2127,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2128,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2129,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2130,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2131,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2132,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Forest
2133,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2134,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2135,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2136,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
2137,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
2138,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2139,Permanent_ice_and_snow,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
2140,Permanent_ice_and_snow,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
2141,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2142,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2143,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
2144,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,Grassland
2145,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
2146,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,Wetland
2147,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2148,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
2149,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
2150,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2151,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2152,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2153,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2154,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
2155,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
2156,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2157,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
2158,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
2159,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
2160,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2161,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
2162,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
2163,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Grassland
2164,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2165,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Water
2166,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Forest
2167,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
2168,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Water
2169,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
2170,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Grassland
2171,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Water
2172,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Forest
2173,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
2174,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,Forest
2175,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,Grassland
2176,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Grassland
2177,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Wetland
2178,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Water
2179,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2180,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
2181,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2182,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2183,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2184,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
2185,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
2186,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,Water
2187,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,Forest
2188,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,Water
2189,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2190,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2191,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
2192,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2193,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2194,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
2195,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2196,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2197,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2198,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
2199,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2200,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
2201,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
2202,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2203,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2204,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2205,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2206,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2207,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Water
2208,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Forest
2209,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2210,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Grassland
2211,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Wetland
2212,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
2213,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest
2214,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Grassland
2215,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Wetland
2216,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water
2217,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Forest
2218,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
2219,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Forest
2220,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Water
2221,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water
2222,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Forest
2223,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Grassland
2224,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Wetland
2225,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
2226,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Forest
2227,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2228,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland
2229,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
2230,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
2231,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2232,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
2233,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Forest
2234,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Forest
2235,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
2236,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2237,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
2238,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
2239,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2240,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2241,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2242,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
2243,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2244,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2245,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2246,Permanent_ice_and_snow,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2247,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2248,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2249,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL
2250,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Grassland
2251,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland
2252,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
2253,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2254,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2255,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,Grassland
2256,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
2257,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2258,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
2259,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2260,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Forest
2261,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2262,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2263,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2264,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Water
2265,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2266,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
2267,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
