Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMV_M_R
4133,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4134,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
4135,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4136,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4137,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4138,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4139,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4140,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
4141,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
4142,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Grassland
4143,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Bareland
4144,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
4145,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
4146,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
4147,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Shrubland,Wetland,Built-up
4148,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4149,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4150,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
4151,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Bareland
4152,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Bareland
4153,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
4154,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
4155,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
4156,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
4157,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Water
4158,NULL,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
4159,NULL,Cropland,Water,NULL,Water,NULL,Forest,Grassland
4160,NULL,Cropland,Water,NULL,Water,Shrubland,NULL,NULL
4161,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
4162,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
4163,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
4164,NULL,Cropland,Water,NULL,Water,Wetland,NULL,NULL
4165,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
4166,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
4167,NULL,Cropland,Water,NULL,Water,Wetland,Shrubland,Grassland
4168,NULL,Cropland,Water,NULL,Water,Wetland,Water,Wetland
4169,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
4170,NULL,Cropland,Water,NULL,Water,Water,NULL,NULL
4171,NULL,Cropland,Water,NULL,Water,Water,NULL,Grassland
4172,NULL,Cropland,Water,NULL,Water,Water,NULL,Bareland
4173,NULL,Cropland,Water,NULL,Water,Water,NULL,Water
4174,NULL,Cropland,Water,NULL,Water,Water,NULL,Forest
4175,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
4176,NULL,Cropland,Water,NULL,Water,Water,Grassland,Wetland
4177,NULL,Cropland,Water,NULL,Water,Water,Grassland,Water
4178,NULL,Cropland,Water,NULL,Water,Water,Grassland,Forest
4179,NULL,Cropland,Water,NULL,Water,Water,Water,Grassland
4180,NULL,Cropland,Water,NULL,Water,Water,Water,Bareland
4181,NULL,Cropland,Water,NULL,Water,Water,Water,Water
4182,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
4183,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4184,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
4185,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Water
4186,NULL,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
4187,NULL,Cropland,Water,Non_Water,Water,NULL,Grassland,Bareland
4188,NULL,Cropland,Water,Non_Water,Water,NULL,Wetland,Wetland
4189,NULL,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
4190,NULL,Cropland,Water,Non_Water,Water,Shrubland,NULL,Grassland
4191,NULL,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Grassland
4192,NULL,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Water
4193,NULL,Cropland,Water,Non_Water,Water,Shrubland,Wetland,Wetland
4194,NULL,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
4195,NULL,Cropland,Water,Non_Water,Water,Grassland,NULL,Bareland
4196,NULL,Cropland,Water,Non_Water,Water,Wetland,NULL,Wetland
4197,NULL,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
4198,NULL,Cropland,Water,Non_Water,Water,Wetland,NULL,Forest
4199,NULL,Cropland,Water,Non_Water,Water,Wetland,Grassland,Forest
4200,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4201,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4202,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Forest
4203,NULL,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
4204,NULL,Cropland,Water,Non_Water,Water,Water,NULL,NULL
4205,NULL,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
4206,NULL,Cropland,Water,Non_Water,Water,Water,NULL,Cropland
4207,NULL,Cropland,Water,Non_Water,Water,Water,NULL,Wetland
4208,NULL,Cropland,Water,Non_Water,Water,Water,NULL,Bareland
4209,NULL,Cropland,Water,Non_Water,Water,Water,NULL,Water
4210,NULL,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
4211,NULL,Cropland,Water,Non_Water,Water,Water,Grassland,Cropland
4212,NULL,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
4213,NULL,Cropland,Water,Non_Water,Water,Water,Grassland,Bareland
4214,NULL,Cropland,Water,Non_Water,Water,Water,Grassland,Water
4215,NULL,Cropland,Water,Non_Water,Water,Water,Wetland,Grassland
4216,NULL,Cropland,Water,Non_Water,Water,Water,Water,NULL
4217,NULL,Cropland,Water,Non_Water,Water,Water,Water,Grassland
4218,NULL,Cropland,Water,Non_Water,Water,Water,Water,Cropland
4219,NULL,Cropland,Water,Non_Water,Water,Water,Water,Wetland
4220,NULL,Cropland,Water,Non_Water,Water,Water,Water,Bareland
4221,NULL,Cropland,Water,Non_Water,Water,Water,Water,Water
4222,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
4223,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
4224,NULL,Cropland,Water,Water,Water,NULL,Grassland,Grassland
4225,NULL,Cropland,Water,Water,Water,NULL,Wetland,Wetland
4226,NULL,Cropland,Water,Water,Water,NULL,Water,Water
4227,NULL,Cropland,Water,Water,Water,Shrubland,Grassland,Grassland
4228,NULL,Cropland,Water,Water,Water,Grassland,Water,Grassland
4229,NULL,Cropland,Water,Water,Water,Wetland,NULL,Wetland
4230,NULL,Cropland,Water,Water,Water,Wetland,NULL,Water
4231,NULL,Cropland,Water,Water,Water,Wetland,NULL,Forest
4232,NULL,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
4233,NULL,Cropland,Water,Water,Water,Bareland,NULL,Wetland
4234,NULL,Cropland,Water,Water,Water,Bareland,Water,Grassland
4235,NULL,Cropland,Water,Water,Water,Bareland,Water,Wetland
4236,NULL,Cropland,Water,Water,Water,Water,NULL,Grassland
4237,NULL,Cropland,Water,Water,Water,Water,NULL,Cropland
4238,NULL,Cropland,Water,Water,Water,Water,NULL,Wetland
4239,NULL,Cropland,Water,Water,Water,Water,NULL,Bareland
4240,NULL,Cropland,Water,Water,Water,Water,NULL,Water
4241,NULL,Cropland,Water,Water,Water,Water,NULL,Forest
4242,NULL,Cropland,Water,Water,Water,Water,Shrubland,Water
4243,NULL,Cropland,Water,Water,Water,Water,Grassland,Grassland
4244,NULL,Cropland,Water,Water,Water,Water,Grassland,Water
4245,NULL,Cropland,Water,Water,Water,Water,Water,Grassland
4246,NULL,Cropland,Water,Water,Water,Water,Water,Cropland
4247,NULL,Cropland,Water,Water,Water,Water,Water,Wetland
4248,NULL,Cropland,Water,Water,Water,Water,Water,Bareland
4249,NULL,Cropland,Water,Water,Water,Water,Water,Water
4250,NULL,Cropland,Water,Water,Water,Water,Forest,Water
4251,NULL,Cropland,Water,Water,Water,Forest,Water,Forest
4252,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4253,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4254,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4255,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4256,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4257,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4258,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4259,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4260,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4261,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4262,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
4263,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4264,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4265,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4266,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4267,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4268,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4269,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4270,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4271,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4272,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
4273,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4274,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4275,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
4276,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
4277,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4278,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
4279,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4280,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4281,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4282,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
4283,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4284,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4285,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4286,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
4287,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4288,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4289,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4290,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4291,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4292,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4293,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4294,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4295,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4296,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4297,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4298,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4299,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
4300,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4301,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4302,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4303,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4304,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4305,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4306,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4307,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4308,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4309,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4310,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4311,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4312,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4313,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4314,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4315,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4316,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4317,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4318,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4319,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4320,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4321,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4322,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4323,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4324,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4325,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4326,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4327,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
4328,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4329,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4330,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4331,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4332,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4333,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4334,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4335,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4336,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4337,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4338,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4339,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4340,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4341,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
4342,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4343,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4344,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4345,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4346,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4347,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4348,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4349,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4350,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4351,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4352,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4353,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4354,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4355,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4356,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4357,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4358,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4359,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4360,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4361,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
4362,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
4363,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4364,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4365,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4366,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4367,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
4368,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4369,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4370,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4371,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4372,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
4373,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4374,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4375,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4376,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4377,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4378,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,NULL
4379,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4380,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
4381,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
4382,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4383,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4384,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
4385,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
4386,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4387,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
4388,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4389,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4390,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4391,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4392,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4393,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4394,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4395,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
4396,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4397,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4398,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4399,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
4400,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
4401,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4402,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
4403,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4404,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
4405,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4406,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4407,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4408,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4409,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
4410,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4411,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4412,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4413,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4414,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4415,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4416,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4417,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4418,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4419,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4420,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4421,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4422,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
4423,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
4424,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4425,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4426,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4427,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4428,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4429,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
4430,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4431,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4432,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4433,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4434,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4435,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4436,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4437,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4438,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
4439,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4440,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4441,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4442,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4443,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4444,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4445,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
4446,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4447,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
4448,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4449,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
4450,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4451,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
4452,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4453,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4454,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
4455,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4456,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Water
4457,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
4458,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4459,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4460,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4461,NULL,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
4462,NULL,Cropland,Forest,Water,Non_Wetland,Water,NULL,Forest
4463,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
4464,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4465,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4466,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4467,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4468,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4469,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4470,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4471,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4472,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
4473,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
