Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQH_M_R
319,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
320,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
321,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
322,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
325,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
329,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
334,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
339,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
340,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
342,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
362,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
366,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
375,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
376,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
380,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
383,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
389,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
392,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
397,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
404,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
410,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
411,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
423,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
424,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
426,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
430,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
433,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
437,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
438,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
440,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
441,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
442,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
443,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
444,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
445,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
446,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
447,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
448,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
449,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
450,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
451,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
452,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
453,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
454,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
455,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
457,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
458,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
459,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
460,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
461,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
462,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
463,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
464,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
465,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
466,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
467,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
469,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
470,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
471,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
472,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
473,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
474,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
475,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
476,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
477,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
478,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,NULL
479,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
480,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
481,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
482,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
483,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Forest
484,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
485,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
487,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
488,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,NULL
489,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
490,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
491,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
492,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
493,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
494,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
495,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
496,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
497,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
498,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
499,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
500,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
501,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
502,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,NULL
503,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
504,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
505,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
506,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
507,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
508,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
509,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
510,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Wetland
511,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
512,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
514,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
515,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
516,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
517,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
518,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
519,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
520,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
521,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
522,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
523,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
524,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
525,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
526,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
527,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
558,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
560,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
561,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
562,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
563,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
564,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
565,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
566,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
567,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
568,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
569,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
570,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
571,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
572,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
573,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
574,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
575,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
576,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
578,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
579,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
580,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
581,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
582,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
583,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
584,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
585,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
586,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
587,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
588,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
589,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
590,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
591,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
592,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
593,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
594,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
595,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
596,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
597,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
598,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
599,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
600,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
601,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
602,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
603,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
604,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
605,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
606,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
607,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
608,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
609,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
610,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
611,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
612,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
613,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
614,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
615,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
616,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
617,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
618,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
619,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
620,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
621,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
622,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
623,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
624,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
625,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
626,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
627,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
628,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
629,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
630,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
631,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
632,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
633,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
634,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
635,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
636,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
637,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
638,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
639,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
640,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
641,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
642,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
643,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
644,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
645,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
646,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
647,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
648,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
649,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
650,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
651,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
652,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
653,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
654,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
655,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
656,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
657,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
658,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
659,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
660,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
661,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
662,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
