Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUR_M_R
335,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
336,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
337,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
338,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
341,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
342,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
344,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
345,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
346,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
347,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
348,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
349,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
350,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
352,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
355,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
356,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
358,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
360,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
361,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
369,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
370,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
371,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
372,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
373,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
374,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
375,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
376,NULL,NULL,Water,NULL,Water,Wetland,Forest,Forest
377,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
378,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
379,NULL,NULL,Water,NULL,Water,Water,Water,Forest
380,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
381,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
382,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
383,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
384,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
385,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
386,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
387,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
388,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
389,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
390,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
391,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
392,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
393,NULL,NULL,Water,Water,Water,Water,Water,Grassland
394,NULL,NULL,Water,Water,Water,Water,Water,Wetland
395,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
397,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
398,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
400,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
401,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
403,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
406,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
408,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
413,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
416,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
419,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
420,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
422,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
426,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
427,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
430,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
436,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
440,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
450,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
451,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
452,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
453,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
454,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
455,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
456,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
457,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
458,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
459,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
460,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
461,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
463,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
464,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
465,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
472,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
475,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
476,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
477,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
478,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
479,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
480,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
481,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
483,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
484,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
485,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
486,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
487,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
488,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
489,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
490,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
491,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
492,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
493,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
494,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
495,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
496,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
497,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
498,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
499,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
500,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
501,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
502,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
503,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
504,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
505,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
506,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
507,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
508,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
509,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
510,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
511,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
512,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
514,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
515,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
516,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
518,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
519,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
520,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
521,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
523,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
524,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
525,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
526,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
527,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
528,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
529,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
530,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
531,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
532,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
533,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
534,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
535,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
536,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
537,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
538,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
539,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
540,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
541,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
543,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
544,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
545,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
546,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
547,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
548,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
549,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
550,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
551,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
552,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
553,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
554,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
555,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
556,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
557,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
558,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
559,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
560,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
561,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
562,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
563,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
564,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
565,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
566,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
567,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
568,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
569,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
570,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
571,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
572,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
573,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
574,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
575,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
576,NULL,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
577,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
578,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
579,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
580,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
581,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
582,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
583,NULL,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
584,NULL,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Forest
585,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
586,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
587,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
588,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
589,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
590,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
591,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
592,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
593,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
594,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
595,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
596,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
597,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
598,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
599,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
600,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
601,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
603,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
604,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
605,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
606,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
607,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
608,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
609,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
610,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
611,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
612,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
613,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
614,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
615,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
616,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
617,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
620,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
621,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
622,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
623,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
624,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
625,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
626,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
627,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
628,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
629,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
630,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
631,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
632,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
633,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
634,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
635,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
636,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
637,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
638,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
639,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
640,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
641,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
642,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
643,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
644,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
645,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
646,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
647,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
648,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
649,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
650,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
651,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
652,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
653,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
654,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
655,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
656,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
657,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
658,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
659,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
660,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
661,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
662,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
663,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
664,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
665,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
666,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
667,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
668,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
669,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
670,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
671,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
672,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
673,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
674,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
675,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
676,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
677,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
