Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHC_M_R
1216,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1217,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1218,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1219,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1220,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1222,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1223,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1224,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1225,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1226,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1227,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1228,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1229,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1230,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1232,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1233,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1235,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1236,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1237,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1238,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1239,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1240,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1241,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1242,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1243,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1244,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1248,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1249,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1250,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1251,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1252,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1253,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1254,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1255,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1256,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1257,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1258,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1259,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1260,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1261,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1262,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1263,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1264,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1265,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1268,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1269,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1270,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1271,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1272,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1273,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1274,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1276,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1277,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1278,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1279,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1280,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1282,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1285,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1286,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1287,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1288,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1289,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1290,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1292,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1293,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1294,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1295,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1296,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1297,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1298,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1299,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1300,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1302,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1303,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1304,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1306,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
1307,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1308,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1309,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1311,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1312,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1313,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1314,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1315,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1316,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1317,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1318,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1319,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1320,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1321,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1322,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1323,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1324,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1325,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1326,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1327,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1329,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1330,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1331,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1332,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1333,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1334,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1335,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1336,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1337,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1339,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1340,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1341,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1342,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1343,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1344,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1345,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1346,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1348,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1349,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1350,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1351,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1353,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1354,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1355,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1356,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1357,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1359,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1360,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1361,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1362,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1363,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1364,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1365,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1366,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1367,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1368,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1369,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1370,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1371,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1372,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1373,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1374,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1375,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1376,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1377,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1378,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1379,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1380,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1381,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1382,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1383,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1384,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1385,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1386,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1387,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1388,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1389,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1390,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1391,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1392,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1393,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1394,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1395,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1396,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1397,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1399,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1400,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1401,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1402,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1403,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1404,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1405,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1406,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1407,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1408,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1409,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1410,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1411,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1412,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1413,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1414,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1415,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1416,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1417,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1418,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1419,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1420,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1421,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1422,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1423,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1424,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1425,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1426,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1427,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1428,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1429,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1430,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1431,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1432,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1433,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1434,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1435,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1436,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1437,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1438,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1439,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1440,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1441,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1442,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1443,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1444,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1445,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1446,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1447,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1448,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1449,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1450,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1451,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1452,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1453,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1454,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1455,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1456,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1457,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1459,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1460,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1461,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1462,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1463,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1464,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1465,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1466,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1467,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1468,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1469,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1470,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1471,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1472,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1473,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1474,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1475,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1476,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1477,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1478,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1479,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1480,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1481,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1482,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1483,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1484,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1485,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1486,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1487,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1488,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1489,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1490,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1491,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1492,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1493,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1494,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1495,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1496,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1497,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1498,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1499,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1500,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1502,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1504,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1505,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1506,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1507,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1508,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1509,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1510,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1511,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1512,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1513,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1514,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1515,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1516,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1517,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1518,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1519,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1520,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1521,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1522,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1523,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1524,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1525,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1526,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1528,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1529,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1530,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1531,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1532,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1533,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1534,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1535,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1536,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1537,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1538,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1539,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1540,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1541,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1542,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1543,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1544,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1545,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1546,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1547,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1548,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1549,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1550,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1551,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1552,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
