Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNU_M_R
337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
340,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
347,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
349,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
351,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
353,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
354,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
355,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
356,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
357,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
358,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
359,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
360,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
361,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
362,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
363,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
364,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
365,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
366,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
369,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
370,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
371,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
373,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
374,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
375,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
376,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
377,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
378,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
379,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
380,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
381,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
382,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
383,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
384,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
385,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
386,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
387,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
388,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
389,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
390,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
391,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
392,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
393,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
394,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
395,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
396,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
397,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
398,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
399,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
400,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
401,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
402,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
403,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
404,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
405,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
407,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
408,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
409,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
410,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
411,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
412,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
413,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
414,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
415,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
416,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
417,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
418,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
419,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
420,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
421,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
422,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
423,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
424,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
425,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
426,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
427,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
428,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
429,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
430,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
431,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
432,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
433,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
434,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
435,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
436,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
437,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
438,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
439,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
440,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
441,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
442,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
443,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
444,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
445,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
446,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
447,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
448,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
449,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
450,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
451,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
452,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
453,NULL,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
454,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
455,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
456,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
458,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
459,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
460,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
461,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
463,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
465,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
466,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
467,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
468,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
469,NULL,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
470,NULL,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
471,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
473,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
474,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
475,NULL,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
476,NULL,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
477,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
478,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
479,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
480,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
481,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
482,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
483,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
485,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
486,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
487,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
489,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
490,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
491,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
492,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
493,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
494,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
495,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
496,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
503,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
504,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
509,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
510,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
511,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
513,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
514,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
515,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
516,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
517,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
518,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
519,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
520,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
521,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
522,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
523,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
524,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
525,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
526,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
527,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
528,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
529,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
530,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
531,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
532,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
534,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
535,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
536,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
537,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
538,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
539,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
540,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
541,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
542,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
543,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
544,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Built-up
545,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
546,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
548,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
549,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
550,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
551,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
553,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
554,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
555,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
557,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
558,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
559,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
560,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
561,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
562,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
563,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
564,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
565,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
566,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
567,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
568,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Forest,Forest
569,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
570,NULL,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
571,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
572,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
573,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
574,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
575,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
576,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
577,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
578,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
580,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
581,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
582,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
584,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
585,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
586,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
587,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
588,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
589,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
590,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
591,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
592,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
593,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
594,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
595,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
596,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
597,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
598,NULL,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
599,NULL,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
600,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
601,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
602,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
603,NULL,Water,Water,Water,Water,Grassland,Water,Wetland
604,NULL,Water,Water,Water,Water,Grassland,Water,Water
605,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
606,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
607,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
609,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
610,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
611,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
612,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
613,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
614,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
615,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
616,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
617,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
618,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
619,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
621,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
622,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
623,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
624,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
625,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
626,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
627,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
628,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
629,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
630,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
631,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
632,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
633,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
634,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
635,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
636,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
637,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Water
638,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
639,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
640,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
641,NULL,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
642,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
644,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
645,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
646,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
647,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
648,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
649,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
650,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
651,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
652,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
653,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
654,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
655,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
656,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
657,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
658,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
659,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
660,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
661,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
662,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
663,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
664,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
665,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
666,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
667,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
668,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
669,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
670,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
671,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
672,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
673,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
674,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
675,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
676,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
