Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
341,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
345,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
346,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
349,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
350,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
351,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
352,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
353,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
355,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
356,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
357,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
358,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
359,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Bareland
360,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Water
361,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
362,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
363,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Water
364,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Water
365,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Forest,Bareland
366,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Forest,Water
367,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
368,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
369,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Bareland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
371,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
372,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
373,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
374,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
375,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
377,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
379,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
380,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Bareland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
384,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
385,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
387,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
388,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
389,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
391,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
393,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
395,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
396,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
399,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
400,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
401,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
404,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
405,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
406,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
407,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
408,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
409,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
415,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
418,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
440,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
450,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
454,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
462,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
464,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
468,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
474,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
477,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
479,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
485,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
486,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
494,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
504,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
507,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
510,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
515,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
516,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
525,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
527,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
528,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
530,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
531,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
532,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
533,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
534,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
535,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
536,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
537,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
538,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
539,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
540,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
541,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
542,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
543,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
544,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
545,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
547,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
548,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
549,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
550,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
551,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
552,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
553,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
554,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
555,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
556,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
557,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
558,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
559,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
560,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
561,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
563,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
564,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
565,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
566,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
567,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
568,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
569,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
571,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
572,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
573,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
574,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
575,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Water
576,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
578,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
579,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
580,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
581,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
582,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
583,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
584,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Wetland
585,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Bareland
586,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Water
587,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
588,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
589,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Bareland
590,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Water
591,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
592,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Forest,Grassland
593,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
594,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Bareland
595,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Water
596,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
597,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
598,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
599,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
600,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
601,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
602,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
603,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
604,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Wetland
605,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Bareland
606,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Water
607,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
608,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
609,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
610,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Water
611,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Wetland
613,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
614,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
615,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
616,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
617,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
618,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
619,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
620,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
621,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Water
622,NULL,NULL,Grassland,Water,Non_Wetland,Water,NULL,Grassland
623,NULL,NULL,Grassland,Water,Non_Wetland,Water,NULL,Water
624,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
625,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
626,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
627,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
628,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
629,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
630,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
631,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
632,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
633,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Wetland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
654,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
655,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
656,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
657,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
658,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
659,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
660,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
