Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R
4029,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4030,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4031,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4032,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4033,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
4034,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4035,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4036,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4037,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4038,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4039,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4040,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4041,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4042,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4043,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4044,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4045,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4046,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4047,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4048,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4049,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4050,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4051,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4052,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4053,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4054,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4055,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4056,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
4057,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4058,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4059,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4060,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
4061,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
4062,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4063,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4064,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4065,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4066,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4067,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4068,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4069,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4070,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4071,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4072,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4073,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4074,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4075,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4076,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4077,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4078,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4079,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4080,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4081,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4082,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4083,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4084,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4085,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4086,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4087,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4088,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4089,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4090,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4091,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4092,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4093,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4094,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4095,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4096,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4097,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4098,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4099,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4100,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4101,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4102,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4103,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4104,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4105,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4106,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4107,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4108,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4109,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4110,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4111,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4112,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4113,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4114,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4115,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4116,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4117,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4118,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4119,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4120,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4121,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
4122,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4123,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4124,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4125,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4126,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4127,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4128,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4129,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4130,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4131,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4132,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4133,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4134,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4135,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
4136,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4137,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4138,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4139,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4140,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4141,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4142,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4143,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
4144,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4145,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4146,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4147,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4148,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4149,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4150,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4151,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4152,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4153,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4154,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4155,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4156,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4157,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4158,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4159,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4160,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4161,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4162,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4163,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4164,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4165,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
4166,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4167,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4168,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4169,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4170,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4171,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4172,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
4173,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4174,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4175,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4176,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4177,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4178,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4179,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4180,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4181,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4182,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
4183,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4184,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4185,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4186,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4187,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4188,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
4189,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4190,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4191,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4192,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4193,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4194,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
4195,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4196,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4197,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4198,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4199,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4200,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4201,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
4202,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4203,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4204,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4205,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4206,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4207,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4208,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4209,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4210,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4211,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4212,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4213,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4214,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4215,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4216,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
4217,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4218,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4219,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
4220,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
4221,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4222,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
4223,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4224,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4225,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4226,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4227,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4228,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4229,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4230,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4231,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4232,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
4233,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Cropland
4234,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
4235,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
4236,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
4237,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
4238,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
4239,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
4240,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4241,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4242,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4243,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4244,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4245,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4246,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4247,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
4248,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4249,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4250,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4251,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4252,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4253,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4254,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4255,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4256,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Cropland
4257,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4258,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4259,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4260,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
4261,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
4262,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4263,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4264,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Water
4265,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4266,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4267,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4268,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4269,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4270,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4271,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4272,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
4273,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4274,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4275,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
4276,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Cropland
4277,Grassland,Cropland,Water,NULL,Water,NULL,Wetland,Water
4278,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
4279,Grassland,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
4280,Grassland,Cropland,Water,NULL,Water,Wetland,NULL,Forest
4281,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Grassland
4282,Grassland,Cropland,Water,NULL,Water,Forest,NULL,Forest
4283,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4284,Grassland,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
4285,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Water
4286,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
4287,Grassland,Cropland,Water,Water,Water,NULL,Grassland,Cropland
4288,Grassland,Cropland,Water,Water,Water,NULL,Wetland,Forest
4289,Grassland,Cropland,Water,Water,Water,Wetland,NULL,Grassland
4290,Grassland,Cropland,Water,Water,Water,Wetland,Water,Grassland
4291,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4292,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4293,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4294,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4295,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4296,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4297,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4298,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4299,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4300,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4301,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4302,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4303,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4304,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4305,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
4306,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4307,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4308,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
4309,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
4310,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4311,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4312,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4313,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4314,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4315,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4316,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4317,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4318,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4319,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4320,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4321,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4322,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4323,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4324,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4325,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4326,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4327,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4328,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4329,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4330,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4331,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4332,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4333,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4334,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4335,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
