Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQR_M_R
4915,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4916,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4917,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4918,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4919,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4920,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4921,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4922,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4923,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4924,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4925,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4926,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4927,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4928,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4929,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4930,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4931,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4932,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4933,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4934,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4935,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
4936,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4937,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4938,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4939,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4940,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4941,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4942,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4943,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
4944,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4945,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4946,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4947,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4948,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4949,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4950,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4951,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
4952,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
4953,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4954,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4955,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4956,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4957,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4958,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4959,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4960,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4961,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4962,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4963,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4964,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4965,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4966,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4967,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4968,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4969,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4970,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
4971,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4972,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4973,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4974,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
4975,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4976,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
4977,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4978,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
4979,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4980,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4981,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4982,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4983,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4984,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4985,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4986,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4987,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4988,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4989,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4990,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
4991,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4992,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4993,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4994,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4995,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4996,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4997,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4998,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4999,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5000,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5001,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5002,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5003,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5004,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5005,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5006,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5007,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5008,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
5009,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5010,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5011,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5012,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5013,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5014,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5015,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5016,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5017,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5018,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5019,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5020,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5021,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5022,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5023,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
5024,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
5025,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5026,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5027,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5028,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5029,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5030,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5031,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5032,Grassland,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5033,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5034,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5035,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5036,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5037,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5038,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
5039,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5040,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5041,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5042,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
5043,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5044,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5045,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5046,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5047,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5048,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5049,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5050,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5051,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5052,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5053,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5054,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5055,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5056,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5057,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
5058,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5059,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5060,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5061,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5062,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5063,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5064,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5065,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5066,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5067,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5068,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5069,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5070,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5071,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5072,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5073,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5074,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5075,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5076,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5077,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5078,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5079,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5080,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5081,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5082,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5083,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5084,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5085,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
5086,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5087,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
5088,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
5089,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
5090,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5091,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5092,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5093,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5094,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5095,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Water
5096,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Forest
5097,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
5098,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5099,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5100,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5101,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
5102,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5103,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5104,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5105,Grassland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5106,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
5107,Grassland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
5108,Grassland,Water,Water,NULL,Water,NULL,Water,Grassland
5109,Grassland,Water,Water,NULL,Water,NULL,Water,Forest
5110,Grassland,Water,Water,Water,Water,Grassland,Water,Forest
5111,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5112,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
5113,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5114,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5115,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5116,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5117,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
5118,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
5119,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5120,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5121,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5122,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5123,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5124,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5125,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5126,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5127,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5128,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5129,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5130,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5131,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5132,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5133,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5134,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5135,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5136,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5137,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5138,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5139,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5140,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5141,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5142,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5143,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5144,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5145,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
5146,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
5147,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5148,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5149,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5150,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5151,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5152,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5153,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5154,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5155,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5156,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5157,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
5158,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5159,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5160,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5161,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5162,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5163,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5164,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5165,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5166,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5167,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5168,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5169,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5170,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5171,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5172,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5173,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
5174,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5175,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5176,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5177,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5178,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5179,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5180,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5181,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5182,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5183,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5184,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5185,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5186,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5187,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5188,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5189,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5190,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5191,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5192,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5193,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5194,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5195,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5196,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5197,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5198,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5199,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5200,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5201,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5202,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5203,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5204,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5205,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5206,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5207,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
5208,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5209,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5210,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5211,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5212,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5213,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5214,Grassland,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5215,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5216,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5217,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5218,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5219,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5220,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5221,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5222,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5223,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5224,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
5225,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5226,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
