Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFK_M_R
2874,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2875,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2876,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2877,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2878,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2879,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2880,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2881,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2882,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2883,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2884,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2885,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2886,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2887,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2888,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2889,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2890,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2891,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2892,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2893,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2894,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2895,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2896,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2897,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2898,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2899,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2900,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2901,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2902,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2903,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2904,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2905,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2906,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2907,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2908,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2909,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2910,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2911,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2912,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2913,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
2914,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2915,Grassland,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Water
2916,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2917,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2918,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2919,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2920,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2921,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2922,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2923,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2924,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2925,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2926,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2927,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2928,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
2929,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2930,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2931,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2932,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2933,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2934,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2935,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2936,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2937,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2938,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2939,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2940,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2941,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2942,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2943,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2944,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2945,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2946,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2947,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2948,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2949,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2950,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2951,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2952,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2953,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2954,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2955,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2956,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2957,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2958,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2959,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2960,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2961,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2962,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2963,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2964,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2965,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2966,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2967,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2968,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2969,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2970,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2971,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2972,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
2973,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2974,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2975,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
2976,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
2977,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2978,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2979,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2980,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2981,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2982,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2983,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2984,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
2985,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Forest
2986,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Forest
2987,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2988,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2989,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2990,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2991,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2992,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2993,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2994,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2995,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2996,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2997,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2998,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2999,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3000,Grassland,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3001,Grassland,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3002,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
3003,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3004,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3005,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3006,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3007,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3008,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3009,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3010,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3011,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3012,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3013,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3014,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3015,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3016,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3017,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3018,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3019,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3020,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3021,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3022,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3023,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3024,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3025,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3026,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3027,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3028,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3029,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3030,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3031,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3032,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3033,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3034,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3035,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3036,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3037,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3038,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3039,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3040,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3041,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3042,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3043,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3044,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3045,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3046,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3047,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3048,Grassland,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3049,Grassland,Cropland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3050,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3051,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
3052,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Built-up
3053,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3054,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3055,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
3056,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
3057,Grassland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
3058,Grassland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
3059,Grassland,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
3060,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
3061,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
3062,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Bareland
3063,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Water
3064,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Forest
3065,Grassland,Cropland,Water,NULL,Water,Water,Bareland,Grassland
3066,Grassland,Cropland,Water,NULL,Water,Water,Water,Forest
3067,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
3068,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Water
3069,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
3070,Grassland,Cropland,Water,Water,Water,Water,Grassland,Grassland
3071,Grassland,Cropland,Water,Water,Water,Water,Grassland,Forest
3072,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3073,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3074,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3075,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3076,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3077,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3078,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3079,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3080,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3081,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3082,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3083,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3084,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3085,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3086,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3087,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3088,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3089,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3090,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3091,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3092,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3093,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3094,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3095,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3096,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3097,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3098,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3099,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3100,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3101,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3102,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3103,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3104,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3105,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3106,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
3107,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3108,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3109,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3110,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3111,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3112,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3113,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3114,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
3115,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3116,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3117,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3118,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
3119,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
3120,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3121,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
3122,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3123,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3124,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3125,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3126,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3127,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3128,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3129,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3130,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3131,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3132,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3133,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3134,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Water
3135,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3136,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
3137,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Bareland
3138,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Forest
3139,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
3140,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3141,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3142,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3143,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3144,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3145,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3146,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3147,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3148,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3149,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3150,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3151,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3152,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3153,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3154,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3155,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3156,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3157,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3158,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3159,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
