Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQS_M_R
1745,Water,Forest,Forest,NULL,Non_Wetland,NULL
1746,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1747,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1748,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1749,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1750,Water,Forest,Forest,NULL,Non_Wetland,Water
1751,Water,Forest,Forest,NULL,Non_Wetland,Forest
1752,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1753,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1754,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1755,Water,Forest,Forest,Water,Non_Wetland,Grassland
1756,Water,Forest,Forest,Water,Non_Wetland,Bareland
1757,Water,Forest,Forest,Water,Non_Wetland,Water
1758,Water,Forest,Forest,Water,Non_Wetland,Forest
1759,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1760,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1761,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1762,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1763,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1764,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1765,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
1766,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1767,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1768,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1769,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
1770,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1771,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1772,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1773,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1774,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL
1775,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1776,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1777,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
1778,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1779,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1780,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1781,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Built-up
1782,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
1783,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1784,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1785,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1786,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
1787,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1788,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland
1789,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1790,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1791,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1792,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1793,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Water
1794,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
1795,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1796,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1797,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1798,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1799,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
1800,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1801,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1802,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
1803,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland
1804,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest
1805,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL
1806,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
1807,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1808,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up
1809,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Forest
1810,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1811,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
1812,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1813,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1814,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland
1815,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1816,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL
1817,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1818,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1819,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1820,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1821,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1822,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1823,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1824,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest
1825,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1826,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1827,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1828,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1829,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1830,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1831,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1832,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1833,Forest,NULL,NULL,Water,Non_Wetland,Forest
1834,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1835,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1836,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1837,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1838,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1839,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1840,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1841,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1842,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1843,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1844,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1845,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1846,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1847,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1848,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1849,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1850,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1851,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1852,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1853,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1854,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1855,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1856,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1857,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1858,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1859,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1860,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1861,Forest,NULL,Grassland,Water,Non_Wetland,Water
1862,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1863,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1864,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1865,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1866,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1867,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1868,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1869,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1870,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1871,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1872,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1873,Forest,NULL,Cropland,Water,Non_Wetland,Water
1874,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1875,Forest,NULL,Wetland,NULL,Wetland,Grassland
1876,Forest,NULL,Wetland,NULL,Wetland,Water
1877,Forest,NULL,Wetland,NULL,Wetland,Forest
1878,Forest,NULL,Wetland,Water,Wetland,Water
1879,Forest,NULL,Wetland,Water,Wetland,Forest
1880,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1881,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1882,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1883,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1884,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1885,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1886,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1887,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1888,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1889,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1890,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1891,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1892,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1893,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1894,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1895,Forest,NULL,Water,NULL,Water,NULL
1896,Forest,NULL,Water,NULL,Water,Grassland
1897,Forest,NULL,Water,NULL,Water,Bareland
1898,Forest,NULL,Water,NULL,Water,Water
1899,Forest,NULL,Water,NULL,Water,Forest
1900,Forest,NULL,Water,Non_Water,Water,Grassland
1901,Forest,NULL,Water,Non_Water,Water,Forest
1902,Forest,NULL,Water,Water,Water,Grassland
1903,Forest,NULL,Water,Water,Water,Bareland
1904,Forest,NULL,Water,Water,Water,Water
1905,Forest,NULL,Water,Water,Water,Forest
1906,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1907,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1908,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1909,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1910,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1911,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1912,Forest,NULL,Forest,NULL,Non_Wetland,Water
1913,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1914,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1915,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1916,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1917,Forest,NULL,Forest,Water,Non_Wetland,NULL
1918,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1919,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1920,Forest,NULL,Forest,Water,Non_Wetland,Water
1921,Forest,NULL,Forest,Water,Non_Wetland,Forest
1922,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1923,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1924,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1925,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1926,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1927,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1928,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1929,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland
1930,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1931,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1932,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1933,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1934,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1935,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1936,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1937,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1938,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1939,Forest,Cropland,Wetland,NULL,Wetland,Bareland
1940,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1941,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1942,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1943,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1944,Forest,Cropland,Water,NULL,Water,Grassland
1945,Forest,Cropland,Water,Non_Water,Water,Water
1946,Forest,Cropland,Water,Water,Water,Water
1947,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1948,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1949,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1950,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1951,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1952,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1953,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1954,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1955,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1956,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1957,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1958,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1959,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1960,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
1961,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1962,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1963,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
1964,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1965,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1966,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1967,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1968,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1969,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1970,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1971,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
1972,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1973,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1974,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1975,Forest,Bareland,Grassland,Water,Non_Wetland,Forest
1976,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1977,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1978,Forest,Bareland,Cropland,NULL,Non_Wetland,Water
1979,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1980,Forest,Bareland,Wetland,NULL,Wetland,Bareland
1981,Forest,Bareland,Wetland,Water,Wetland,Water
1982,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1983,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1984,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1985,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1986,Forest,Bareland,Water,NULL,Water,Forest
1987,Forest,Bareland,Water,Water,Water,Water
1988,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1989,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1990,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1991,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
1992,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1993,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1994,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1996,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1997,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1998,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1999,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
2000,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2001,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
2002,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2003,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2004,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
2005,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland
2006,Forest,Built-up,Shrubland,Water,Non_Wetland,Water
2007,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2008,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2009,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2010,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2011,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2012,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2013,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2014,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2015,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland
2016,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2017,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2018,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2019,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2020,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2021,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2022,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2023,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2024,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2025,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland
2026,Forest,Built-up,Cropland,Water,Non_Wetland,Water
2027,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
2028,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2029,Forest,Built-up,Wetland,NULL,Wetland,Forest
2030,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland
2031,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2032,Forest,Built-up,Wetland,Water,Wetland,Water
2033,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2034,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2035,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2036,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2037,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2038,Forest,Built-up,Bareland,NULL,Non_Wetland,Water
2039,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2040,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2041,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland
2042,Forest,Built-up,Bareland,Water,Non_Wetland,Water
2043,Forest,Built-up,Bareland,Water,Non_Wetland,Forest
2044,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2045,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2046,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2047,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2048,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2049,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2050,Forest,Built-up,Water,NULL,Water,Grassland
2051,Forest,Built-up,Water,NULL,Water,Cropland
2052,Forest,Built-up,Water,NULL,Water,Bareland
2053,Forest,Built-up,Water,NULL,Water,Water
2054,Forest,Built-up,Water,NULL,Water,Forest
2055,Forest,Built-up,Water,Non_Water,Water,Forest
2056,Forest,Built-up,Water,Water,Water,Grassland
2057,Forest,Built-up,Water,Water,Water,Forest
2058,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2059,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2060,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2061,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2062,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2063,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2064,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2065,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2066,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2067,Forest,Built-up,Forest,Water,Non_Wetland,Bareland
2068,Forest,Built-up,Forest,Water,Non_Wetland,Water
2069,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2070,Forest,Water,NULL,NULL,Non_Wetland,Water
2071,Forest,Water,NULL,NULL,Non_Wetland,Forest
2072,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2073,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2074,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2075,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2076,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2077,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2078,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2079,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2080,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2081,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2082,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2083,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2084,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2085,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2086,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2087,Forest,Water,Shrubland,Water,Non_Wetland,Water
2088,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2089,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2090,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2091,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2092,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2093,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2094,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2095,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2096,Forest,Water,Grassland,Water,Non_Wetland,Forest
2097,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2098,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2099,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
2100,Forest,Water,Cropland,NULL,Non_Wetland,Water
2101,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2102,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2103,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2104,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2105,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2106,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2107,Forest,Water,Cropland,Water,Non_Wetland,Water
2108,Forest,Water,Cropland,Water,Non_Wetland,Forest
2109,Forest,Water,Wetland,NULL,Wetland,Grassland
2110,Forest,Water,Wetland,NULL,Wetland,Bareland
2111,Forest,Water,Wetland,NULL,Wetland,Water
2112,Forest,Water,Wetland,NULL,Wetland,Forest
2113,Forest,Water,Wetland,Non_Water,Wetland,Water
2114,Forest,Water,Wetland,Non_Water,Wetland,Forest
2115,Forest,Water,Wetland,Water,Wetland,Grassland
2116,Forest,Water,Wetland,Water,Wetland,Bareland
2117,Forest,Water,Wetland,Water,Wetland,Water
2118,Forest,Water,Wetland,Water,Wetland,Forest
2119,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2120,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2121,Forest,Water,Bareland,NULL,Non_Wetland,Water
2122,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2123,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2124,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2125,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2126,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2127,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2128,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2129,Forest,Water,Bareland,Water,Non_Wetland,Water
2130,Forest,Water,Bareland,Water,Non_Wetland,Forest
2131,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2132,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
2133,Forest,Water,Built-up,Water,Non_Wetland,Built-up
2134,Forest,Water,Water,NULL,Water,Grassland
2135,Forest,Water,Water,NULL,Water,Wetland
2136,Forest,Water,Water,NULL,Water,Bareland
2137,Forest,Water,Water,NULL,Water,Water
2138,Forest,Water,Water,NULL,Water,Forest
2139,Forest,Water,Water,Non_Water,Water,Grassland
2140,Forest,Water,Water,Non_Water,Water,Bareland
2141,Forest,Water,Water,Non_Water,Water,Water
2142,Forest,Water,Water,Non_Water,Water,Forest
2143,Forest,Water,Water,Water,Water,Grassland
2144,Forest,Water,Water,Water,Water,Wetland
2145,Forest,Water,Water,Water,Water,Bareland
2146,Forest,Water,Water,Water,Water,Water
2147,Forest,Water,Water,Water,Water,Forest
2148,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2149,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2150,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2151,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2152,Forest,Water,Forest,NULL,Non_Wetland,Built-up
2153,Forest,Water,Forest,NULL,Non_Wetland,Water
2154,Forest,Water,Forest,NULL,Non_Wetland,Forest
2155,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2156,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2157,Forest,Water,Forest,Non_Water,Non_Wetland,Water
