Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHA_M_R
323,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
326,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
327,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
329,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
330,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
331,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
336,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
338,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
339,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
340,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
341,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
342,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
343,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
344,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
345,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
348,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
349,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
350,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
351,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
352,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
353,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
354,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
355,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
356,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
357,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
358,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
359,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
360,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
361,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
362,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
363,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
364,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
365,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
366,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Wetland
367,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
368,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
369,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
370,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
371,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
372,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
373,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
374,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
375,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
376,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
377,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
378,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
379,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
380,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
381,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
383,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
384,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
385,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
386,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
387,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
388,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
389,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
390,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
391,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
392,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
393,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
394,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
395,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
396,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
397,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
398,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
399,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
400,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
402,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
403,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
404,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
405,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
406,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
407,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
408,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
409,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
410,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
411,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
412,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
413,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
414,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
416,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
417,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
418,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
419,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
420,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
421,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
423,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
424,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
425,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
426,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
427,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
429,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
430,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
431,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
433,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
436,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
437,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
439,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
441,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
442,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
446,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
447,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
448,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
451,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
452,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
453,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
454,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
457,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
458,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
463,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
464,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
465,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
466,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
469,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
470,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
471,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
472,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
473,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
474,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
475,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Water
476,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
477,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
478,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
479,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
480,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
481,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
482,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
483,NULL,NULL,Water,NULL,Water,Water,Water,Water
484,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
485,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
486,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
487,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
488,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
489,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
490,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
491,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
492,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
493,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
494,NULL,NULL,Water,Water,Water,Bareland,Forest,Water
495,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
496,NULL,NULL,Water,Water,Water,Water,Grassland,Water
497,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
498,NULL,NULL,Water,Water,Water,Water,Water,Water
499,NULL,NULL,Water,Water,Water,Water,Water,Forest
500,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
501,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
502,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
505,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
506,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
507,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
510,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
511,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
512,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
513,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
514,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
515,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
516,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
524,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
525,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
527,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
528,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
529,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
530,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
531,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
532,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
533,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
535,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
536,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
537,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
538,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
539,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
541,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
542,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
544,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
547,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
548,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
549,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
550,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
551,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
552,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
553,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
554,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
555,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
557,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
558,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
561,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
562,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
563,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
564,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
567,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
569,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
570,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
571,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
572,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
573,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
575,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
577,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
578,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
579,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
585,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
586,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
588,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
590,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Cropland
591,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
592,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
593,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
594,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
596,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
597,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
598,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
599,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
601,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
602,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
603,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
604,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
605,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
606,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
607,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
608,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
609,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
610,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
611,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
612,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
613,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
614,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
615,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
616,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
617,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
618,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
619,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
620,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
621,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
622,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
623,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
624,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
625,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
626,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
627,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
628,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
629,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
631,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
632,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
633,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
634,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
636,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
637,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
638,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
639,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
640,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
641,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
642,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
643,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
644,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
645,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
646,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
647,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
648,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
649,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
650,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
651,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
652,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
653,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
654,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
