Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R
1121,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1124,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1125,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1126,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1127,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1128,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1131,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1132,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1133,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1135,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1136,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1137,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1138,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1139,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1140,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
1141,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1142,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1143,Cropland,Bareland,Water,Water,Water,NULL,NULL,Forest
1144,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1146,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1147,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1148,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1149,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1150,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1153,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1154,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1155,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1156,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1158,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1159,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1160,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1162,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1164,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1165,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1166,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1167,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1169,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1172,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1173,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1174,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1176,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1177,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1181,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1182,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1183,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1184,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1185,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1186,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1188,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1189,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1190,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1191,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1192,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1194,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1195,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1196,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1197,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1199,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1200,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1201,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1202,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1203,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1204,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1205,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1206,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1207,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1208,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1209,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1210,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1211,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1212,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1213,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1214,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1215,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1216,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1217,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1218,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1219,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1220,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1221,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1222,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1223,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
1224,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
1225,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1226,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1228,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1229,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1230,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1231,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1232,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1233,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1234,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1235,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1238,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1239,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1240,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1241,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1242,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1243,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1244,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1246,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1247,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1248,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1249,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1250,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1251,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1252,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1253,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1256,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1257,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1258,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1259,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1260,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1261,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1263,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1264,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1265,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1266,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1267,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1268,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1269,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1270,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1271,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1272,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1273,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1274,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1278,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1279,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1280,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1282,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1283,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1284,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1285,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1286,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1287,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1288,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
1289,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1290,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1291,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1293,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1294,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1295,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1296,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1297,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1298,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1299,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1300,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1301,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1302,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1304,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1305,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1306,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1307,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1308,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1309,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1310,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1311,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1312,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1313,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1314,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1316,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1317,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1318,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1319,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1320,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1321,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1322,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1323,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1324,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1326,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1327,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1328,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1329,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1330,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1332,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1333,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1334,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1335,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1336,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1337,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1339,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1340,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1341,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1342,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1343,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1344,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1345,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1346,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1347,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1348,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1349,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1350,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1351,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1352,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1353,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1354,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1355,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1356,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1357,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1358,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1359,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1361,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1362,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1363,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1364,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1365,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1366,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1367,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1368,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1369,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1370,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1371,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1372,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1373,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1374,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1375,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1376,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1377,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1378,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1379,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1380,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1381,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1382,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1383,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1384,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1385,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1386,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1387,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1388,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1390,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1391,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1392,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1393,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1394,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1395,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1396,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1397,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1398,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1399,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1400,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1401,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1402,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1403,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1404,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1405,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1406,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1407,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1408,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1409,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1410,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1411,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1412,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1413,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1415,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1416,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1417,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1418,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1419,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1420,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1421,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1422,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1423,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1424,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1425,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1426,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1427,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1428,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1429,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1430,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1431,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1432,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1433,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1434,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1435,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1436,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1437,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1438,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1439,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1440,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1441,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1442,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1443,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1444,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1445,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1446,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1447,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1448,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1449,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1450,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1451,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1452,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1453,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1454,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1455,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1456,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1457,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1458,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
