Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUG_M_R
324,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
325,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
328,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
331,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
334,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
337,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
367,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
371,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
374,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
375,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
378,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
381,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
389,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
391,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
392,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
394,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
397,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
398,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
401,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
404,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
406,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
409,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
411,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
416,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
417,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
418,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
419,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
421,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
422,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
423,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
424,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
426,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
429,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
430,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Built-up
431,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
433,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
434,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
435,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
436,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
437,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
438,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
439,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
440,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
441,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
442,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
443,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
444,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
445,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
446,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
447,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
448,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
449,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
450,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
451,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
452,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
453,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
454,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
455,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
456,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
457,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
459,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
467,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
469,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
470,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
472,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
473,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
474,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
475,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
476,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
477,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
478,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
479,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
480,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
481,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
482,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
483,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
484,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
485,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
486,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
487,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
490,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
491,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
492,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
493,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
494,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
495,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
496,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
497,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
498,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
500,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
501,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
502,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
504,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
506,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
507,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
509,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
510,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
513,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
515,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
517,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
520,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
521,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
522,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
524,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
525,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
526,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
528,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
529,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
530,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
531,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
532,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
533,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
534,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
536,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
537,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
538,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
543,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
547,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
548,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
550,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
551,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
552,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
553,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
554,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
555,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
556,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
557,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
561,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
562,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
563,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
565,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
566,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
568,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
569,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
570,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
571,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
572,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
575,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
577,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
578,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
579,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
580,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
582,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
583,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
584,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
585,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
586,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
588,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
590,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
591,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
592,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
593,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
594,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
596,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
597,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
598,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
599,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
600,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
601,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
602,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
603,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
605,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
606,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
607,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
610,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
611,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
612,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
614,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
615,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
616,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
618,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
619,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
620,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
621,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
622,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
623,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
624,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
625,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
626,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
627,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
628,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
629,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
630,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
631,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
632,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
633,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
636,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
637,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
638,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
640,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
641,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
642,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
643,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
644,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
645,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
646,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
647,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
648,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
649,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
650,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
651,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
652,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
653,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
654,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
655,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
656,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
