Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPT_M_R
332,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
333,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
334,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
335,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
336,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
337,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
338,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
339,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
340,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
341,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
343,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
344,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
346,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
347,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
348,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
349,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
350,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
351,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
352,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
353,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
354,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
355,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
357,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
358,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
359,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
360,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
362,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
364,NULL,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
365,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
366,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
367,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
368,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
369,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
370,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
374,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
376,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
377,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
378,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
380,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
398,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
399,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
400,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
402,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
403,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
404,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
405,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
407,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
409,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
410,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
413,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
414,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
415,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
416,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
417,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
418,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
419,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
420,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
421,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
422,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
423,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
424,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
425,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
426,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
428,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
429,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
431,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
432,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
433,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
434,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
435,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
437,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
438,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
439,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
440,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
441,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
442,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
443,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
444,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
446,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
447,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
448,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
449,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
450,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
451,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
452,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
453,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
454,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
455,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
456,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
457,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
458,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
459,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
460,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
461,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
462,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
463,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
464,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
465,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
466,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
467,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
468,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
469,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
470,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
471,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
472,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
473,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
474,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
475,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
476,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
477,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
478,NULL,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
479,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
480,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
481,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
482,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
483,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
484,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
485,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
486,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
487,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
488,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
489,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
490,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
491,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
492,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
493,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
494,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
495,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
496,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
497,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
498,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
499,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
500,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
501,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
502,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
503,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
504,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
505,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
506,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
507,NULL,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
508,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
509,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
510,NULL,Water,Water,NULL,Water,Wetland,Wetland,Forest
511,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
512,NULL,Water,Water,NULL,Water,Water,Water,Grassland
513,NULL,Water,Water,NULL,Water,Water,Water,Water
514,NULL,Water,Water,Non_Water,Water,Wetland,Water,Grassland
515,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
516,NULL,Water,Water,Water,Water,Grassland,Water,Wetland
517,NULL,Water,Water,Water,Water,Grassland,Water,Water
518,NULL,Water,Water,Water,Water,Water,Water,Water
519,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
520,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
521,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
522,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
523,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
525,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
526,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
527,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
528,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
529,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
530,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
531,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
532,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
533,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
534,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
535,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
536,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
537,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
539,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
540,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
541,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
542,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
543,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
544,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
545,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
546,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
548,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
549,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
550,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
551,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
552,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
553,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
554,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
555,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
556,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
557,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
558,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
559,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
560,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
561,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
562,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
563,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
564,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
565,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
566,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
567,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
568,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
569,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
570,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
571,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
572,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
573,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
574,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
575,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
576,NULL,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
578,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
579,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
581,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
582,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
583,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
584,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
585,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
587,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
588,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
590,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
591,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
592,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
594,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
595,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
596,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
597,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
598,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
599,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
600,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
601,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
602,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
603,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
605,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
607,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
608,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
609,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
610,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
611,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
612,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
613,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
614,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
615,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
616,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
617,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
618,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
619,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
620,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
621,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
622,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
623,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
624,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
625,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
626,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
627,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
628,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
629,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
630,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
631,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
632,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
633,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
634,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
635,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
636,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
637,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
638,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
639,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
640,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
641,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
642,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
643,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
644,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
645,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
646,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
647,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
648,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
649,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
650,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
651,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
652,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
653,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
654,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
657,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
658,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
659,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
660,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
661,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
662,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
663,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
664,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
665,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
666,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
667,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
668,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
669,Cropland,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
670,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
