Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUS_M_R
1232,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1233,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1234,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1235,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1236,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1237,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1238,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1239,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1240,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1241,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1242,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1243,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1244,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1245,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1246,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1247,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1248,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1249,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1250,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1251,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1252,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1253,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1254,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1255,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1256,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1257,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1258,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1259,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1260,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1261,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1262,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1263,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
1264,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1265,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1266,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1267,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1268,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1269,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1270,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1271,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1272,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1273,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1274,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1275,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1276,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1277,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1278,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1279,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1280,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1281,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1282,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1283,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1284,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1285,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1286,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1287,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
1288,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
1289,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
1290,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1291,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1292,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1293,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
1294,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1295,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1297,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1298,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1303,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1304,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1305,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1306,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1307,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1308,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1309,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1310,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1311,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1312,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1313,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1314,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1315,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1318,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1319,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1320,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1321,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1322,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1323,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1324,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1325,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1326,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1327,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1328,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1329,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1330,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1331,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1332,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1333,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1334,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1335,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
1336,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1337,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1339,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1340,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1341,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1342,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1343,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1344,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
1345,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1346,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1348,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1349,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1350,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1351,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1352,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1353,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1354,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1355,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1356,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1357,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1358,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1359,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1360,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1361,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
1362,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1363,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1364,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
1365,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1366,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1367,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1368,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1370,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1371,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1372,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1373,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1374,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1375,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1376,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1377,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1378,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1379,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1380,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1381,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1382,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1383,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1384,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1385,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1386,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1387,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1388,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1389,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1390,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1391,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1392,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1393,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1394,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1395,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1396,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1397,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
1398,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1399,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1400,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1401,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1402,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1403,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1404,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1405,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1406,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1407,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1408,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1409,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1410,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1411,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1412,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1413,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1415,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1416,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1417,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1418,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1419,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1420,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1421,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1422,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1423,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1424,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1425,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1426,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1427,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1428,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
1429,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1430,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1431,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1432,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
1433,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1434,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1435,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1436,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1437,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1438,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1439,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1440,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1441,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1442,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1443,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1444,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1445,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1446,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
1447,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1448,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
1449,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1450,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1451,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1452,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1453,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1454,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1455,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1456,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
1457,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1458,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
1459,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1460,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1461,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1462,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1463,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1464,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1465,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1466,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1467,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1468,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1469,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1470,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1471,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1472,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1473,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1474,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1475,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1476,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1477,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1478,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1479,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1480,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1481,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1482,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1483,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
1484,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1485,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1486,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1487,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1488,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1489,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1490,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1491,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1492,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1493,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1494,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1495,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1496,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1497,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1498,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1499,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1500,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1501,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1502,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1503,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1504,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1505,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1506,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1507,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1508,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1509,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1510,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1511,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1512,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1513,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
1514,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1515,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1516,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1517,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1518,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1519,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1520,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1521,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1522,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1523,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1525,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1526,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1527,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1528,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1529,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1530,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1531,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1532,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1533,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1534,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1535,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1537,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1539,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1540,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
1541,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1542,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1543,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1544,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
1545,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
1546,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
1547,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1548,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1549,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1550,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
1551,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
1552,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Wetland
1553,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1554,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
