Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNE_M_R
1376,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,NULL
1377,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
1378,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1379,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
1380,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
1381,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
1382,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,NULL
1383,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,NULL
1384,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1385,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
1386,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1387,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1388,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1389,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,NULL
1390,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
1391,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1392,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1393,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1394,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1395,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1396,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1397,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1398,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
1399,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1400,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1401,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
1402,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1403,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1404,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1405,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1406,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1407,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1408,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1409,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1410,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1411,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1412,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1413,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1414,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1415,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1416,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1417,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1418,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1419,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1420,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1421,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1422,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1423,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1424,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,NULL
1425,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1426,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1427,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
1428,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1429,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1430,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1431,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1432,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1433,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1434,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1435,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1436,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Water,NULL
1437,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1438,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
1439,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
1440,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1441,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
1442,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1443,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1444,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1445,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1446,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1447,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1448,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1449,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1450,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1451,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1452,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1453,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1454,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1455,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1456,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1457,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
1458,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1459,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1460,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1461,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1462,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
1463,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
1464,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
1465,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1466,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1467,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1468,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
1469,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1470,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1471,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1472,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1473,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
1474,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1475,Forest,Water,Wetland,NULL,Wetland,Built-up,Bareland,NULL
1476,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
1477,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1478,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
1479,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
1480,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
1481,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,NULL
1482,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
1483,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
1484,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1485,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1486,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1487,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1488,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1489,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1490,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1491,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1492,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1493,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1494,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1495,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1496,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1497,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1498,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1499,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1500,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1501,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1502,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1503,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1504,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1505,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1506,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1507,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1508,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
1509,Forest,Water,Water,NULL,Water,NULL,Water,NULL
1510,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
1511,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
1512,Forest,Water,Water,NULL,Water,Wetland,Grassland,NULL
1513,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
1514,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
1515,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
1516,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
1517,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
1518,Forest,Water,Water,NULL,Water,Water,Water,NULL
1519,Forest,Water,Water,NULL,Water,Water,Forest,NULL
1520,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
1521,Forest,Water,Water,NULL,Water,Forest,Water,NULL
1522,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
1523,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1524,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1525,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1526,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1527,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1528,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1529,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1530,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1531,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1532,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1533,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1534,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1535,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1536,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1537,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1538,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1539,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1540,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1541,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
1542,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1543,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1544,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1545,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1546,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1547,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1548,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1549,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1550,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1551,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1552,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1553,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1554,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1555,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1556,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1557,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1558,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1559,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1560,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1561,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1562,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1563,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
1564,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
1565,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1566,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1567,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1568,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
1569,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1570,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1571,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1572,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1573,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1574,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1575,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1576,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1577,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1578,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1579,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1580,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1581,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1582,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1583,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1584,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1585,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1586,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1587,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1588,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1589,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1590,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1591,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1592,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1593,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1594,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1595,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1596,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
1597,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1598,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1599,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1600,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1601,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1602,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1603,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
1604,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1605,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1606,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1607,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1608,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1609,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1610,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1611,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1612,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1613,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1614,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1615,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1616,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,NULL
1617,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1618,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1619,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
1620,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1621,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1622,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1623,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1624,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1625,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1626,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,NULL
1627,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
1628,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1629,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1630,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1631,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,NULL
1632,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1633,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1634,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1635,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1636,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1637,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1638,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1639,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1640,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1641,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1642,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1643,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1644,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1645,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1646,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,NULL
1647,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1648,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,NULL
1649,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
1650,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1651,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1652,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1653,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
1654,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1655,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1656,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1657,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,NULL
1658,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1659,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
1660,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Forest,NULL
1661,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
1662,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1663,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1664,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1665,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1666,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1667,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1668,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
1669,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1670,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1671,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
1672,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1673,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1674,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1675,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1676,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1677,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,NULL
1678,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,NULL
1679,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1680,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
1681,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1682,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1683,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1684,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1685,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1686,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1687,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1688,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1689,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1690,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1691,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1692,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1693,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1694,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1695,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1696,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1697,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1698,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1699,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1700,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
1701,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1702,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1703,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
1704,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1705,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,NULL
1706,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1707,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
1708,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1709,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1710,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
1711,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
1712,Forest,Forest,Water,NULL,Water,Grassland,Wetland,NULL
1713,Forest,Forest,Water,NULL,Water,Grassland,Water,NULL
1714,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1715,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
1716,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
1717,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
1718,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
1719,Forest,Forest,Water,NULL,Water,Water,Water,NULL
1720,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
1721,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
