Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVB_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
340,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Wetland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
371,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
372,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
373,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
374,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
375,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
376,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
377,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
378,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
383,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
384,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
386,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
387,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
388,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
389,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
399,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
400,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
405,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
412,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
413,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
419,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
449,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
450,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
519,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
521,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
522,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
525,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
531,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
533,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
534,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
535,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
536,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
537,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
538,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
539,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
540,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
541,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
542,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
543,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
544,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
545,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
546,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
547,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
548,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
549,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
550,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
551,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
552,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
553,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
554,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
555,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
556,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
557,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
558,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
559,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
560,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
561,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
562,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
563,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
564,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
565,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
566,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
567,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
568,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
569,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
570,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
571,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
572,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
573,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
574,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
575,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
576,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
577,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
578,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
579,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
580,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
581,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
582,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
583,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
584,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
585,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
586,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
587,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
588,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
589,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
590,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
591,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
592,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
593,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
594,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
595,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
596,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
597,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
598,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
599,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
600,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
601,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
602,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
603,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
604,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
605,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
606,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
607,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
608,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
609,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
610,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
611,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
612,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
614,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
615,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
616,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
617,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
618,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
619,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
620,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
621,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
622,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
623,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
624,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
625,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
626,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
627,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
628,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
629,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
630,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
631,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
632,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
633,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
634,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
635,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
636,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
637,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
638,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
639,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
640,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
641,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
642,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
643,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
644,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
645,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
646,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
647,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
648,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
649,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
650,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
651,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
652,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
653,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
654,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
655,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
656,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
657,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
658,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
659,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
