Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBE_M_R
3328,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3329,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3330,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3331,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3332,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3333,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3334,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3335,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
3336,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3337,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3338,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3339,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3340,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3341,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3342,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3343,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3344,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3345,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3346,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3347,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3348,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3349,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3350,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3351,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3352,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3353,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3354,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3355,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3356,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3357,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3358,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
3359,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3360,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3361,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3362,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3363,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
3364,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3365,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
3366,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3367,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3368,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3369,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3370,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3371,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3372,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3373,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3374,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3375,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3376,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3377,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3378,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3379,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3380,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3381,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3382,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3383,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3384,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3385,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3386,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3387,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3388,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3389,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3390,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3391,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3392,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3393,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3394,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3395,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3396,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3397,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3398,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3399,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3400,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3401,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3402,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3403,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3404,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3405,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3406,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
3407,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3408,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
3409,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
3410,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
3411,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3412,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
3413,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
3414,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3415,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
3416,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Water
3417,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3418,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
3419,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3420,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
3421,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3422,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3423,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3424,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3425,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3426,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3427,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3428,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3429,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3430,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3432,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3433,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3434,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3435,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3436,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
3437,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3438,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3439,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3440,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3441,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3442,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3443,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3444,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3445,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3446,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3447,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3448,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3449,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3450,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3451,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3452,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3453,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3454,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3455,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3456,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3457,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3458,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3459,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3460,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3461,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3462,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3463,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3464,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3465,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3466,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3467,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3468,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3469,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3470,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3471,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3472,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3473,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3474,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
3475,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3476,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3477,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3478,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3479,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3480,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3481,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3482,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3483,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3484,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3485,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3486,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3487,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3488,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3489,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3490,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3491,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3492,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3493,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3494,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3495,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3496,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3497,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3498,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3499,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
3500,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3501,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3502,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3503,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3504,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
3505,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
3506,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3507,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
3508,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3509,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3510,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3511,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3512,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3513,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3514,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3515,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3516,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3517,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3518,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3519,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3520,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3521,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3522,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3523,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3524,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3525,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3526,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3527,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
3528,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3529,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3530,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3531,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
3532,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3533,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3534,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3535,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3536,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3537,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3538,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3539,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3540,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3541,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3542,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3543,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3544,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3545,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3546,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
3547,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3548,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3549,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3550,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3551,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3552,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3553,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3554,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3555,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3556,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3557,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3558,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3559,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3560,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3561,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3562,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3563,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3564,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3565,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3566,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3567,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3568,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3569,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3570,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3571,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3572,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3573,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3574,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3575,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3576,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3577,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3578,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3579,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3580,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3581,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3582,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3583,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
3584,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3585,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3586,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3587,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3588,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3589,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3590,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3591,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3592,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3593,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3594,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3595,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
3596,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3597,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3598,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3599,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3600,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3601,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
3602,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3603,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3604,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3605,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3606,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3607,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3608,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3609,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3610,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3611,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3612,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3613,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3614,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3615,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
3616,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3617,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3618,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3619,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3620,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3621,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3622,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3623,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3624,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3625,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3626,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3627,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3628,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3629,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3630,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3631,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3632,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3633,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3634,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3635,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3636,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3637,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3638,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3639,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3640,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3641,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3642,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3643,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3644,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3645,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3646,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3647,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3648,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3649,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
