Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNH_M_R
1449,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1450,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1451,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1452,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1453,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1454,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1455,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1456,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1457,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
1458,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1459,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1460,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1461,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1462,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1463,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1464,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
1465,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
1466,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1467,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1468,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1469,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1470,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1471,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1472,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
1473,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1474,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
1475,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
1476,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1477,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1478,Forest,Forest,Water,NULL,Water,Water,Bareland,Water
1479,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
1480,Forest,Forest,Water,NULL,Water,Water,Water,Water
1481,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1482,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1483,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1484,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
1485,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1486,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
1487,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1488,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1489,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
1490,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1491,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1492,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1493,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Forest
1494,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1495,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1496,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1497,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1498,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1499,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1500,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Water
1501,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1502,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1503,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1504,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1505,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1506,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1507,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1508,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
1509,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1510,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1511,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1512,Forest,Forest,Water,Water,Water,NULL,Grassland,NULL
1513,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
1514,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1515,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1516,Forest,Forest,Water,Water,Water,NULL,Bareland,Grassland
1517,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
1518,Forest,Forest,Water,Water,Water,NULL,Water,Water
1519,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1520,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1521,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1522,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1523,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1524,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1525,Forest,Forest,Water,Water,Water,Grassland,Bareland,Grassland
1526,Forest,Forest,Water,Water,Water,Grassland,Bareland,Water
1527,Forest,Forest,Water,Water,Water,Grassland,Bareland,Forest
1528,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
1529,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1530,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1531,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
1532,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1533,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1534,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1535,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1536,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1537,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1538,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1539,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1540,Forest,Forest,Water,Water,Water,Water,Bareland,Grassland
1541,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
1542,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1543,Forest,Forest,Water,Water,Water,Water,Water,Water
1544,Forest,Forest,Water,Water,Water,Water,Water,Forest
1545,Forest,Forest,Water,Water,Water,Water,Forest,Water
1546,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1547,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1548,Forest,Forest,Water,Water,Water,Forest,Bareland,Water
1549,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
1550,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1551,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1552,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1553,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1554,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1555,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1556,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1557,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1558,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1559,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1560,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1561,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1562,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1563,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1564,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1565,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1566,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1567,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1568,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1569,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1570,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1571,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1572,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1573,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1574,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1575,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1576,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1577,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1578,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1579,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1580,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1581,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1582,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1583,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1584,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1585,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1586,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1587,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1588,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1589,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1590,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1591,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1592,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1593,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1594,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1595,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1596,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1597,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1598,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1599,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1600,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1601,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1602,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1603,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1604,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1605,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1606,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1607,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1608,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1609,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1610,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1611,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
1612,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1613,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1614,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1615,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1616,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1617,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1618,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1619,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1620,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1621,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1622,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1623,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1624,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1625,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1626,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1627,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1628,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1629,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1630,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1631,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1632,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1633,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1634,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1635,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1636,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1637,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1638,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1639,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1640,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1641,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1642,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1643,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1644,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1645,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1646,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1647,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1648,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1649,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1650,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1651,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1652,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1653,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1654,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1655,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1656,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1657,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1658,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1659,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1660,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1661,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1662,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1663,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1664,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1665,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1666,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1667,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1668,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1669,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1670,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1671,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1672,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1673,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1674,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1675,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1676,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1677,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
1678,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1679,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1680,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1681,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1682,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1683,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1684,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1685,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
1686,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1687,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1688,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1689,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1690,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1691,Forest,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
1692,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1693,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1694,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1695,Forest,Forest,Forest,Water,Non_Wetland,Forest,Grassland,Forest
1696,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1697,Forest,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1698,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1699,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
