Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R
4576,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4577,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4578,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4579,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4580,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
4581,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4582,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4583,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4584,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4585,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4586,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4587,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4588,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4589,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4590,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4591,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4592,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4593,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4594,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4595,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4596,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
4597,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Built-up
4598,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
4599,Cropland,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Built-up
4600,Cropland,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
4601,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4602,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4603,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4604,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4605,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4606,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
4607,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4608,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4609,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4610,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4611,Cropland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4612,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4613,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4614,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4615,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4616,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4617,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4618,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4619,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4620,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4621,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4622,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4623,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4624,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4625,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4626,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4627,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4628,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4629,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4630,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4631,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4632,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4633,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4634,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4635,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4636,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4637,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4638,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4639,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4640,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4641,Cropland,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4642,Cropland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4643,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4644,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4645,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4646,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4647,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4648,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4649,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4650,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4651,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4652,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4653,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4654,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4655,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4656,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4657,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4658,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4659,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4660,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4661,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4662,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4663,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4664,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4665,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4666,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4667,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4668,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4669,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4670,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4671,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4672,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4673,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4674,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4675,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4676,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4677,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4678,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4679,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4680,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4681,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4682,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4683,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4684,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4685,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4686,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4687,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4688,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4689,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Built-up
4690,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4691,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
4692,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4693,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4694,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4695,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4696,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Built-up
4697,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4698,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4699,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4700,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4701,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4702,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4703,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4704,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4705,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4706,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4707,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4708,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4709,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4710,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4711,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4712,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4713,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4714,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4715,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4716,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
4717,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
4718,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4719,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4720,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4721,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4722,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4723,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4724,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
4725,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4726,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4727,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4728,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4729,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4730,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4731,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4732,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4733,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
4734,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4735,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4736,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4737,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4738,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4739,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4740,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4741,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4742,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4743,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4744,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4745,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4746,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4747,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4748,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
4749,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
4750,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4751,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4752,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
4753,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4754,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4755,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4756,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4757,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4758,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4759,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4760,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4761,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4762,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4763,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4764,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4765,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4766,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4767,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4768,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4769,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4770,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4771,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
4772,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4773,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
4774,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4775,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
4776,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4777,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4778,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
4779,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
4780,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4781,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4782,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4783,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4784,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4785,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4786,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4787,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4788,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
4789,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4790,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
4791,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4792,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4793,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4794,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
4795,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4796,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4797,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4798,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4799,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4800,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4801,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4802,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4803,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4804,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4805,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4806,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4807,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4808,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
4809,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4810,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4811,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
4812,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4813,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4814,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
4815,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4816,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4817,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
4818,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
4819,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4820,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4821,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
4822,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Built-up
4823,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4824,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4825,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4826,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Water
4827,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4828,Wetland,NULL,Water,NULL,Water,Water,Grassland,Water
4829,Wetland,NULL,Water,NULL,Water,Water,Water,Water
4830,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
4831,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
4832,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
4833,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
4834,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Water
4835,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Forest
4836,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4837,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
4838,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
4839,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
4840,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
4841,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
4842,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
4843,Wetland,NULL,Water,Water,Water,Water,Water,Water
4844,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4845,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4846,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4847,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
4848,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4849,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4850,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4851,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4852,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4853,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4854,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4855,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4856,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4857,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4858,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4859,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4860,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4861,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4862,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4863,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4864,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4865,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4866,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4867,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4868,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4869,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4870,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4871,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4872,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4873,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4874,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4875,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4876,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
4877,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4878,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4879,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4880,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4881,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4882,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4883,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4884,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4885,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4886,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4887,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4888,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4889,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4890,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4891,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4892,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
