Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRB_M_R
1736,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1737,Water,Bareland,NULL,Non_Water,Non_Wetland,Forest
1738,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1739,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1740,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1741,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1742,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1743,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1744,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1745,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1746,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1747,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1748,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1749,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1750,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1751,Water,Bareland,Grassland,Water,Non_Wetland,Water
1752,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1753,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1754,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1755,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1756,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1757,Water,Bareland,Cropland,Water,Non_Wetland,Water
1758,Water,Bareland,Wetland,NULL,Wetland,Bareland
1759,Water,Bareland,Wetland,NULL,Wetland,Water
1760,Water,Bareland,Wetland,NULL,Wetland,Forest
1761,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1762,Water,Bareland,Wetland,Non_Water,Wetland,Water
1763,Water,Bareland,Wetland,Water,Wetland,Grassland
1764,Water,Bareland,Wetland,Water,Wetland,Bareland
1765,Water,Bareland,Wetland,Water,Wetland,Water
1766,Water,Bareland,Wetland,Water,Wetland,Forest
1767,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1768,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1769,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1770,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1771,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1772,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1773,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1774,Water,Bareland,Built-up,Water,Non_Wetland,Water
1775,Water,Bareland,Water,NULL,Water,Grassland
1776,Water,Bareland,Water,NULL,Water,Bareland
1777,Water,Bareland,Water,NULL,Water,Water
1778,Water,Bareland,Water,NULL,Water,Forest
1779,Water,Bareland,Water,Non_Water,Water,Grassland
1780,Water,Bareland,Water,Non_Water,Water,Bareland
1781,Water,Bareland,Water,Non_Water,Water,Water
1782,Water,Bareland,Water,Non_Water,Water,Forest
1783,Water,Bareland,Water,Water,Water,NULL
1784,Water,Bareland,Water,Water,Water,Grassland
1785,Water,Bareland,Water,Water,Water,Bareland
1786,Water,Bareland,Water,Water,Water,Water
1787,Water,Bareland,Water,Water,Water,Forest
1788,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1789,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1790,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1791,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1792,Water,Bareland,Forest,NULL,Non_Wetland,Water
1793,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1794,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1795,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1796,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1797,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1798,Water,Bareland,Forest,Water,Non_Wetland,Water
1799,Water,Bareland,Forest,Water,Non_Wetland,Forest
1800,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1801,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1802,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
1803,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1804,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1805,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1806,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1807,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1808,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1809,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1810,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1811,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
1812,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1813,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1814,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1815,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1816,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1817,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1818,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1819,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1820,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1821,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1822,Water,Built-up,Wetland,NULL,Wetland,Built-up
1823,Water,Built-up,Wetland,NULL,Wetland,Forest
1824,Water,Built-up,Wetland,Water,Wetland,Built-up
1825,Water,Built-up,Wetland,Water,Wetland,Water
1826,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1827,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1828,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1829,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1830,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1831,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1832,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1833,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1834,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1835,Water,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1836,Water,Built-up,Built-up,Water,Non_Wetland,Built-up
1837,Water,Built-up,Water,NULL,Water,Grassland
1838,Water,Built-up,Water,NULL,Water,Bareland
1839,Water,Built-up,Water,NULL,Water,Built-up
1840,Water,Built-up,Water,NULL,Water,Forest
1841,Water,Built-up,Water,Non_Water,Water,Built-up
1842,Water,Built-up,Water,Non_Water,Water,Water
1843,Water,Built-up,Water,Water,Water,Built-up
1844,Water,Built-up,Water,Water,Water,Water
1845,Water,Built-up,Water,Water,Water,Forest
1846,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1847,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1848,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1849,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1850,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1851,Water,Built-up,Forest,NULL,Non_Wetland,Water
1852,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1853,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1854,Water,Built-up,Forest,Non_Water,Non_Wetland,Built-up
1855,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1856,Water,Built-up,Forest,Water,Non_Wetland,Bareland
1857,Water,Built-up,Forest,Water,Non_Wetland,Water
1858,Water,Water,NULL,NULL,Non_Wetland,NULL
1859,Water,Water,NULL,NULL,Non_Wetland,Grassland
1860,Water,Water,NULL,NULL,Non_Wetland,Bareland
1861,Water,Water,NULL,NULL,Non_Wetland,Water
1862,Water,Water,NULL,NULL,Non_Wetland,Forest
1863,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1864,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1865,Water,Water,NULL,Non_Water,Non_Wetland,Water
1866,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1867,Water,Water,NULL,Water,Non_Wetland,Grassland
1868,Water,Water,NULL,Water,Non_Wetland,Bareland
1869,Water,Water,NULL,Water,Non_Wetland,Water
1870,Water,Water,NULL,Water,Non_Wetland,Forest
1871,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1872,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1873,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1874,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1875,Water,Water,Shrubland,NULL,Non_Wetland,Water
1876,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1877,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1878,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1879,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1880,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1881,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1882,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1883,Water,Water,Shrubland,Water,Non_Wetland,Water
1884,Water,Water,Shrubland,Water,Non_Wetland,Forest
1885,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1886,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1887,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1888,Water,Water,Grassland,NULL,Non_Wetland,Water
1889,Water,Water,Grassland,NULL,Non_Wetland,Forest
1890,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1891,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1892,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1893,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1894,Water,Water,Grassland,Water,Non_Wetland,Grassland
1895,Water,Water,Grassland,Water,Non_Wetland,Bareland
1896,Water,Water,Grassland,Water,Non_Wetland,Water
1897,Water,Water,Grassland,Water,Non_Wetland,Forest
1898,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1899,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1900,Water,Water,Cropland,NULL,Non_Wetland,Water
1901,Water,Water,Cropland,NULL,Non_Wetland,Forest
1902,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1903,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1904,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1905,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1906,Water,Water,Cropland,Water,Non_Wetland,Grassland
1907,Water,Water,Cropland,Water,Non_Wetland,Bareland
1908,Water,Water,Cropland,Water,Non_Wetland,Water
1909,Water,Water,Cropland,Water,Non_Wetland,Forest
1910,Water,Water,Wetland,NULL,Wetland,Grassland
1911,Water,Water,Wetland,NULL,Wetland,Bareland
1912,Water,Water,Wetland,NULL,Wetland,Built-up
1913,Water,Water,Wetland,NULL,Wetland,Water
1914,Water,Water,Wetland,NULL,Wetland,Forest
1915,Water,Water,Wetland,Non_Water,Wetland,Grassland
1916,Water,Water,Wetland,Non_Water,Wetland,Wetland
1917,Water,Water,Wetland,Non_Water,Wetland,Bareland
1918,Water,Water,Wetland,Non_Water,Wetland,Water
1919,Water,Water,Wetland,Non_Water,Wetland,Forest
1920,Water,Water,Wetland,Water,Wetland,NULL
1921,Water,Water,Wetland,Water,Wetland,Grassland
1922,Water,Water,Wetland,Water,Wetland,Wetland
1923,Water,Water,Wetland,Water,Wetland,Bareland
1924,Water,Water,Wetland,Water,Wetland,Built-up
1925,Water,Water,Wetland,Water,Wetland,Water
1926,Water,Water,Wetland,Water,Wetland,Forest
1927,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1928,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1929,Water,Water,Bareland,NULL,Non_Wetland,Water
1930,Water,Water,Bareland,NULL,Non_Wetland,Forest
1931,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1932,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1933,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1934,Water,Water,Built-up,NULL,Non_Wetland,Water
1935,Water,Water,Built-up,NULL,Non_Wetland,Forest
1936,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1937,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1938,Water,Water,Built-up,Water,Non_Wetland,Grassland
1939,Water,Water,Built-up,Water,Non_Wetland,Bareland
1940,Water,Water,Built-up,Water,Non_Wetland,Water
1941,Water,Water,Built-up,Water,Non_Wetland,Forest
1942,Water,Water,Water,NULL,Water,NULL
1943,Water,Water,Water,NULL,Water,Grassland
1944,Water,Water,Water,NULL,Water,Cropland
1945,Water,Water,Water,NULL,Water,Wetland
1946,Water,Water,Water,NULL,Water,Bareland
1947,Water,Water,Water,NULL,Water,Built-up
1948,Water,Water,Water,NULL,Water,Water
1949,Water,Water,Water,NULL,Water,Forest
1950,Water,Water,Water,Non_Water,Water,Grassland
1951,Water,Water,Water,Non_Water,Water,Wetland
1952,Water,Water,Water,Non_Water,Water,Bareland
1953,Water,Water,Water,Non_Water,Water,Water
1954,Water,Water,Water,Non_Water,Water,Forest
1955,Water,Water,Water,Water,Water,Grassland
1956,Water,Water,Water,Water,Water,Wetland
1957,Water,Water,Water,Water,Water,Bareland
1958,Water,Water,Water,Water,Water,Built-up
1959,Water,Water,Water,Water,Water,Water
1960,Water,Water,Water,Water,Water,Forest
1961,Water,Water,Forest,NULL,Non_Wetland,NULL
1962,Water,Water,Forest,NULL,Non_Wetland,Grassland
1963,Water,Water,Forest,NULL,Non_Wetland,Wetland
1964,Water,Water,Forest,NULL,Non_Wetland,Bareland
1965,Water,Water,Forest,NULL,Non_Wetland,Built-up
1966,Water,Water,Forest,NULL,Non_Wetland,Water
1967,Water,Water,Forest,NULL,Non_Wetland,Forest
1968,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1969,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1970,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1971,Water,Water,Forest,Non_Water,Non_Wetland,Water
1972,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1973,Water,Water,Forest,Water,Non_Wetland,Grassland
1974,Water,Water,Forest,Water,Non_Wetland,Bareland
1975,Water,Water,Forest,Water,Non_Wetland,Water
1976,Water,Water,Forest,Water,Non_Wetland,Forest
1977,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1978,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1979,Water,Forest,NULL,NULL,Non_Wetland,Built-up
1980,Water,Forest,NULL,NULL,Non_Wetland,Water
1981,Water,Forest,NULL,NULL,Non_Wetland,Forest
1982,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland
1983,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1984,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1985,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1986,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1987,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1988,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
1989,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1990,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1991,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1992,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1993,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1994,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1995,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1996,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1997,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1998,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1999,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
2000,Water,Forest,Grassland,NULL,Non_Wetland,Built-up
2001,Water,Forest,Grassland,NULL,Non_Wetland,Water
2002,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2003,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2004,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2005,Water,Forest,Grassland,Water,Non_Wetland,Grassland
2006,Water,Forest,Grassland,Water,Non_Wetland,Forest
2007,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2008,Water,Forest,Cropland,NULL,Non_Wetland,Water
2009,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2010,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2011,Water,Forest,Cropland,Water,Non_Wetland,Grassland
2012,Water,Forest,Wetland,NULL,Wetland,Grassland
2013,Water,Forest,Wetland,NULL,Wetland,Bareland
2014,Water,Forest,Wetland,NULL,Wetland,Water
2015,Water,Forest,Wetland,NULL,Wetland,Forest
2016,Water,Forest,Wetland,Non_Water,Wetland,Grassland
2017,Water,Forest,Wetland,Non_Water,Wetland,Wetland
2018,Water,Forest,Wetland,Non_Water,Wetland,Forest
2019,Water,Forest,Wetland,Water,Wetland,Grassland
2020,Water,Forest,Wetland,Water,Wetland,Water
2021,Water,Forest,Wetland,Water,Wetland,Forest
2022,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2023,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2024,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
2025,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
2026,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2027,Water,Forest,Water,NULL,Water,Grassland
2028,Water,Forest,Water,NULL,Water,Water
2029,Water,Forest,Water,NULL,Water,Forest
2030,Water,Forest,Water,Non_Water,Water,Grassland
2031,Water,Forest,Water,Non_Water,Water,Forest
2032,Water,Forest,Water,Water,Water,Grassland
2033,Water,Forest,Water,Water,Water,Water
2034,Water,Forest,Water,Water,Water,Forest
2035,Water,Forest,Forest,NULL,Non_Wetland,NULL
2036,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2037,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2038,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2039,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2040,Water,Forest,Forest,NULL,Non_Wetland,Built-up
2041,Water,Forest,Forest,NULL,Non_Wetland,Water
2042,Water,Forest,Forest,NULL,Non_Wetland,Forest
2043,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2044,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
2045,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2046,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2047,Water,Forest,Forest,Water,Non_Wetland,Grassland
2048,Water,Forest,Forest,Water,Non_Wetland,Bareland
2049,Water,Forest,Forest,Water,Non_Wetland,Water
2050,Water,Forest,Forest,Water,Non_Wetland,Forest
2051,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
2052,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
2053,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2054,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2055,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2056,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
2057,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2058,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
2059,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2060,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2061,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland
2062,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2063,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2064,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2065,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland
2066,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest
2067,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland
2068,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Forest
2069,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2070,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2071,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2072,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2073,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Cropland
2074,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
2075,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
2076,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
2077,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
2078,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
2079,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
2080,Permanent_ice_and_snow,NULL,Water,Water,Water,Grassland
2081,Permanent_ice_and_snow,NULL,Water,Water,Water,Forest
2082,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2083,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2084,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
2085,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2086,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Built-up
2087,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
2088,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2089,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland
2090,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Grassland
2091,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Bareland
2092,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Forest
2093,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2094,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2095,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
2096,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2097,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
2098,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
2099,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
2100,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2101,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Forest
2102,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2103,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Grassland
2104,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Forest
2105,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2106,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2107,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Forest
2108,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Grassland
2109,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland
2110,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water
2111,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Forest
2112,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Grassland
2113,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland
2114,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Forest
2115,Permanent_ice_and_snow,Wetland,Water,Water,Water,Grassland
2116,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland
2117,Permanent_ice_and_snow,Wetland,Water,Water,Water,Forest
2118,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Grassland
2119,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Forest
2120,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2121,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,Forest
2122,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,Water
2123,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Grassland
2124,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland
2125,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Forest
2126,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Forest
2127,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
2128,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2129,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland
2130,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
2131,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Built-up
2132,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Forest
2133,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland
2134,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
2135,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Built-up
2136,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
2137,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
2138,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2139,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2140,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
2141,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
2142,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2143,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Bareland
2144,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
2145,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
2146,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
2147,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland
2148,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
2149,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
2150,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
2151,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2152,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland
2153,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
2154,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest
2155,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland
