Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTM_M_R
3831,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3832,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3833,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3834,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3835,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
3836,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3837,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3838,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3839,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3840,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3841,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3842,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3843,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3844,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3845,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3846,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3847,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3848,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3849,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3850,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3851,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3852,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
3853,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3854,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3855,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3856,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
3857,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3858,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3859,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
3860,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3861,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3862,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3863,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3864,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3865,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3866,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3867,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3868,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3869,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3870,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
3871,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3872,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3873,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3874,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
3875,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3876,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3877,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3878,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3879,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
3880,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3881,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
3882,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3883,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3884,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3885,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3886,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
3887,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3888,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3889,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3890,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3891,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
3892,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3893,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3894,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3895,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3896,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3897,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3898,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3899,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3900,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3901,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3902,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
3903,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3904,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
3905,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3906,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3907,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3908,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3909,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3910,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3911,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
3912,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3913,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
3914,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
3915,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
3916,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
3917,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
3918,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
3919,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
3920,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
3921,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
3922,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3923,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
3924,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
3925,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Forest,Wetland
3926,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3927,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3928,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3929,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3930,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3931,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3932,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3933,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3934,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3935,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3936,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3937,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3938,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3939,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3940,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3941,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3942,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3943,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3944,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3945,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3946,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3947,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3948,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3949,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3950,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3951,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3952,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3953,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3954,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3955,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3956,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3957,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3958,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3959,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3960,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3961,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3962,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3963,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3964,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3965,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3966,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3967,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3968,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3969,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3970,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3971,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3972,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3973,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3974,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3975,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3976,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3977,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
3978,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3979,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3980,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3981,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
3982,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3983,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3984,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3985,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3986,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3987,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3988,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3989,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3990,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3991,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3992,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3993,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3994,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3995,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
3996,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3997,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3998,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3999,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4000,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4001,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4002,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4003,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4004,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4005,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4006,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
4007,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4008,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4009,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4010,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4011,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4012,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4013,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4014,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4015,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4016,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4017,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4018,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4019,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4020,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4021,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4022,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4023,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4024,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4025,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4026,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4027,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4028,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4029,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4030,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4031,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4032,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4033,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4034,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4035,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4036,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
4037,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4038,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4039,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4040,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4041,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
4042,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4043,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4044,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4045,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4046,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
4047,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4048,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4049,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
4050,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4051,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4052,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4053,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4054,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4055,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4056,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
4058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
4062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
4063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4065,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4066,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
4067,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4068,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4069,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4070,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4071,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4072,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4073,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
4074,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4075,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4076,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4077,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4078,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
4079,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4080,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4081,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4082,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4083,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4084,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4085,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
4086,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
4087,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4088,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4089,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4090,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4091,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4092,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4093,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4094,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
4095,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
4096,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4097,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
4098,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
4099,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
4100,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4101,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4102,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
4103,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
4104,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
4105,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4106,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4107,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
4108,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
4109,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4110,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4111,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4112,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4113,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4114,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4115,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4116,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4117,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4118,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4119,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4120,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4121,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
4122,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4123,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4124,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4125,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4126,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4127,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4128,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4129,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4130,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4131,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4132,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4133,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4134,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4135,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4136,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4137,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4138,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4139,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4140,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4141,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4142,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
