Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTN_M_R
3491,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3492,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3493,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3494,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3495,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3496,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3497,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3498,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3499,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3500,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3501,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3502,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3503,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3504,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3505,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3506,NULL,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
3507,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3508,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3509,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3510,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3511,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3512,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3513,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3514,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3515,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3516,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3517,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3518,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
3519,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3520,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3521,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3522,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3523,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3524,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
3525,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
3526,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3527,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3528,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3529,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3530,NULL,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
3531,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
3532,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
3533,NULL,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
3534,NULL,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
3535,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
3536,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3537,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
3538,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
3539,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
3540,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3541,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3542,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3543,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3544,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3545,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3546,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3547,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3548,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3549,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3550,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3551,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3552,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3553,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3554,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3555,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3556,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3557,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3558,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3559,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3560,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3561,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3562,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3563,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3564,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3565,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3566,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3567,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3568,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3569,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3570,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3571,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3572,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3573,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3574,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3575,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3576,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3577,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3578,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
3579,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3580,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3581,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3582,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3583,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3584,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3585,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3586,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3587,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3588,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3589,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3590,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3591,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3592,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3593,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3594,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3595,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3596,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3597,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3598,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3599,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3600,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3601,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3602,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3603,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3604,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3605,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3606,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3607,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3608,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3609,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3610,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3611,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3612,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3613,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3614,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3615,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3616,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3617,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3618,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3619,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3620,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3621,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3622,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3623,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3624,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3625,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3626,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
3627,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3628,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3629,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
3630,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3631,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3632,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3633,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3634,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3635,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3636,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
3637,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
3638,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
3639,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
3640,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3641,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
3642,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
3643,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
3644,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
3645,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
3646,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3647,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3648,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3649,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3650,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3651,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3652,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3653,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3654,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3655,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3656,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3657,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3658,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3659,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3660,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3661,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3662,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3663,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3664,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3665,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3666,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3667,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3668,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3669,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3670,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3671,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3672,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3673,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3674,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3675,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3676,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3677,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3678,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3679,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3680,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3681,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3682,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3683,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3684,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3685,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3686,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3687,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3688,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3689,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3690,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3691,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3692,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3693,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3694,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3695,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3696,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3697,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3698,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3699,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3700,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3701,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3702,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3703,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3704,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3705,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3706,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3707,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3708,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3709,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3710,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3711,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3712,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3713,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3714,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3715,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3716,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3717,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3718,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3719,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3720,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3721,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3722,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3723,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3724,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3725,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3726,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3727,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3728,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3729,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3730,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3731,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3732,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3733,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3734,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3735,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3736,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3737,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3738,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3739,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3740,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3741,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3742,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3743,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3744,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3745,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3746,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3747,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3748,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3749,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3750,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3751,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3752,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3753,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3754,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3755,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3756,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3757,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3758,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3759,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3760,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3761,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3762,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3763,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3764,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3765,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3766,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3767,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3768,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3769,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3770,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3771,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3772,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3773,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3774,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3775,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3776,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3777,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3778,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3779,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3780,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3781,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3782,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3783,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3784,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3785,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3786,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3787,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3788,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3789,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3790,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3791,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3792,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3793,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3794,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3795,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3796,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3797,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3798,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
3799,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3800,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3801,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3802,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3803,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
3804,NULL,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,NULL
3805,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3806,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3807,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
3808,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
3809,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
3810,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
