Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZV_M_R
1488,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1489,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1490,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1491,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1492,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1493,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1494,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1495,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1496,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1497,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1498,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1499,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1500,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1501,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1502,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1503,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1504,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1505,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1506,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1507,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1508,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
1509,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
1510,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1511,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1512,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1513,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1514,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1515,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1516,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1517,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1518,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1519,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
1520,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1521,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1522,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1523,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1524,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1525,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1526,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1527,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1528,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1529,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1530,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1531,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1532,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1533,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
1534,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
1535,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1536,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1537,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1538,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1539,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1540,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
1541,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1542,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1543,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1544,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1545,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1546,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
1547,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
1548,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
1549,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
1550,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
1551,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1552,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1553,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1554,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1555,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1556,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1557,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1558,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
1559,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1560,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1561,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
1562,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1563,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1564,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1565,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1566,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1567,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1568,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
1569,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1570,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1571,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1572,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1573,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1574,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1575,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1576,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1577,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
1578,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1579,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1580,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1581,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1582,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1583,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1584,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1585,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1586,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1587,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Water
1588,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1589,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1590,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1591,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1592,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1593,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1594,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1595,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1596,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
1597,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1598,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1599,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1600,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1601,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1602,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1603,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
1604,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1605,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1606,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1607,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1608,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1609,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1610,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1611,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1612,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
1613,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1614,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Grassland
1615,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
1616,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Forest
1617,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1618,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1619,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1620,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1621,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1622,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
1623,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1624,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
1625,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1626,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1627,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1628,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1629,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Water
1630,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1631,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1632,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1633,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1634,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1635,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Forest
1636,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1637,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1638,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1639,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
1640,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1641,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1642,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1643,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1644,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1645,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1646,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1647,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
1648,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
1649,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
1650,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
1651,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1652,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1653,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1654,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1655,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
1656,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
1657,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
1658,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Water
1659,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1660,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1661,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Water
1662,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1663,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Grassland
1664,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Forest
1665,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
1666,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1667,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
1668,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
1669,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1670,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1671,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
1672,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1673,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1674,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
1675,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1676,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1677,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1678,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1679,Forest,Forest,Water,NULL,Water,Bareland,NULL,Water
1680,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
1681,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1682,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Grassland
1683,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Built-up
1684,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Forest
1685,Forest,Forest,Water,NULL,Water,Built-up,Built-up,Grassland
1686,Forest,Forest,Water,NULL,Water,Water,NULL,Grassland
1687,Forest,Forest,Water,NULL,Water,Water,NULL,Water
1688,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
1689,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1690,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1691,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1692,Forest,Forest,Water,NULL,Water,Water,Built-up,Grassland
1693,Forest,Forest,Water,NULL,Water,Water,Built-up,Forest
1694,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1695,Forest,Forest,Water,NULL,Water,Water,Water,Water
1696,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1697,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1698,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1699,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
1700,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1701,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1702,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
1703,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1704,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1705,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1706,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1707,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1708,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1709,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
1710,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1711,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
1712,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1713,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Forest
1714,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
1715,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
1716,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1717,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
1718,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
1719,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1720,Forest,Forest,Water,Non_Water,Water,Water,NULL,Grassland
1721,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
1722,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
1723,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1724,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1725,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1726,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1727,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1728,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1729,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1730,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1731,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
1732,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1733,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
1734,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1735,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
1736,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1737,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1738,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
1739,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1740,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1741,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1742,Forest,Forest,Water,Water,Water,NULL,Water,Water
1743,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1744,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1745,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1746,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1747,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1748,Forest,Forest,Water,Water,Water,Bareland,NULL,Grassland
1749,Forest,Forest,Water,Water,Water,Bareland,NULL,Water
1750,Forest,Forest,Water,Water,Water,Bareland,NULL,Forest
1751,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1752,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1753,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1754,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
1755,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1756,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1757,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
1758,Forest,Forest,Water,Water,Water,Built-up,Water,Water
1759,Forest,Forest,Water,Water,Water,Built-up,Water,Forest
1760,Forest,Forest,Water,Water,Water,Water,NULL,Grassland
1761,Forest,Forest,Water,Water,Water,Water,NULL,Water
1762,Forest,Forest,Water,Water,Water,Water,NULL,Forest
1763,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1764,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1765,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1766,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1767,Forest,Forest,Water,Water,Water,Water,Water,Water
1768,Forest,Forest,Water,Water,Water,Water,Water,Forest
1769,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
1770,Forest,Forest,Water,Water,Water,Water,Forest,Water
1771,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1772,Forest,Forest,Water,Water,Water,Forest,NULL,Grassland
1773,Forest,Forest,Water,Water,Water,Forest,NULL,Water
1774,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
1775,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1776,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1777,Forest,Forest,Water,Water,Water,Forest,Water,Water
1778,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1779,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1780,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1781,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1782,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1784,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1785,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1786,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1787,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1788,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1789,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1790,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1791,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1792,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1793,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1794,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1795,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1796,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1797,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1798,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1799,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1800,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1801,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1802,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1803,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1804,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1805,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1806,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1807,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1808,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1809,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1810,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1811,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1812,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1813,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1814,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1815,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
1816,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1817,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1818,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1819,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1820,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1821,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1822,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1823,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1824,Forest,Forest,Forest,NULL,Non_Wetland,Water,Built-up,Forest
1825,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1826,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1827,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1828,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1829,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1830,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1831,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1832,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
1833,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1834,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1835,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1836,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1837,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1838,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1839,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1840,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1841,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1842,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1843,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1844,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1845,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1846,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1847,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1848,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1849,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1850,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1851,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1852,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1853,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1854,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
