Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXD_M_R
5412,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5413,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5414,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5415,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5416,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5417,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5418,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5419,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5420,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5421,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5422,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5423,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5424,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5425,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5426,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5427,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5428,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5429,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5430,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5431,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5432,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5433,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5434,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5435,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5436,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5437,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5438,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
5440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5442,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5443,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5444,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5445,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5448,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5449,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5450,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5453,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5459,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5468,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5469,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5470,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5476,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5477,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5478,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5479,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5480,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5481,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5482,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5483,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5484,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5485,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5486,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5487,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5488,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5489,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
5490,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
5491,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Water
5492,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5493,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
5494,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
5495,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
5496,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
5497,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5498,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
5499,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5500,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Bareland,Cropland
5501,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5502,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
5503,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
5504,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
5505,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
5506,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
5507,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
5508,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
5509,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
5510,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Cropland
5511,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Grassland
5512,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Cropland
5513,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
5514,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
5515,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5516,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
5517,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
5518,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
5519,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
5520,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5521,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
5522,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
5523,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
5524,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
5525,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
5526,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
5527,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5528,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5529,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5530,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
5531,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5532,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5533,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5534,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5535,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5536,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
5537,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5538,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5539,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5540,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5541,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5542,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5543,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5544,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5545,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
5546,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5547,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5548,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5549,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5550,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5551,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5552,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5553,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5554,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5555,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5556,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5557,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5558,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5559,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5560,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
5561,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Cropland
5562,Grassland,Cropland,Water,NULL,Water,NULL,Shrubland,Forest
5563,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
5564,Grassland,Cropland,Water,NULL,Water,NULL,Forest,NULL
5565,Grassland,Cropland,Water,NULL,Water,NULL,Forest,Grassland
5566,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
5567,Grassland,Cropland,Water,NULL,Water,Shrubland,Water,Grassland
5568,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,NULL
5569,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5570,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
5571,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
5572,Grassland,Cropland,Water,NULL,Water,Cropland,Forest,Forest
5573,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
5574,Grassland,Cropland,Water,NULL,Water,Water,NULL,Water
5575,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
5576,Grassland,Cropland,Water,NULL,Water,Forest,NULL,Forest
5577,Grassland,Cropland,Water,NULL,Water,Forest,Grassland,Forest
5578,Grassland,Cropland,Water,NULL,Water,Forest,Forest,Grassland
5579,Grassland,Cropland,Water,NULL,Water,Forest,Forest,Forest
5580,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
5581,Grassland,Cropland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
5582,Grassland,Cropland,Water,Water,Water,Grassland,Shrubland,Grassland
5583,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5584,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5585,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5586,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5587,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5588,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5589,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5590,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5591,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5592,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5593,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5594,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5595,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5596,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5597,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5598,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5599,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5600,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5601,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5602,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5603,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5604,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5605,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5606,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5607,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5608,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5609,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5610,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5611,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5612,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5613,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5614,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5615,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5616,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5617,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5618,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5619,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5620,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5621,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5622,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5623,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5624,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5625,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5626,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5627,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
5628,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5629,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5630,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5631,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5632,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5633,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5634,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5635,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5636,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5637,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5638,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5639,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5640,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5641,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5642,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5643,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5644,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5645,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5646,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5647,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5648,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5649,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5650,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
5651,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
5652,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
5653,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
5654,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
5655,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
5656,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
5657,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
5658,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5659,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5660,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5661,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
5662,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
5663,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
5664,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,NULL
5665,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5666,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
5667,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5668,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5669,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,NULL
5670,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
5671,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
5672,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
5673,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
5674,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
5675,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5676,Grassland,Wetland,Water,NULL,Water,Shrubland,NULL,Grassland
5677,Grassland,Wetland,Water,NULL,Water,Water,NULL,Grassland
5678,Grassland,Wetland,Water,NULL,Water,Water,Shrubland,NULL
5679,Grassland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,NULL
5680,Grassland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
5681,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Grassland
5682,Grassland,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
5683,Grassland,Wetland,Water,Non_Water,Water,Water,Shrubland,NULL
5684,Grassland,Wetland,Water,Non_Water,Water,Water,Shrubland,Forest
5685,Grassland,Wetland,Water,Non_Water,Water,Water,Forest,NULL
5686,Grassland,Wetland,Water,Non_Water,Water,Water,Forest,Grassland
5687,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5688,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
5689,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5690,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5691,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
5692,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5693,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5694,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5695,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5696,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
5697,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5698,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
5699,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
5700,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5701,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5702,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5703,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5704,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5705,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5706,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5707,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5708,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5709,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5710,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5711,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5712,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
