Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHF_M_R
4709,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4710,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4711,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
4712,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
4713,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4714,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4715,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
4716,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
4717,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4718,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
4719,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4720,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4721,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
4722,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
4723,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4724,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4725,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
4726,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4727,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4728,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
4729,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
4730,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Water
4731,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
4732,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4733,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
4734,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
4735,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
4736,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4737,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4738,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4739,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4740,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4741,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4742,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
4743,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4744,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
4745,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
4746,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4747,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4748,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4749,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4750,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4751,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4752,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
4753,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4754,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
4755,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
4756,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4757,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
4758,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4759,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4760,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4761,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
4762,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4763,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4764,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
4765,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
4766,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4767,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
4768,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
4769,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
4770,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4771,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
4772,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4773,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
4774,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
4775,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4776,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4777,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4778,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,NULL
4779,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4780,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Cropland
4781,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
4782,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
4783,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
4784,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
4785,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4786,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
4787,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4788,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4789,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4790,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
4791,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
4792,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Cropland
4793,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
4794,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4795,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4796,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
4797,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4798,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Cropland
4799,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4800,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4801,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4802,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4803,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
4804,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4805,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
4806,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,NULL
4807,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4808,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
4809,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
4810,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
4811,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
4812,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
4813,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4814,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4815,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
4816,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4817,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
4818,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
4819,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
4820,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
4821,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
4822,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
4823,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Cropland
4824,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
4825,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
4826,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4827,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
4828,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4829,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
4830,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
4831,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
4832,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
4833,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
4834,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4835,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4836,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
4837,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
4838,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4839,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
4840,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4841,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
4842,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
4843,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4844,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
4845,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
4846,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
4847,NULL,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
4848,NULL,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
4849,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4850,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4851,NULL,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
4852,NULL,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
4853,NULL,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
4854,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
4855,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4856,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
4857,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4858,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4859,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4860,NULL,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
4861,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4862,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4863,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4864,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4865,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4866,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4867,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4868,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4869,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4870,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4871,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4872,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4873,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4874,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4875,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4876,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4877,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
4878,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4879,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4880,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4881,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
4882,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4883,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4884,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4885,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
4886,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
4887,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4888,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4889,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
4890,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4891,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4892,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
4893,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4894,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4895,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4896,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
4897,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4898,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4899,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
4900,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4901,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4902,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4903,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4904,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4905,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4906,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4907,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4908,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4909,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4910,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
4911,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
4912,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4913,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
4914,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
4915,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4916,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4917,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
4918,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4919,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
4920,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4921,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4922,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4923,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
4924,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4925,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4926,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4927,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4928,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4929,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4930,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4931,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4932,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4933,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4934,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4935,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
4936,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4937,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4938,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4939,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
4940,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4941,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4942,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
4943,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
4944,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
4945,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4946,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
4947,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4948,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4949,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4950,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4951,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4952,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Water,NULL
4953,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4954,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4955,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4956,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4957,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4958,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4959,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
4960,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
4961,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4962,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
4963,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4964,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4965,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4966,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4967,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
4968,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
4969,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4970,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
4971,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4972,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4973,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4974,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
4975,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
4976,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
4977,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4978,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4979,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
4980,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4981,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
4982,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
4983,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4984,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4985,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4986,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4987,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4988,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
4989,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4990,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
4991,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
4992,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4993,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4994,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
4995,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
4996,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
4997,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4998,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
4999,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
5000,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
5001,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
5002,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
5003,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
5004,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5005,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
5006,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
5007,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
5008,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5009,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
5010,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5011,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
5012,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5013,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5014,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5015,NULL,Water,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
5016,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
5017,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5018,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
5019,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
5020,NULL,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5021,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
5022,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
5023,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5024,NULL,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
5025,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
5026,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
5027,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5028,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5029,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5030,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5031,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5032,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
5033,NULL,Water,Cropland,Water,Non_Wetland,Water,NULL,NULL
5034,NULL,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5035,NULL,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
5036,NULL,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
5037,NULL,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
5038,NULL,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
5039,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,NULL
5040,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
5041,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
