Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXR_M_R
1415,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1416,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1417,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1418,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1419,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1420,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1421,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1422,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1423,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1424,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1425,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1426,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1427,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1428,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
1429,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1430,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1431,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1432,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1433,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1434,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1435,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1436,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1437,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1438,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1439,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1440,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1441,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1442,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1443,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1444,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1445,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1446,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1447,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1448,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1449,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1450,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1451,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1452,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1453,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1454,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1455,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1456,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1457,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1458,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1459,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1460,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1461,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1462,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1463,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1464,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1465,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1466,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1467,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1468,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1469,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1470,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1471,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1472,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1473,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1474,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1475,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1476,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1477,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1478,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1479,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1480,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1481,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1482,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1483,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1484,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1485,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1486,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1487,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1488,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1489,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1490,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1492,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1493,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1494,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1495,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1496,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1497,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1498,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1499,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1500,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1501,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1502,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
1503,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1504,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1505,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1506,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1507,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1508,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1509,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1510,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1511,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1512,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1513,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1514,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1515,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1516,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1517,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1518,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1519,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1520,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1521,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
1522,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
1523,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1524,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1525,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1526,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1527,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1528,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1529,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1530,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1531,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1532,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1533,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1534,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1535,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1536,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1537,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1538,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1539,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1540,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1541,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1542,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1543,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1544,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1545,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1546,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1547,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1548,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1549,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
1550,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1551,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1552,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1553,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1554,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1555,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1556,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1557,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1558,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1559,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1560,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1561,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1562,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1563,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1564,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1565,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1566,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1567,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1568,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1569,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1570,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1571,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1572,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1573,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1582,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1583,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1584,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1585,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1586,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1587,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1588,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1590,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1591,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1592,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1593,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1594,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1595,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1596,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1597,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1598,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1599,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1600,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1601,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1602,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1603,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1604,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1605,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1606,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1607,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1608,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1609,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1610,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1611,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1612,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1613,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1614,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1615,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1616,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1617,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1618,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1619,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1620,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1621,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1622,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1623,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1624,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1625,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1626,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1627,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
1628,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1629,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1630,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1631,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1632,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1633,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1634,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1635,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
1636,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1637,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
1638,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1639,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1640,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1641,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1642,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1643,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1644,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1645,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1646,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1647,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1648,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1649,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1650,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1651,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1652,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1653,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1654,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1655,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1656,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1657,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1658,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1659,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1660,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1661,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1662,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1663,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1664,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1665,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1666,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1667,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1668,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1669,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1670,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1671,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1672,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1673,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1674,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1675,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1676,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1677,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1678,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1679,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1680,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1681,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1684,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1685,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1686,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1687,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1688,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1689,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1690,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1691,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1692,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1693,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1694,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1697,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1698,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1699,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1700,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1701,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1702,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1703,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1704,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1705,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1706,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1707,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1708,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1709,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1710,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1711,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1712,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1713,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1714,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1715,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1718,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1719,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1720,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1721,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1722,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1723,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1724,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1725,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1726,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1727,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1728,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1729,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1730,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1731,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1732,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1733,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1734,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1735,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1736,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1737,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
1738,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1739,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1740,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1741,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
1742,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1743,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1744,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
1745,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1746,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
1747,Forest,Forest,Water,NULL,Water,Water,Wetland,Bareland
1748,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1749,Forest,Forest,Water,NULL,Water,Water,Water,Water
1750,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1751,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1752,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
1753,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1754,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1755,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1756,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
