Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYB_M_R
1419,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1420,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1421,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1422,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1423,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1424,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1425,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1426,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1427,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1429,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1430,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1431,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1432,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1433,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1434,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1435,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1436,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1437,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1438,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1439,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1440,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1441,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1442,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1443,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1444,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1445,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1446,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1447,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1448,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1449,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1450,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1451,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1452,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1453,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1454,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1455,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1456,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1457,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1458,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1459,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1460,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1461,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1462,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1463,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1464,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1465,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1466,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1467,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1468,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1469,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1470,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1471,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1472,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1473,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1474,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1475,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1476,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1477,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1478,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1479,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1480,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1481,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1482,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1483,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1484,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1485,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1486,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1487,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1488,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1489,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1490,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1491,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1492,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1493,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1494,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1495,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1496,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1497,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1498,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Built-up
1499,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1500,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1501,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1502,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1503,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1504,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1505,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1506,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1507,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1508,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1509,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1510,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1511,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1512,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1513,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1514,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1515,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1516,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1517,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
