Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKG_M_R
1428,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1429,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1430,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1431,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1432,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1433,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1434,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1435,Cropland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1436,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1437,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1438,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1439,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1440,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1441,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1442,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1443,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1444,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1445,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1446,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1447,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1448,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1449,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1450,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1451,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1452,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1453,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1455,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1456,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1457,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1458,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1459,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1460,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1461,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1462,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1463,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1464,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1465,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1468,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1469,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1470,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1471,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1472,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1473,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1474,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1475,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1476,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1477,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1478,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1479,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1480,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1481,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1482,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1483,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1484,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1485,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1486,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1487,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1488,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1489,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1490,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1491,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1492,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1493,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1494,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1495,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1496,Cropland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1497,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1498,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1500,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1501,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1502,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1503,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1504,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1505,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1506,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1507,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1508,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1509,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1510,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1511,Cropland,Water,Water,NULL,Water,NULL,NULL,NULL
1512,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1513,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1514,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1515,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1516,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1517,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1518,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1519,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1520,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1521,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1522,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1523,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1524,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1525,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1526,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1527,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1528,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1529,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1530,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1531,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1532,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1533,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1534,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1535,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1536,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1537,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1538,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1539,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1540,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1541,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1542,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1543,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1544,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1546,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1547,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1548,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1549,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1550,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1551,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1552,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1553,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1554,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1555,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1556,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1557,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1558,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1559,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1560,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1561,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1562,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1563,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1564,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1565,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1566,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1567,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1568,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1569,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1570,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1571,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1572,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1573,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1574,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1575,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1576,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1577,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1578,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1579,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1580,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1581,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1582,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1583,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1584,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1585,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1586,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1587,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1588,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1589,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1590,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1591,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1592,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1593,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1594,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1595,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1596,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1597,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1598,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1599,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1600,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1601,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1603,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1604,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1605,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1606,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1607,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1608,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1609,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1610,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1611,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1612,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1613,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1614,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1615,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1616,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1617,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1618,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1619,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1620,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1621,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1623,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1624,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1625,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1626,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1627,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1628,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1629,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1630,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1631,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1632,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1633,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1634,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1635,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1636,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1638,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1639,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1640,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1641,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1642,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1643,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1644,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1645,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1646,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1647,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1648,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1649,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1650,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1651,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1652,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1653,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1654,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1655,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1656,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1657,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1658,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1659,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1660,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1662,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1663,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1664,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1665,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1666,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1667,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1668,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1669,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1670,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1671,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1672,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1673,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1674,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1675,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1676,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1677,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1678,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1679,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1680,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1681,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1682,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1683,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1684,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1685,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1686,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1687,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1689,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1690,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1691,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1692,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1693,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1694,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1695,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1696,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1697,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1698,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1699,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1700,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1701,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1702,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1703,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1704,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1705,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1706,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1707,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1708,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1709,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1710,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1711,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1712,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1713,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1715,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1716,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1718,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1719,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1720,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1721,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1722,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1723,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1724,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1725,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1726,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1727,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1728,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1729,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1730,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1731,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1732,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1733,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1734,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1735,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1736,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1737,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1738,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1739,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1740,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1741,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1742,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1743,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1744,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1745,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1746,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1747,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1748,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1749,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1750,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1751,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1752,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1753,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1754,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1755,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1756,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1757,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1758,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1759,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1760,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1761,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1762,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1763,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1765,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
