Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKD_M_R
1684,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1685,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1686,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1687,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1688,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1689,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1690,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1691,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1692,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1693,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1694,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1695,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1696,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1698,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1699,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1700,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1701,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1703,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1705,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1706,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1707,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1708,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1709,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1710,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1711,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1712,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1713,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1714,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1715,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1716,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1717,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1718,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1719,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1720,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1721,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1722,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1723,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1724,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1725,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1726,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1727,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1728,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1729,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1731,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1733,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1734,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1735,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1736,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1737,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1738,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1739,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1741,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1742,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1743,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1744,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1745,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1746,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1747,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1748,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1749,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1750,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1753,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1754,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1755,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1756,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1757,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1758,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1759,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1760,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1761,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1762,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1763,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1764,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1765,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1766,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1767,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1769,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1770,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1771,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1772,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1773,Forest,Water,Water,Water,Water,NULL,NULL,Water
1774,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1775,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1776,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1777,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1778,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1779,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1780,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1781,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1782,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1783,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1784,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1785,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1786,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1787,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1788,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1789,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1790,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1791,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1792,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1793,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1794,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1795,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1796,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1797,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1798,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1800,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1801,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1802,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1803,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1804,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1805,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1806,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1807,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1808,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1809,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1810,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1811,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1812,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1813,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1814,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1815,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1816,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1817,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1818,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1819,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1820,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1821,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1822,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1823,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1824,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1825,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1826,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1827,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1828,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1829,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1830,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1831,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
