Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R
327,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
328,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
329,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
330,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
331,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
332,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
333,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
334,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
335,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
336,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
337,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
338,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
339,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
340,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
341,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
342,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
343,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
344,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
345,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
346,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
347,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
348,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
349,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
350,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
351,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
352,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
353,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
354,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
355,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
357,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
359,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
360,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
362,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
363,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
364,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
365,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
366,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
367,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
368,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
369,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
370,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
371,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
372,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
373,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
374,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
375,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
376,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
377,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
378,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
379,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
380,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
381,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
382,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
383,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
384,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
385,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
386,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
387,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
388,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
389,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
392,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
393,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
394,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
396,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
397,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
398,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
399,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
400,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
401,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
404,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
405,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
406,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
407,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
408,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
410,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
411,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
412,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
413,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
414,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
415,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
416,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
417,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
418,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
419,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
420,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
421,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
422,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
423,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
424,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
425,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
426,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
428,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
429,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
430,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
431,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
432,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
433,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
434,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
435,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
436,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
441,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
442,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
443,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
444,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
445,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
446,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
447,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
448,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
449,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
450,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
451,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
452,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
453,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
454,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
455,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
456,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
457,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
458,NULL,NULL,Water,Water,Water,NULL,Water,Forest
459,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
460,NULL,NULL,Water,Water,Water,Grassland,Water,Water
461,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
462,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
463,NULL,NULL,Water,Water,Water,Wetland,Water,Water
464,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
465,NULL,NULL,Water,Water,Water,Bareland,Water,Water
466,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
467,NULL,NULL,Water,Water,Water,Water,Wetland,Water
468,NULL,NULL,Water,Water,Water,Water,Water,Grassland
469,NULL,NULL,Water,Water,Water,Water,Water,Wetland
470,NULL,NULL,Water,Water,Water,Water,Water,Water
471,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
491,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
494,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
495,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
496,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
497,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
498,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
499,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
502,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
503,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
505,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
507,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
508,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
509,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
511,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
513,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
516,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
518,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
519,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
520,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
521,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
524,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
525,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
528,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
529,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
530,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
531,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Water,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
533,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
536,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
537,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
538,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
539,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
543,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
544,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
545,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
547,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
548,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
549,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
550,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
551,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
552,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
553,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
554,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
555,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
556,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
557,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
558,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
559,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
560,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
561,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
562,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
563,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
564,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
565,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
566,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
567,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
568,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
569,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
570,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
571,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
572,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
573,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
574,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
575,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
576,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
577,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
578,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
579,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
580,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
588,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
589,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
590,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
592,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
593,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
594,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
597,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
598,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
600,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
601,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
602,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
603,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
604,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
605,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
606,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
607,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
609,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
611,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
612,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
613,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
614,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
615,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
616,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
618,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
619,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
620,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
621,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
622,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
623,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
624,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
626,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
627,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
628,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
629,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
630,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
631,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
632,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
633,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
634,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
635,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
636,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
637,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
638,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
639,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
640,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
641,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
643,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
644,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
645,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
646,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
647,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
648,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
649,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
650,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
651,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
652,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
653,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
654,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Water
655,NULL,Wetland,Water,Water,Water,Grassland,Water,Water
656,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
657,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
658,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
659,NULL,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
660,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
661,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
662,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
663,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
664,NULL,Bareland,Water,NULL,Water,Water,Water,Forest
665,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
666,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
667,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
668,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
