Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R
1997,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1998,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1999,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2000,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2001,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2002,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2003,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2004,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2005,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2006,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2007,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2008,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2009,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2010,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2011,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2012,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2013,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2014,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2015,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2016,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2017,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2018,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2019,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2020,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2021,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2022,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2023,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2024,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2025,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2026,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2027,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2028,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
2029,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2030,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2031,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2032,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2033,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2034,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2035,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2036,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2037,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2038,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2039,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2040,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2041,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2042,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2043,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2044,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2045,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2046,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2047,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2048,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2049,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2050,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2051,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2052,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2053,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2054,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2055,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2056,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2057,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2058,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2059,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2060,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2061,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2062,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2063,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2064,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2065,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2066,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
2067,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2068,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2069,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
2070,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2071,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
2072,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
2073,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2074,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2075,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2076,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2077,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2078,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2079,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2080,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2081,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2082,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2083,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
2084,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2085,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2086,NULL,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2087,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2088,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2089,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2090,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2091,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
2092,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2093,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2094,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2095,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2096,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2097,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2098,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2099,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2100,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2101,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2102,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2103,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2104,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2105,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2106,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2107,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2108,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2109,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2110,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2111,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2112,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2113,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2114,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2115,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2116,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2117,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
2118,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2119,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2120,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2121,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2122,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2123,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2124,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2125,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2126,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2127,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2128,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2129,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2130,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2131,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2132,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2133,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2134,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2135,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2136,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2137,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2138,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2139,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2140,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2141,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2142,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2143,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2144,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2145,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2146,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2147,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2148,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2149,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2150,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2151,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2152,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2153,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2154,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2155,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2156,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2157,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2158,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2159,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2160,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2161,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2162,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2163,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2164,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2165,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
2166,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
2167,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2168,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2169,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2170,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2171,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2172,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2173,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2174,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2175,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2176,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2177,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2178,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2179,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2180,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2181,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2182,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2183,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2184,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2185,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2186,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2187,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2188,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2189,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2190,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2191,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2192,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2193,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2194,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2195,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2196,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2197,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2198,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2199,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2200,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2201,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2202,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2203,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
2204,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2205,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
2206,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2207,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2208,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2209,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2210,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2211,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2212,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2213,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Built-up
2214,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,NULL
2215,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
2216,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2217,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2218,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2219,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2220,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2221,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2222,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2223,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2224,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2225,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2226,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2227,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2228,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2229,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2230,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2231,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2232,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2233,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2234,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2235,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2236,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2237,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2238,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2239,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2240,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2241,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2242,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2243,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2244,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2245,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2246,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2247,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2248,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2249,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2250,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2251,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2253,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2256,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2257,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2258,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2259,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2260,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2261,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2262,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2263,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2264,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2265,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2266,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2267,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2268,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2269,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2270,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2271,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2272,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2273,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2274,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2275,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2276,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2277,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2278,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2279,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
2299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
