Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLT_M_R
3188,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
3189,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
3190,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3191,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3192,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3193,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3194,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3195,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3196,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3197,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
3198,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Water
3199,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
3200,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
3201,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Water
3202,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Bareland
3203,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Water
3204,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Forest
3205,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3206,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3207,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
3208,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Bareland
3209,Wetland,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
3210,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3211,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3212,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Wetland
3213,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
3214,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3215,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3216,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3217,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3218,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3219,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3220,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3221,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
3222,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3223,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
3224,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3225,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3226,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3227,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3228,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3229,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3230,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
3231,Wetland,Wetland,Water,NULL,Water,NULL,Water,Forest
3232,Wetland,Wetland,Water,NULL,Water,Grassland,Bareland,Forest
3233,Wetland,Wetland,Water,NULL,Water,Wetland,Bareland,Grassland
3234,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3235,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
3236,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Wetland
3237,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
3238,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Water
3239,Wetland,Wetland,Water,NULL,Water,Water,Bareland,Grassland
3240,Wetland,Wetland,Water,NULL,Water,Water,Bareland,Wetland
3241,Wetland,Wetland,Water,NULL,Water,Water,Bareland,Water
3242,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
3243,Wetland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
3244,Wetland,Wetland,Water,Water,Water,Grassland,Bareland,Grassland
3245,Wetland,Wetland,Water,Water,Water,Wetland,Bareland,Bareland
3246,Wetland,Wetland,Water,Water,Water,Wetland,Bareland,Water
3247,Wetland,Wetland,Water,Water,Water,Wetland,Bareland,Forest
3248,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
3249,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Water
3250,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
3251,Wetland,Wetland,Water,Water,Water,Water,Bareland,Bareland
3252,Wetland,Wetland,Water,Water,Water,Water,Bareland,Water
3253,Wetland,Wetland,Water,Water,Water,Water,Bareland,Forest
3254,Wetland,Wetland,Water,Water,Water,Water,Forest,Grassland
3255,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3256,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3257,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3258,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3259,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3260,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3261,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3262,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3263,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3264,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Bareland
3265,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3266,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3267,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3268,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3269,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3270,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3271,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3272,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3273,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3274,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3275,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3276,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3277,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Water
3278,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Bareland,Bareland
3279,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Bareland,Water
3280,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3281,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Bareland,Water
3282,Wetland,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Water
3283,Wetland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3284,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3285,Wetland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
3286,Wetland,Bareland,Water,Water,Water,Bareland,Bareland,Water
3287,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3288,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3289,Wetland,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3290,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3291,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
3292,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3293,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3294,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3295,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3296,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3297,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3298,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
3299,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3300,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3301,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3302,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3303,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3304,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
3305,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3306,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3307,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3308,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
3309,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3310,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3311,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3312,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3313,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3314,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3315,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3316,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3317,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3318,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3319,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
3320,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3321,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3322,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3323,Wetland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3324,Wetland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3325,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3326,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3327,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3328,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3329,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3330,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
3331,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
3332,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3333,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3334,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3335,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3336,Wetland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3337,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3338,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3339,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3340,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3341,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3342,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
3343,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3344,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3345,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
3346,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
3347,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
3348,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3349,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3350,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3351,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
3352,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3353,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3354,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3355,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3356,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3357,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3358,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3359,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3360,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
3361,Wetland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3362,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3363,Wetland,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
3364,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3365,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3366,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Water
3367,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3368,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3369,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3370,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
3371,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
3372,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3373,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3374,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3375,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3376,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3377,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3378,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Wetland
3379,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3380,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3381,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3382,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3383,Wetland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3384,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3385,Wetland,Water,Water,NULL,Water,Water,Bareland,Grassland
3386,Wetland,Water,Water,NULL,Water,Water,Bareland,Water
3387,Wetland,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
3388,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
3389,Wetland,Water,Water,Non_Water,Water,Forest,Water,Water
3390,Wetland,Water,Water,Water,Water,Wetland,Grassland,Grassland
3391,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
3392,Wetland,Water,Water,Water,Water,Bareland,Grassland,Water
3393,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
3394,Wetland,Water,Water,Water,Water,Water,Bareland,Water
3395,Wetland,Water,Water,Water,Water,Water,Water,Wetland
3396,Wetland,Water,Water,Water,Water,Water,Water,Water
3397,Wetland,Water,Water,Water,Water,Forest,Water,Water
3398,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3399,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3400,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3401,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3402,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3403,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3404,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3405,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3406,Wetland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3407,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3408,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3409,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3410,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3411,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3412,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3413,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3414,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3415,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3416,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3417,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3418,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3419,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3420,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3421,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3422,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3423,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3424,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3425,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3426,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3427,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3428,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3429,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3430,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3431,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3432,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3433,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3434,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3435,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3436,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3437,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3438,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3439,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3440,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3441,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3442,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
3443,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3444,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3445,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
3446,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3447,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3448,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3449,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3450,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
3451,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3452,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3453,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3454,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3455,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
3456,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Forest
3457,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3462,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3463,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3464,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3465,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3466,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3467,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3468,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3469,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3470,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3471,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3472,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3473,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3474,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3478,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3480,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3481,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
3482,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3483,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3484,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3485,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3486,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
3487,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3488,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3489,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3490,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3491,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3492,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3493,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3494,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3495,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3496,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3497,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3498,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3499,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3500,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3501,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3502,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3503,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3504,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3505,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3506,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3507,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3508,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3509,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3510,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3511,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3512,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
