Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R
3727,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3728,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3729,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3730,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
3731,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
3732,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3733,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3734,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3735,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3736,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3737,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3738,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3739,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3740,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3741,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3742,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
3743,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3744,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3745,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3746,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3747,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3748,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3749,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3750,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3751,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3752,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3753,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3754,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3755,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3756,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3757,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3758,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3759,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3760,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3761,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3762,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3763,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3764,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3765,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3766,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3767,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3768,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3769,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3770,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3771,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3772,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3773,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3774,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3775,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3776,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3777,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
3778,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3779,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3780,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3781,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3782,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3783,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3784,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3785,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3786,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3787,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3788,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3789,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3790,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3791,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3792,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3793,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3794,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3795,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3796,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3797,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3798,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3799,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3800,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3801,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3802,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3803,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3804,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3805,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3806,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3807,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3808,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3809,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3810,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3811,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3812,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3813,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3814,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3815,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3816,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3817,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3818,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3819,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3820,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3821,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3822,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3823,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3824,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3825,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3826,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3827,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3828,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3829,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3830,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3831,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3832,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3833,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3834,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3835,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3836,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3837,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3838,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3839,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3840,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3841,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3842,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3843,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3844,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3845,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3846,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3847,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3848,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3849,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3850,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3851,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3852,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3853,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3854,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3855,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3856,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3857,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3858,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3859,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3860,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3861,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3862,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3863,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3864,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3865,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3866,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3867,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3868,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3869,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3870,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3871,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3872,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3873,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3874,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3875,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3876,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3877,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3878,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3879,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3880,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3881,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3882,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3883,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3884,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3885,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3886,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3887,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3888,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3889,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3890,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3891,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3892,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3893,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3894,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3895,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3896,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3897,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3898,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3899,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3900,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3901,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3902,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3903,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3904,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3905,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3906,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3907,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3908,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3909,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3910,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3911,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3912,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3913,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3914,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3915,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3916,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3917,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3918,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3919,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3920,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3921,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3922,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3923,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3924,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3925,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3926,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3927,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3928,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3929,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3930,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3931,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3932,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3933,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3934,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3935,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3936,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3937,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3938,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3939,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3940,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3941,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3942,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3943,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3944,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3945,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3946,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3947,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3948,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3949,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3950,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3951,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
3952,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3953,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3954,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3955,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3956,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3957,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3958,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3959,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3960,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3961,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3962,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3963,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3964,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3965,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3966,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3967,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3968,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3969,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3970,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3971,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3972,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3973,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3974,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3975,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3976,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3977,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3978,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3979,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3980,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3981,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3982,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3983,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3984,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3985,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3986,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3987,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3988,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3989,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3990,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3991,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3992,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3993,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3994,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3995,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3996,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3997,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3998,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3999,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4000,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4001,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4002,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4003,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4004,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4005,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4006,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
4007,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4008,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
4009,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4010,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4011,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4012,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4013,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4014,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4015,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4016,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4017,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4018,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4019,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4020,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4021,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4022,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4023,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4024,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4025,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4026,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4027,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4028,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4029,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4030,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4031,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4032,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4033,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4034,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4035,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4036,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4037,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4038,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4039,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
4040,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
