Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXQ_M_R
1242,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1243,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1244,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1245,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1246,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1247,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1248,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1249,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1250,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1251,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1252,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1253,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
1254,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1255,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1256,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1257,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1258,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
1259,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1260,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1266,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1268,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1269,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1270,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1271,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1272,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1273,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1274,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1275,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1276,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1277,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1278,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
1279,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1280,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1281,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1282,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
1283,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1284,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1285,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1286,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1287,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1288,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1289,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1290,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1291,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1292,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1293,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1294,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1295,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1296,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
1297,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1298,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1299,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1300,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1301,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1302,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1303,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1304,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1305,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1306,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1307,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1308,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1309,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1310,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1311,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1312,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1313,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1314,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1315,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1316,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1317,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1318,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1319,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1320,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1321,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1322,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1323,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1324,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1326,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1327,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1328,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1329,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1330,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1331,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1332,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1333,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1334,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1335,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1336,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1337,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1338,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1339,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1340,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1341,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1342,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1343,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1344,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1345,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1346,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1347,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1348,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1349,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1350,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1351,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1352,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1353,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1354,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1355,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1356,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1357,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1358,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1359,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1360,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1361,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1362,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1363,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1364,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1365,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1366,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1367,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1368,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1369,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1370,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1371,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1372,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1373,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1374,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1375,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1376,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1377,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1378,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1379,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1380,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1381,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1382,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1383,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1384,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1385,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1386,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1387,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1388,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1389,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1390,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1391,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1392,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
1393,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1394,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1395,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1396,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1397,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1398,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1399,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1400,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1401,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1402,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1403,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1404,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1405,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1406,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1407,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1408,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1409,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1410,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1411,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1412,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1413,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1414,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1415,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1416,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1417,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1418,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1419,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1420,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1421,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1422,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1423,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1424,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1425,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1426,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1427,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1428,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1429,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1430,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1431,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1432,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1433,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1434,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1435,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1436,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1437,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1438,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1439,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1440,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1441,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1442,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1443,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1444,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1445,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1446,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1447,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1448,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1449,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1450,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1451,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
1452,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1453,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1454,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1455,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1456,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1457,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1458,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1459,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1460,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1461,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1462,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1463,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1464,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1465,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1466,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1467,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1468,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1469,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1470,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1471,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1472,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1473,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1474,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1475,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1476,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1477,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1478,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1479,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1480,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1481,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1482,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1483,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1484,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1485,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1486,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1487,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1488,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1489,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1490,NULL,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
1491,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,NULL
1492,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1493,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1494,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Water
1495,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1496,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1497,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1498,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1499,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1500,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1501,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1502,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
1503,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
1504,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1505,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1506,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1507,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1508,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1509,NULL,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1510,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1511,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
1512,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
1513,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
1514,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Water
1515,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
1516,NULL,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
1517,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Bareland
1518,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1519,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1520,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1521,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1522,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1523,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1524,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1525,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1526,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1527,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
1528,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1529,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1530,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1531,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1532,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1533,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1534,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1535,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1536,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1537,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
1538,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
1539,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1540,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1541,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
1542,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
1543,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1544,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1545,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1546,NULL,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
1547,NULL,Cropland,Wetland,Water,Wetland,NULL,Wetland,Water
1548,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
1549,NULL,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
1550,NULL,Cropland,Wetland,Water,Wetland,Grassland,NULL,Wetland
1551,NULL,Cropland,Wetland,Water,Wetland,Grassland,NULL,Forest
1552,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,NULL
1553,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
1554,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
1555,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Forest
1556,NULL,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
1557,NULL,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
1558,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
1559,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Water
1560,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
1561,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
1562,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
1563,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1564,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
1565,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1566,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1567,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
