Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPQ_M_R
1753,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1754,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1755,Forest,Wetland,Water,NULL,Water,Grassland
1756,Forest,Wetland,Water,NULL,Water,Wetland
1757,Forest,Wetland,Water,NULL,Water,Water
1758,Forest,Wetland,Water,NULL,Water,Forest
1759,Forest,Wetland,Water,Non_Water,Water,Grassland
1760,Forest,Wetland,Water,Non_Water,Water,Wetland
1761,Forest,Wetland,Water,Non_Water,Water,Water
1762,Forest,Wetland,Water,Non_Water,Water,Forest
1763,Forest,Wetland,Water,Water,Water,Grassland
1764,Forest,Wetland,Water,Water,Water,Wetland
1765,Forest,Wetland,Water,Water,Water,Water
1766,Forest,Wetland,Water,Water,Water,Forest
1767,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1768,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1769,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1770,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up
1771,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1772,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1773,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1774,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1775,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1776,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1777,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1778,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1779,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1780,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1781,Forest,Bareland,Wetland,NULL,Wetland,Grassland
1782,Forest,Bareland,Wetland,NULL,Wetland,Forest
1783,Forest,Bareland,Wetland,Water,Wetland,Water
1784,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1785,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1786,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1787,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1788,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1789,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1790,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1791,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1792,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1793,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1794,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1795,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
1796,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1797,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1798,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1799,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1800,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1801,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1802,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1803,Forest,Built-up,Wetland,NULL,Wetland,Built-up
1804,Forest,Built-up,Wetland,NULL,Wetland,Forest
1805,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1806,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland
1807,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1808,Forest,Built-up,Wetland,Water,Wetland,Grassland
1809,Forest,Built-up,Wetland,Water,Wetland,Wetland
1810,Forest,Built-up,Wetland,Water,Wetland,Forest
1811,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1812,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1813,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1814,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1815,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1816,Forest,Built-up,Water,NULL,Water,Wetland
1817,Forest,Built-up,Water,NULL,Water,Forest
1818,Forest,Built-up,Water,Water,Water,Wetland
1819,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1820,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1821,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1822,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1823,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1824,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up
1825,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1826,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1827,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1828,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1829,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1830,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1831,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1832,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1833,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1834,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1835,Forest,Water,Wetland,NULL,Wetland,Grassland
1836,Forest,Water,Wetland,NULL,Wetland,Wetland
1837,Forest,Water,Wetland,NULL,Wetland,Built-up
1838,Forest,Water,Wetland,NULL,Wetland,Water
1839,Forest,Water,Wetland,NULL,Wetland,Forest
1840,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1841,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1842,Forest,Water,Wetland,Non_Water,Wetland,Water
1843,Forest,Water,Wetland,Non_Water,Wetland,Forest
1844,Forest,Water,Wetland,Water,Wetland,Grassland
1845,Forest,Water,Wetland,Water,Wetland,Wetland
1846,Forest,Water,Wetland,Water,Wetland,Water
1847,Forest,Water,Wetland,Water,Wetland,Forest
1848,Forest,Water,Bareland,NULL,Non_Wetland,Water
1849,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1850,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1851,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1852,Forest,Water,Built-up,NULL,Non_Wetland,Wetland
1853,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1854,Forest,Water,Water,NULL,Water,Grassland
1855,Forest,Water,Water,NULL,Water,Wetland
1856,Forest,Water,Water,NULL,Water,Water
1857,Forest,Water,Water,NULL,Water,Forest
1858,Forest,Water,Water,Non_Water,Water,Grassland
1859,Forest,Water,Water,Non_Water,Water,Wetland
1860,Forest,Water,Water,Non_Water,Water,Water
1861,Forest,Water,Water,Non_Water,Water,Forest
1862,Forest,Water,Water,Water,Water,Grassland
1863,Forest,Water,Water,Water,Water,Wetland
1864,Forest,Water,Water,Water,Water,Water
1865,Forest,Water,Water,Water,Water,Forest
1866,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1867,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1868,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1869,Forest,Water,Forest,NULL,Non_Wetland,Water
1870,Forest,Water,Forest,NULL,Non_Wetland,Forest
1871,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1872,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1873,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1874,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1875,Forest,Water,Forest,Water,Non_Wetland,Wetland
1876,Forest,Water,Forest,Water,Non_Wetland,Water
1877,Forest,Water,Forest,Water,Non_Wetland,Forest
1878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1879,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1880,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1881,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1882,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1883,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1884,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1885,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1886,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1887,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1888,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1889,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1890,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1891,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1892,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1893,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1894,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1895,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1896,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1897,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1898,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1899,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1900,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1901,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
1902,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1903,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1904,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1905,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1906,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1907,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1908,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1909,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1910,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1911,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1912,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1913,Forest,Forest,Wetland,NULL,Wetland,NULL
1914,Forest,Forest,Wetland,NULL,Wetland,Grassland
1915,Forest,Forest,Wetland,NULL,Wetland,Cropland
1916,Forest,Forest,Wetland,NULL,Wetland,Wetland
1917,Forest,Forest,Wetland,NULL,Wetland,Built-up
1918,Forest,Forest,Wetland,NULL,Wetland,Water
1919,Forest,Forest,Wetland,NULL,Wetland,Forest
1920,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1921,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1922,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1923,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1924,Forest,Forest,Wetland,Non_Water,Wetland,Water
1925,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1926,Forest,Forest,Wetland,Water,Wetland,NULL
1927,Forest,Forest,Wetland,Water,Wetland,Grassland
1928,Forest,Forest,Wetland,Water,Wetland,Wetland
1929,Forest,Forest,Wetland,Water,Wetland,Water
1930,Forest,Forest,Wetland,Water,Wetland,Forest
1931,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1932,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1933,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1934,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1935,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1936,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1937,Forest,Forest,Water,NULL,Water,NULL
1938,Forest,Forest,Water,NULL,Water,Grassland
1939,Forest,Forest,Water,NULL,Water,Wetland
1940,Forest,Forest,Water,NULL,Water,Water
1941,Forest,Forest,Water,NULL,Water,Forest
1942,Forest,Forest,Water,Non_Water,Water,Grassland
1943,Forest,Forest,Water,Non_Water,Water,Wetland
1944,Forest,Forest,Water,Non_Water,Water,Water
1945,Forest,Forest,Water,Non_Water,Water,Forest
1946,Forest,Forest,Water,Water,Water,Grassland
1947,Forest,Forest,Water,Water,Water,Wetland
1948,Forest,Forest,Water,Water,Water,Water
1949,Forest,Forest,Water,Water,Water,Forest
1950,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1951,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1952,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1953,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1954,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1955,Forest,Forest,Forest,NULL,Non_Wetland,Water
1956,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1957,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1958,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1959,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1960,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1961,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1962,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1963,Forest,Forest,Forest,Water,Non_Wetland,Water
1964,Forest,Forest,Forest,Water,Non_Wetland,Forest
