Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R
1213,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1214,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1215,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1216,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1217,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1218,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1219,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1220,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1221,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1222,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1223,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1224,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1225,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1226,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1227,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1228,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1229,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1230,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1231,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
1232,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1233,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1234,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1235,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1236,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1237,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1238,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1239,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1240,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1241,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
1242,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1243,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1244,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1245,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1246,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1247,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1248,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1249,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1250,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1251,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1252,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1253,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1254,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1255,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
1256,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1257,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1258,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1259,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1260,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1261,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1262,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1263,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1264,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1265,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1266,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1267,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1268,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1269,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1270,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1271,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1272,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1273,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1274,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1275,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1276,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1277,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1278,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1279,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1280,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1281,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
1282,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1283,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1284,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1285,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1286,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1287,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
1288,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1289,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1290,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1291,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1292,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1293,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1294,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1295,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
1296,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1297,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1298,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1299,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1300,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1301,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1302,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1303,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1304,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1305,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1306,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1307,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1308,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1309,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1310,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1311,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1312,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1313,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1314,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1315,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1316,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1317,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1318,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1319,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1320,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1321,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1322,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1323,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1325,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1326,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1327,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1328,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
1329,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1330,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1331,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1332,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
1333,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1334,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1335,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1336,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1337,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1338,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1339,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1340,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1341,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1342,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1343,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1344,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1345,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1346,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1347,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1348,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1349,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1350,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
1351,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1352,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1353,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1354,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1355,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1356,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
1357,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1358,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
1359,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1360,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1361,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1362,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1363,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1364,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1365,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1366,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1367,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1368,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1369,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
1370,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
1371,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1372,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1373,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1374,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1375,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1376,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
1377,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
1378,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
1379,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
1380,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1381,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
1382,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1383,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1384,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1385,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1386,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1387,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1388,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1389,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1390,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
1391,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1392,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
1393,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1394,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
1395,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
1396,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1397,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1398,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
1399,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
1400,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1401,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1402,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1403,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,NULL
1404,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1405,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,NULL
1406,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
1407,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1408,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
1409,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1410,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1411,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
1412,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
1413,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1414,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1415,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1416,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1417,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,NULL
1418,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1419,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1420,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1421,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1422,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Cropland
1423,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1424,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1425,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1426,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1427,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1428,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1429,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1430,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1431,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1432,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1433,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1434,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1435,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1436,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1437,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1438,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1439,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
1440,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1441,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1442,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1443,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1444,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1445,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
1446,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1447,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1448,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1449,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1450,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1451,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1452,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
1453,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1454,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1455,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1456,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1457,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1458,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1459,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1460,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1461,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1462,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1463,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1464,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1465,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1466,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1467,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1468,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1469,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1470,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1471,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1472,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1473,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
1474,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1475,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1476,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1477,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1478,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1479,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1480,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1481,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1482,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1483,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1484,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1485,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1486,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1487,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1488,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1489,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1490,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1491,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1492,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1493,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1494,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1495,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1496,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1497,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1498,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1499,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1500,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1501,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1502,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1503,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1504,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1505,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1506,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1507,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1508,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
1509,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1510,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1511,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1512,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1513,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1514,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1515,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1516,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1517,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1518,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1519,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1520,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1521,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1522,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1523,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1524,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1525,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1526,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1527,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1528,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1529,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1530,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1531,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1532,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1533,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1534,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1535,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1536,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1537,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1538,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1539,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1540,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1541,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1542,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1543,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
