Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHM_M_R
2444,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
2445,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2446,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2447,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2448,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
2449,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
2450,NULL,Water,Wetland,Water,Wetland,Bareland,Water,NULL
2451,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2452,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2453,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2454,NULL,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
2455,NULL,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2456,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2457,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2458,NULL,Water,Water,NULL,Water,NULL,Grassland,Grassland
2459,NULL,Water,Water,NULL,Water,Shrubland,NULL,Grassland
2460,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Water
2461,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
2462,NULL,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
2463,NULL,Water,Water,NULL,Water,Shrubland,Wetland,NULL
2464,NULL,Water,Water,NULL,Water,Shrubland,Water,Water
2465,NULL,Water,Water,NULL,Water,Grassland,Shrubland,NULL
2466,NULL,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
2467,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2468,NULL,Water,Water,NULL,Water,Grassland,Grassland,Water
2469,NULL,Water,Water,NULL,Water,Bareland,NULL,Forest
2470,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Bareland
2471,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Water
2472,NULL,Water,Water,NULL,Water,Bareland,Bareland,NULL
2473,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
2474,NULL,Water,Water,NULL,Water,Bareland,Water,Bareland
2475,NULL,Water,Water,NULL,Water,Bareland,Water,Water
2476,NULL,Water,Water,NULL,Water,Forest,Shrubland,Forest
2477,NULL,Water,Water,NULL,Water,Forest,Forest,Water
2478,NULL,Water,Water,Non_Water,Water,Shrubland,Water,Water
2479,NULL,Water,Water,Non_Water,Water,Bareland,Water,Grassland
2480,NULL,Water,Water,Non_Water,Water,Bareland,Water,Water
2481,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
2482,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
2483,NULL,Water,Water,Water,Water,Shrubland,Water,Water
2484,NULL,Water,Water,Water,Water,Shrubland,Water,Forest
2485,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
2486,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
2487,NULL,Water,Water,Water,Water,Bareland,Water,Water
2488,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2489,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2490,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2491,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2492,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2493,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2494,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2495,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2496,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2497,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2498,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2499,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
2500,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2501,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2502,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2503,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2504,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2505,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2506,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2507,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2508,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
2509,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2510,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2511,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2512,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2513,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2514,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2515,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2516,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2517,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
2518,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2519,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2520,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2521,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
2522,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2523,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2524,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2525,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2526,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2527,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2528,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2529,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2530,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2531,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2532,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2533,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2534,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2535,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2536,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2537,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2538,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2539,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2540,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2541,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2542,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2543,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2544,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2545,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2546,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2547,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2548,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2549,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2550,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2551,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2552,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2553,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2554,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2555,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2556,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2557,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2558,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2559,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2560,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2561,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2562,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2563,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2564,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2565,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2566,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2567,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2568,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2569,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2570,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2571,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2572,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2573,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2574,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2575,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2576,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2577,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2578,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2579,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2580,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2581,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2582,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2583,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2584,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2585,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2586,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2587,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2588,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2589,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2590,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2591,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2592,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2593,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2594,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2595,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2596,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2597,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2598,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2599,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2600,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2601,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2602,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2603,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2604,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2605,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2606,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2607,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2608,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2609,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2610,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2611,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2612,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2613,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2614,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2615,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2616,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2617,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2618,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2619,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2620,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2621,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2622,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2623,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2624,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2625,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2626,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2627,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2628,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2629,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2630,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2631,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2632,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2633,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2634,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
2635,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2636,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2637,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2638,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2639,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2640,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2641,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2642,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2643,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2644,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2645,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2646,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2647,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2648,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2649,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2650,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2651,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2652,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2653,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2654,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2655,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
2656,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
2657,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2658,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2659,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2660,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2661,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2662,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2663,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2664,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2665,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2666,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2667,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2668,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2669,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2670,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2671,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2672,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2673,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2674,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2675,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2676,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2677,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2678,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2679,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2680,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2681,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2682,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2683,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2684,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2685,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2686,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2687,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2688,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2689,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2690,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2691,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2692,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2693,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2694,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2695,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2696,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2697,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2698,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2699,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2700,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2701,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2702,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2703,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2704,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2705,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2706,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2707,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2708,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2709,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2710,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2711,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2712,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2713,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2714,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2715,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2716,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2717,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2718,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2719,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2720,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2721,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2722,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2723,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2724,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2725,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2726,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2727,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2728,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2729,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2730,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2731,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2732,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2733,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2734,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2735,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2736,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2737,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2738,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2739,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2740,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2741,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2742,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2743,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2744,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2745,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2746,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2747,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2748,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2749,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2750,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2751,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
2752,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2753,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2754,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2755,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2756,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2757,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2758,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2759,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2760,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
2761,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
2762,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
2763,NULL,Forest,Water,NULL,Water,Bareland,Shrubland,Water
2764,NULL,Forest,Water,Non_Water,Water,Bareland,Water,NULL
2765,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2766,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2767,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2768,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2769,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2770,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2771,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2772,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2773,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2774,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2775,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
