Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R
4925,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Cropland
4926,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
4927,Grassland,Cropland,Cropland,Water,Non_Wetland,Built-up,NULL,Cropland
4928,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
4929,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Forest,Forest
4930,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4931,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4932,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4933,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Cropland
4934,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4935,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4936,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4937,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4938,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4939,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4940,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4941,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4942,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
4943,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
4944,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4945,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4946,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4947,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4948,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
4949,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
4950,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4951,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
4952,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
4953,Grassland,Cropland,Wetland,Water,Wetland,NULL,Forest,Forest
4954,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
4955,Grassland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Cropland
4956,Grassland,Cropland,Wetland,Water,Wetland,Cropland,Water,Grassland
4957,Grassland,Cropland,Wetland,Water,Wetland,Cropland,Water,Cropland
4958,Grassland,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
4959,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
4960,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
4961,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
4962,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
4963,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
4964,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4965,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4966,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4967,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4968,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4969,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
4970,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
4971,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4972,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4973,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4974,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4975,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4976,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
4977,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4978,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4979,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4980,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4981,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4982,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
4983,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4984,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Forest
4985,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4986,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4987,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4988,Grassland,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Wetland
4989,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4990,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4991,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4992,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4993,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4994,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4995,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4996,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4997,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4998,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4999,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5000,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5001,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5002,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5003,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5004,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5005,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
5006,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
5007,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5008,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5009,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5010,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5011,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5012,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5013,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5014,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5015,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5016,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5017,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5018,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5019,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5020,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5021,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5022,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5023,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
5024,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5025,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5026,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
5027,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Water
5028,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
5029,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5030,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
5031,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
5032,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
5033,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
5034,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
5035,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
5036,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
5037,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5038,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5039,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5040,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5041,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5042,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5043,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5044,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5045,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5046,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5047,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5048,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5049,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5050,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5051,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5052,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5053,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5054,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5055,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5056,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5057,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5058,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
5059,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5060,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
5061,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
5062,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5063,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
5064,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5065,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5066,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5067,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
5068,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
5069,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
5070,Grassland,Cropland,Built-up,Water,Non_Wetland,Cropland,Grassland,Cropland
5071,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5072,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
5073,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Forest
5074,Grassland,Cropland,Water,NULL,Water,NULL,Water,Grassland
5075,Grassland,Cropland,Water,NULL,Water,Grassland,Water,Cropland
5076,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
5077,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
5078,Grassland,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
5079,Grassland,Cropland,Water,Non_Water,Water,Water,Wetland,Water
5080,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
5081,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
5082,Grassland,Cropland,Water,Water,Water,NULL,Water,Grassland
5083,Grassland,Cropland,Water,Water,Water,Grassland,Water,Grassland
5084,Grassland,Cropland,Water,Water,Water,Cropland,NULL,Cropland
5085,Grassland,Cropland,Water,Water,Water,Cropland,Water,Cropland
5086,Grassland,Cropland,Water,Water,Water,Cropland,Water,Water
5087,Grassland,Cropland,Water,Water,Water,Water,NULL,Cropland
5088,Grassland,Cropland,Water,Water,Water,Water,NULL,Water
5089,Grassland,Cropland,Water,Water,Water,Water,Wetland,Water
5090,Grassland,Cropland,Water,Water,Water,Water,Water,Water
5091,Grassland,Cropland,Water,Water,Water,Water,Water,Forest
5092,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5093,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5094,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5095,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5096,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5097,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5098,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5099,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5100,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
5101,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5102,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5103,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5104,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5105,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5106,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5107,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5108,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5109,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5110,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5111,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5112,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5113,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5114,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5115,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5116,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5117,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5118,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5119,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5120,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5121,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5122,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5123,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5124,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5125,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5126,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5127,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5128,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5129,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
5130,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
5131,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
5132,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5133,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5134,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5135,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5136,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5137,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5138,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5139,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5140,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5141,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5142,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5143,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5144,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5145,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5146,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5147,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5148,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5149,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5150,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5151,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
5152,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5153,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
5154,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
5155,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5156,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
5157,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5158,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5159,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5160,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5161,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Water
5162,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5163,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5164,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
5165,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5166,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5167,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5168,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5169,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5170,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5171,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5172,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5173,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5174,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Water
5175,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5176,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5177,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5178,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5179,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5180,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5181,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5182,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
5183,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5184,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5185,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
5186,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5187,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5188,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5189,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5190,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5191,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5192,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5193,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5194,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5195,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5196,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5197,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5198,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5199,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
5200,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5201,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5202,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5203,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5204,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
5205,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5206,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5207,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5208,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5209,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5210,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
5211,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5212,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5213,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5214,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
5215,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Water
5216,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5217,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5218,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5219,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5220,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland,NULL,Forest
5221,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5222,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5223,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5224,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5225,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
