Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R
5124,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5125,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5126,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
5127,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
5128,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
5129,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5130,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
5131,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Cropland
5132,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
5133,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
5134,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
5135,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5136,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5137,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
5138,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5139,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5140,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5141,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5142,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5143,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
5144,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5145,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5146,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
5147,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
5148,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5149,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
5150,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
5151,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
5152,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5153,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
5154,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5155,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5156,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
5157,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5158,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Cropland
5159,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
5160,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5161,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5162,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
5163,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
5164,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
5165,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5166,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
5167,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5168,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
5169,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
5170,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5171,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5172,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
5173,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5174,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
5175,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5176,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
5177,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5178,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
5179,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5180,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
5181,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5182,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
5183,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
5184,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5185,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
5186,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5187,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5188,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
5189,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
5190,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
5191,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
5192,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5193,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
5194,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5195,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
5196,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5197,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5198,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5199,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
5200,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5201,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5202,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5203,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5204,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
5205,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5206,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5207,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
5208,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5209,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5210,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
5211,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5212,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
5213,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5214,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
5215,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5216,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5217,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
5218,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
5219,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
5220,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
5221,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
5222,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
5223,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
5224,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5225,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5226,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5227,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
5228,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5229,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
5230,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
5231,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
5232,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
5233,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5234,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5235,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
5236,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5237,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
5238,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5239,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
5240,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
5241,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5242,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5243,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
5244,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
5245,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
5246,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
5247,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5248,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5249,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5250,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
5251,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Wetland
5252,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5253,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5254,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5255,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5256,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5257,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5258,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5259,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5260,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5261,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5262,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5263,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5264,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5265,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5266,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5267,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
5268,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
5269,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5270,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5271,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
5272,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5273,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5274,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5275,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Wetland
5276,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5277,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5278,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5279,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5280,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5281,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5282,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5283,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5284,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
5285,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5286,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5287,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
5288,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5289,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
5290,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5291,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5292,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Cropland
5293,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
5294,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5295,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Cropland
5296,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Grassland
5297,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
5298,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5299,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
5300,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5301,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5302,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5303,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5304,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5305,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5306,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5307,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
5308,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
5309,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
5310,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5311,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
5312,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
5313,Grassland,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
5314,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
5315,Grassland,NULL,Water,NULL,Water,Wetland,Water,Wetland
5316,Grassland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
5317,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5318,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
5319,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5320,Grassland,NULL,Water,Water,Water,Wetland,NULL,Wetland
5321,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5322,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
5323,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
5324,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
5325,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5326,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5327,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5328,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5329,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5330,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5331,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5332,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5333,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5334,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5335,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5336,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5337,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5338,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5339,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
5340,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5341,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5342,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5343,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5344,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5345,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5346,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5347,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5348,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5349,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5350,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5351,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5352,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5353,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5354,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5355,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5356,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5357,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5358,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5359,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5360,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5361,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
5362,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5363,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5364,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5365,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Wetland
5366,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5367,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5368,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5369,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5370,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5371,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5372,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5373,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5374,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5375,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5376,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5377,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5378,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5379,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5380,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5381,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5382,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5383,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5384,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5385,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5386,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5387,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5388,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5389,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5390,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5391,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5392,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5393,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
5394,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5395,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5396,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5397,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5398,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5399,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5400,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5401,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5402,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5403,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5404,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5405,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
5406,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5407,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5408,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5409,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
5410,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5411,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
5412,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5413,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5414,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
5415,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5416,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5417,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5418,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5419,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5420,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5421,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5422,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5423,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5424,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5425,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5426,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5427,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5428,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5429,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5430,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5431,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5432,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5433,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5434,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5435,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5436,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
5437,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
5438,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5439,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
5440,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
5441,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5442,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5443,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5444,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5445,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5446,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5447,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5448,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5449,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
