Value,AFRICA_2024_DynamicWorld_2024_37PBP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBP_M_R,AFRICA_2024_GSW_Yearly_2021_37PBP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBP_M_R,AFRICA_2024_WorldCover_2021_37PBP_M_R
1685,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1686,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1687,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1688,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1689,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1690,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1691,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1692,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1693,Water,NULL,Cropland,NULL,Non_Wetland,Water
1694,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1695,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1696,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1697,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1698,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1699,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1700,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1701,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1702,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1703,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1704,Water,NULL,Wetland,NULL,Wetland,Grassland
1705,Water,NULL,Wetland,NULL,Wetland,Cropland
1706,Water,NULL,Wetland,NULL,Wetland,Wetland
1707,Water,NULL,Wetland,NULL,Wetland,Forest
1708,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1709,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1710,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1711,Water,NULL,Wetland,Non_Water,Wetland,Water
1712,Water,NULL,Wetland,Water,Wetland,Grassland
1713,Water,NULL,Wetland,Water,Wetland,Cropland
1714,Water,NULL,Wetland,Water,Wetland,Wetland
1715,Water,NULL,Wetland,Water,Wetland,Bareland
1716,Water,NULL,Wetland,Water,Wetland,Water
1717,Water,NULL,Wetland,Water,Wetland,Forest
1718,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1719,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1720,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1721,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1722,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1723,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1724,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1725,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1726,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1727,Water,NULL,Bareland,NULL,Non_Wetland,Water
1728,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1729,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1730,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1731,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1732,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1733,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1734,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1735,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1736,Water,NULL,Bareland,Water,Non_Wetland,Water
1737,Water,NULL,Bareland,Water,Non_Wetland,Forest
1738,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1739,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1740,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1741,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1742,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1743,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1744,Water,NULL,Water,NULL,Water,Grassland
1745,Water,NULL,Water,NULL,Water,Cropland
1746,Water,NULL,Water,NULL,Water,Forest
1747,Water,NULL,Water,Water,Water,Grassland
1748,Water,NULL,Water,Water,Water,Wetland
1749,Water,NULL,Water,Water,Water,Water
1750,Water,NULL,Water,Water,Water,Forest
1751,Water,NULL,Forest,NULL,Non_Wetland,NULL
1752,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1753,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1754,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1755,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1756,Water,NULL,Forest,NULL,Non_Wetland,Water
1757,Water,NULL,Forest,NULL,Non_Wetland,Forest
1758,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1759,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1760,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1761,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1762,Water,NULL,Forest,Water,Non_Wetland,NULL
1763,Water,NULL,Forest,Water,Non_Wetland,Grassland
1764,Water,NULL,Forest,Water,Non_Wetland,Wetland
1765,Water,NULL,Forest,Water,Non_Wetland,Bareland
1766,Water,NULL,Forest,Water,Non_Wetland,Forest
1767,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1768,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1769,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1770,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1771,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1772,Water,Cropland,NULL,NULL,Non_Wetland,Water
1773,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1774,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1775,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1776,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1777,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1778,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1779,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1780,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1781,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1782,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1783,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1784,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1785,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1786,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1787,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1788,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1789,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1790,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1791,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1792,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1793,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1794,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1795,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1796,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1797,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1798,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1799,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1800,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1801,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1802,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1803,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1804,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1805,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1806,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1807,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1808,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1809,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1810,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1811,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1812,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1813,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1814,Water,Cropland,Wetland,NULL,Wetland,Grassland
1815,Water,Cropland,Wetland,NULL,Wetland,Cropland
1816,Water,Cropland,Wetland,NULL,Wetland,Wetland
1817,Water,Cropland,Wetland,NULL,Wetland,Water
1818,Water,Cropland,Wetland,NULL,Wetland,Forest
1819,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1820,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1821,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1822,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1823,Water,Cropland,Wetland,Water,Wetland,NULL
1824,Water,Cropland,Wetland,Water,Wetland,Grassland
1825,Water,Cropland,Wetland,Water,Wetland,Cropland
1826,Water,Cropland,Wetland,Water,Wetland,Wetland
1827,Water,Cropland,Wetland,Water,Wetland,Water
1828,Water,Cropland,Wetland,Water,Wetland,Forest
1829,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1830,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1831,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1832,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1833,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1834,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1835,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1836,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1837,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1838,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1839,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1840,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1841,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1842,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1843,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1844,Water,Cropland,Bareland,Water,Non_Wetland,Water
1845,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1846,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1847,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1848,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1849,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1850,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1851,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1852,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1853,Water,Cropland,Water,NULL,Water,NULL
1854,Water,Cropland,Water,NULL,Water,Cropland
1855,Water,Cropland,Water,NULL,Water,Wetland
1856,Water,Cropland,Water,NULL,Water,Water
1857,Water,Cropland,Water,NULL,Water,Forest
1858,Water,Cropland,Water,Non_Water,Water,Cropland
1859,Water,Cropland,Water,Non_Water,Water,Wetland
1860,Water,Cropland,Water,Non_Water,Water,Water
1861,Water,Cropland,Water,Non_Water,Water,Forest
1862,Water,Cropland,Water,Water,Water,Cropland
1863,Water,Cropland,Water,Water,Water,Water
1864,Water,Cropland,Water,Water,Water,Forest
1865,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1866,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1867,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1868,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1869,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1870,Water,Cropland,Forest,NULL,Non_Wetland,Water
1871,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1872,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1873,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1874,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1875,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1876,Water,Cropland,Forest,Water,Non_Wetland,NULL
1877,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1878,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1879,Water,Cropland,Forest,Water,Non_Wetland,Water
1880,Water,Cropland,Forest,Water,Non_Wetland,Forest
1881,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1882,Water,Wetland,NULL,Water,Non_Wetland,Cropland
1883,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1884,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1885,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1886,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1887,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1888,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1889,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1890,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1891,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1892,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1893,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1894,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1895,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1896,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1897,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1898,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1899,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1900,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1901,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1902,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1903,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1904,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1905,Water,Wetland,Wetland,NULL,Wetland,NULL
1906,Water,Wetland,Wetland,NULL,Wetland,Cropland
1907,Water,Wetland,Wetland,NULL,Wetland,Wetland
1908,Water,Wetland,Wetland,NULL,Wetland,Bareland
1909,Water,Wetland,Wetland,NULL,Wetland,Forest
1910,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1911,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1912,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1913,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1914,Water,Wetland,Wetland,Non_Water,Wetland,Water
1915,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1916,Water,Wetland,Wetland,Water,Wetland,Grassland
1917,Water,Wetland,Wetland,Water,Wetland,Cropland
1918,Water,Wetland,Wetland,Water,Wetland,Wetland
1919,Water,Wetland,Wetland,Water,Wetland,Bareland
1920,Water,Wetland,Wetland,Water,Wetland,Water
1921,Water,Wetland,Wetland,Water,Wetland,Forest
1922,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1923,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1924,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1925,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1926,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1927,Water,Wetland,Bareland,Water,Non_Wetland,Water
1928,Water,Wetland,Water,NULL,Water,Wetland
1929,Water,Wetland,Water,NULL,Water,Water
1930,Water,Wetland,Water,NULL,Water,Forest
1931,Water,Wetland,Water,Non_Water,Water,Wetland
1932,Water,Wetland,Water,Non_Water,Water,Water
1933,Water,Wetland,Water,Water,Water,Grassland
1934,Water,Wetland,Water,Water,Water,Cropland
1935,Water,Wetland,Water,Water,Water,Wetland
1936,Water,Wetland,Water,Water,Water,Water
1937,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1938,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1939,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1940,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1941,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1942,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1943,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1944,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1945,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1946,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1947,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1948,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1949,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
1950,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1951,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1952,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1953,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1954,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1955,Water,Built-up,Grassland,Water,Non_Wetland,Cropland
1956,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1957,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1958,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1959,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1960,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
1961,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1962,Water,Built-up,Wetland,NULL,Wetland,Cropland
1963,Water,Built-up,Wetland,NULL,Wetland,Wetland
1964,Water,Built-up,Wetland,NULL,Wetland,Bareland
1965,Water,Built-up,Wetland,NULL,Wetland,Water
1966,Water,Built-up,Wetland,NULL,Wetland,Forest
1967,Water,Built-up,Wetland,Non_Water,Wetland,Cropland
1968,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1969,Water,Built-up,Wetland,Water,Wetland,Cropland
1970,Water,Built-up,Wetland,Water,Wetland,Wetland
1971,Water,Built-up,Wetland,Water,Wetland,Water
1972,Water,Built-up,Wetland,Water,Wetland,Forest
1973,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1974,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1975,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1976,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1977,Water,Built-up,Bareland,Water,Non_Wetland,Wetland
1978,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
1979,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1980,Water,Built-up,Water,NULL,Water,Water
1981,Water,Built-up,Water,Non_Water,Water,Water
1982,Water,Built-up,Water,Non_Water,Water,Forest
1983,Water,Built-up,Water,Water,Water,Water
1984,Water,Built-up,Water,Water,Water,Forest
1985,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1986,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1987,Water,Built-up,Forest,Water,Non_Wetland,Forest
1988,Water,Water,NULL,NULL,Non_Wetland,NULL
1989,Water,Water,NULL,NULL,Non_Wetland,Grassland
1990,Water,Water,NULL,NULL,Non_Wetland,Cropland
1991,Water,Water,NULL,NULL,Non_Wetland,Wetland
1992,Water,Water,NULL,NULL,Non_Wetland,Bareland
1993,Water,Water,NULL,NULL,Non_Wetland,Water
1994,Water,Water,NULL,NULL,Non_Wetland,Forest
1995,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1996,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1997,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1998,Water,Water,NULL,Non_Water,Non_Wetland,Water
1999,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2000,Water,Water,NULL,Water,Non_Wetland,NULL
2001,Water,Water,NULL,Water,Non_Wetland,Grassland
2002,Water,Water,NULL,Water,Non_Wetland,Cropland
2003,Water,Water,NULL,Water,Non_Wetland,Wetland
2004,Water,Water,NULL,Water,Non_Wetland,Bareland
2005,Water,Water,NULL,Water,Non_Wetland,Water
2006,Water,Water,NULL,Water,Non_Wetland,Forest
2007,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2008,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2009,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2010,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2011,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2012,Water,Water,Shrubland,NULL,Non_Wetland,Water
2013,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2014,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2015,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2016,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2017,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2018,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2019,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2020,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2021,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2022,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2023,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2024,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2025,Water,Water,Shrubland,Water,Non_Wetland,Water
2026,Water,Water,Shrubland,Water,Non_Wetland,Forest
2027,Water,Water,Grassland,NULL,Non_Wetland,NULL
2028,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2029,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2030,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2031,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2032,Water,Water,Grassland,NULL,Non_Wetland,Water
2033,Water,Water,Grassland,NULL,Non_Wetland,Forest
2034,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
2035,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2036,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2037,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2038,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2039,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2040,Water,Water,Grassland,Water,Non_Wetland,Grassland
2041,Water,Water,Grassland,Water,Non_Wetland,Cropland
2042,Water,Water,Grassland,Water,Non_Wetland,Wetland
2043,Water,Water,Grassland,Water,Non_Wetland,Bareland
2044,Water,Water,Grassland,Water,Non_Wetland,Water
2045,Water,Water,Grassland,Water,Non_Wetland,Forest
2046,Water,Water,Cropland,NULL,Non_Wetland,NULL
2047,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2048,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2049,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2050,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2051,Water,Water,Cropland,NULL,Non_Wetland,Water
2052,Water,Water,Cropland,NULL,Non_Wetland,Forest
2053,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2054,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2055,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2056,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2057,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2058,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2059,Water,Water,Cropland,Water,Non_Wetland,NULL
2060,Water,Water,Cropland,Water,Non_Wetland,Grassland
2061,Water,Water,Cropland,Water,Non_Wetland,Cropland
2062,Water,Water,Cropland,Water,Non_Wetland,Wetland
2063,Water,Water,Cropland,Water,Non_Wetland,Bareland
2064,Water,Water,Cropland,Water,Non_Wetland,Water
2065,Water,Water,Cropland,Water,Non_Wetland,Forest
2066,Water,Water,Wetland,NULL,Wetland,NULL
2067,Water,Water,Wetland,NULL,Wetland,Grassland
2068,Water,Water,Wetland,NULL,Wetland,Cropland
2069,Water,Water,Wetland,NULL,Wetland,Wetland
2070,Water,Water,Wetland,NULL,Wetland,Bareland
2071,Water,Water,Wetland,NULL,Wetland,Water
2072,Water,Water,Wetland,NULL,Wetland,Forest
2073,Water,Water,Wetland,Non_Water,Wetland,NULL
2074,Water,Water,Wetland,Non_Water,Wetland,Grassland
2075,Water,Water,Wetland,Non_Water,Wetland,Cropland
2076,Water,Water,Wetland,Non_Water,Wetland,Wetland
2077,Water,Water,Wetland,Non_Water,Wetland,Bareland
2078,Water,Water,Wetland,Non_Water,Wetland,Water
2079,Water,Water,Wetland,Non_Water,Wetland,Forest
2080,Water,Water,Wetland,Water,Wetland,NULL
2081,Water,Water,Wetland,Water,Wetland,Grassland
2082,Water,Water,Wetland,Water,Wetland,Cropland
2083,Water,Water,Wetland,Water,Wetland,Wetland
2084,Water,Water,Wetland,Water,Wetland,Bareland
2085,Water,Water,Wetland,Water,Wetland,Water
2086,Water,Water,Wetland,Water,Wetland,Forest
2087,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2088,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2089,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2090,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2091,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2092,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2093,Water,Water,Bareland,NULL,Non_Wetland,NULL
2094,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2095,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2096,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2097,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2098,Water,Water,Bareland,NULL,Non_Wetland,Water
2099,Water,Water,Bareland,NULL,Non_Wetland,Forest
2100,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
2101,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2102,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2103,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2104,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2105,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2106,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2107,Water,Water,Bareland,Water,Non_Wetland,NULL
2108,Water,Water,Bareland,Water,Non_Wetland,Grassland
2109,Water,Water,Bareland,Water,Non_Wetland,Cropland
2110,Water,Water,Bareland,Water,Non_Wetland,Wetland
2111,Water,Water,Bareland,Water,Non_Wetland,Bareland
2112,Water,Water,Bareland,Water,Non_Wetland,Water
2113,Water,Water,Bareland,Water,Non_Wetland,Forest
2114,Water,Water,Built-up,NULL,Non_Wetland,NULL
2115,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2116,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2117,Water,Water,Built-up,NULL,Non_Wetland,Wetland
2118,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2119,Water,Water,Built-up,NULL,Non_Wetland,Water
2120,Water,Water,Built-up,NULL,Non_Wetland,Forest
2121,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2122,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
2123,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2124,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2125,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2126,Water,Water,Built-up,Water,Non_Wetland,Grassland
2127,Water,Water,Built-up,Water,Non_Wetland,Cropland
2128,Water,Water,Built-up,Water,Non_Wetland,Bareland
2129,Water,Water,Built-up,Water,Non_Wetland,Water
2130,Water,Water,Built-up,Water,Non_Wetland,Forest
