Value,AFRICA_2024_DynamicWorld_2024_36PXV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,AFRICA_2024_WorldCover_2021_36PXV_M_R
427,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
428,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
429,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
430,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
431,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
432,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
433,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
434,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
435,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
436,NULL,Water,Shrubland,Water,Non_Wetland,Forest
437,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
438,NULL,Water,Grassland,NULL,Non_Wetland,Forest
439,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
440,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
441,NULL,Water,Cropland,NULL,Non_Wetland,NULL
442,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
443,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
444,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
445,NULL,Water,Cropland,NULL,Non_Wetland,Forest
446,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
447,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
448,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
449,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
450,NULL,Water,Cropland,Water,Non_Wetland,Grassland
451,NULL,Water,Cropland,Water,Non_Wetland,Cropland
452,NULL,Water,Cropland,Water,Non_Wetland,Bareland
453,NULL,Water,Cropland,Water,Non_Wetland,Forest
454,NULL,Water,Wetland,NULL,Wetland,Bareland
455,NULL,Water,Wetland,Non_Water,Wetland,Wetland
456,NULL,Water,Wetland,Water,Wetland,Wetland
457,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
458,NULL,Water,Water,NULL,Water,Forest
459,NULL,Water,Forest,NULL,Non_Wetland,NULL
460,NULL,Water,Forest,NULL,Non_Wetland,Grassland
461,NULL,Water,Forest,NULL,Non_Wetland,Cropland
462,NULL,Water,Forest,NULL,Non_Wetland,Forest
463,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
464,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
465,NULL,Water,Forest,Water,Non_Wetland,Cropland
466,NULL,Water,Forest,Water,Non_Wetland,Wetland
467,NULL,Forest,NULL,NULL,Non_Wetland,NULL
468,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
469,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
470,NULL,Forest,NULL,NULL,Non_Wetland,Forest
471,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
472,NULL,Forest,NULL,Water,Non_Wetland,Grassland
473,NULL,Forest,NULL,Water,Non_Wetland,Cropland
474,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
475,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
476,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
477,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
478,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
479,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
480,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
481,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
482,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
483,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
484,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
485,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
486,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
487,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
488,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
489,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
490,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
491,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
492,NULL,Forest,Grassland,Non_Water,Non_Wetland,Cropland
493,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
494,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
495,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
496,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
497,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
498,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
499,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
500,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
501,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
502,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
503,NULL,Forest,Cropland,Water,Non_Wetland,Wetland
504,NULL,Forest,Wetland,NULL,Wetland,NULL
505,NULL,Forest,Wetland,NULL,Wetland,Grassland
506,NULL,Forest,Wetland,NULL,Wetland,Cropland
507,NULL,Forest,Wetland,NULL,Wetland,Forest
508,NULL,Forest,Wetland,Non_Water,Wetland,NULL
509,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
510,NULL,Forest,Wetland,Non_Water,Wetland,Forest
511,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
512,NULL,Forest,Forest,NULL,Non_Wetland,NULL
513,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
514,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
515,NULL,Forest,Forest,NULL,Non_Wetland,Forest
516,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
517,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
518,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
519,NULL,Forest,Forest,Water,Non_Wetland,Grassland
520,NULL,Forest,Forest,Water,Non_Wetland,Wetland
521,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
522,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
523,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
524,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
525,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
526,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
527,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
528,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
529,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
530,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
531,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
536,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
537,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
538,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
539,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
540,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
541,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
542,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
543,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
544,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
545,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
546,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
547,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
548,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
549,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
550,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
551,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
552,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
553,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
554,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
555,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
556,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
557,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
558,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
559,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
560,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
561,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
562,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
563,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
564,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
566,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
567,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
568,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
569,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
570,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
571,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
572,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland
573,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
574,Grassland,NULL,Wetland,NULL,Wetland,NULL
575,Grassland,NULL,Wetland,NULL,Wetland,Grassland
576,Grassland,NULL,Wetland,NULL,Wetland,Cropland
577,Grassland,NULL,Wetland,NULL,Wetland,Wetland
578,Grassland,NULL,Wetland,NULL,Wetland,Forest
579,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
580,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
581,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
582,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
583,Grassland,NULL,Wetland,Non_Water,Wetland,Water
584,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
585,Grassland,NULL,Wetland,Water,Wetland,Grassland
586,Grassland,NULL,Wetland,Water,Wetland,Cropland
587,Grassland,NULL,Wetland,Water,Wetland,Wetland
588,Grassland,NULL,Wetland,Water,Wetland,Water
589,Grassland,NULL,Wetland,Water,Wetland,Forest
590,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
591,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
592,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
593,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
594,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
595,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
596,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
597,Grassland,NULL,Water,Water,Water,Cropland
598,Grassland,NULL,Water,Water,Water,Wetland
599,Grassland,NULL,Water,Water,Water,Water
600,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
601,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
602,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
603,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
604,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
605,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
606,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
607,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
608,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
609,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
610,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
611,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
612,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
613,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
614,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
615,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
616,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
617,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
618,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL
619,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
620,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
621,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
622,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
623,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
624,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
625,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
626,Grassland,Cropland,NULL,Water,Non_Wetland,Forest
627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
632,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
633,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
634,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
635,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
636,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
637,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
638,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
639,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
640,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland
641,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
642,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
643,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
644,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
645,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
646,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
647,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
648,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
649,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
650,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
651,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
652,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
653,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
654,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
655,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
656,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
657,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
658,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
659,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
660,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
661,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
662,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
663,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
664,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
665,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
666,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
667,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
668,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
669,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
670,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
671,Grassland,Cropland,Wetland,NULL,Wetland,NULL
672,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
673,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
674,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
675,Grassland,Cropland,Wetland,NULL,Wetland,Forest
676,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
677,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
678,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
679,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
680,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
681,Grassland,Cropland,Wetland,Water,Wetland,Grassland
682,Grassland,Cropland,Wetland,Water,Wetland,Cropland
683,Grassland,Cropland,Wetland,Water,Wetland,Wetland
684,Grassland,Cropland,Wetland,Water,Wetland,Water
685,Grassland,Cropland,Wetland,Water,Wetland,Forest
686,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
687,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
688,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
689,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
690,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
691,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
692,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
693,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
694,Grassland,Cropland,Water,Non_Water,Water,Forest
695,Grassland,Cropland,Water,Water,Water,Cropland
696,Grassland,Cropland,Water,Water,Water,Wetland
697,Grassland,Cropland,Water,Water,Water,Water
698,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
699,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
700,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
701,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
702,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
703,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
704,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
705,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
706,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
707,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
708,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
709,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
710,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
711,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
712,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
713,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
714,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
715,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
716,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
717,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
718,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
719,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
720,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
721,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
722,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
723,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
724,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
725,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
726,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
727,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
728,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
729,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
730,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
731,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
732,Grassland,Wetland,Wetland,NULL,Wetland,Forest
733,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
734,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
735,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
736,Grassland,Wetland,Wetland,Water,Wetland,Grassland
737,Grassland,Wetland,Wetland,Water,Wetland,Wetland
738,Grassland,Wetland,Wetland,Water,Wetland,Water
739,Grassland,Wetland,Wetland,Water,Wetland,Forest
740,Grassland,Wetland,Water,Water,Water,Water
741,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
742,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
743,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
744,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
745,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
746,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
747,Grassland,Wetland,Forest,Water,Non_Wetland,NULL
748,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
749,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
750,Grassland,Wetland,Forest,Water,Non_Wetland,Water
751,Grassland,Bareland,Wetland,Water,Wetland,Wetland
752,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
753,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
754,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
755,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
756,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
757,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
758,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
759,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
760,Grassland,Water,Cropland,Water,Non_Wetland,Forest
761,Grassland,Water,Wetland,Water,Wetland,Water
762,Grassland,Water,Water,Water,Water,Wetland
763,Grassland,Water,Water,Water,Water,Water
764,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
765,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
766,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
767,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
768,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
769,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
770,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
771,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
772,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
773,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
774,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
775,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
776,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
777,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
778,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
779,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
780,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
781,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
782,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
783,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
784,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
785,Grassland,Forest,Wetland,NULL,Wetland,Grassland
786,Grassland,Forest,Wetland,NULL,Wetland,Wetland
787,Grassland,Forest,Wetland,NULL,Wetland,Forest
788,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
789,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
790,Grassland,Forest,Wetland,Water,Wetland,Wetland
791,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
792,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
793,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
794,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
795,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
796,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
797,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
798,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
799,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
800,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
801,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
802,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
803,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
804,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
805,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
806,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
807,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
808,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
809,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
810,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
811,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
812,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
813,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
814,Cropland,NULL,NULL,Water,Non_Wetland,Forest
815,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
816,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
817,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
818,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
819,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
820,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
821,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
822,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
823,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
824,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
825,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
826,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
827,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
828,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
829,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
830,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
831,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
832,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
833,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
834,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
835,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
836,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
837,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
838,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
839,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
840,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
841,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
842,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
843,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
844,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
845,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
846,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
847,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
848,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
849,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
850,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
851,Cropland,NULL,Grassland,Water,Non_Wetland,Water
852,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
