Value,AFRICA_2024_DynamicWorld_2024_36PYR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYR_M_R,AFRICA_2024_GSW_Yearly_2021_36PYR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYR_M_R,AFRICA_2024_WorldCover_2021_36PYR_M_R
1719,Water,Water,Water,NULL,Water,Grassland
1720,Water,Water,Water,NULL,Water,Cropland
1721,Water,Water,Water,NULL,Water,Wetland
1722,Water,Water,Water,NULL,Water,Bareland
1723,Water,Water,Water,NULL,Water,Water
1724,Water,Water,Water,NULL,Water,Forest
1725,Water,Water,Water,Non_Water,Water,Grassland
1726,Water,Water,Water,Non_Water,Water,Cropland
1727,Water,Water,Water,Non_Water,Water,Bareland
1728,Water,Water,Water,Non_Water,Water,Water
1729,Water,Water,Water,Non_Water,Water,Forest
1730,Water,Water,Water,Water,Water,Grassland
1731,Water,Water,Water,Water,Water,Cropland
1732,Water,Water,Water,Water,Water,Wetland
1733,Water,Water,Water,Water,Water,Bareland
1734,Water,Water,Water,Water,Water,Water
1735,Water,Water,Water,Water,Water,Forest
1736,Water,Water,Forest,NULL,Non_Wetland,NULL
1737,Water,Water,Forest,NULL,Non_Wetland,Grassland
1738,Water,Water,Forest,NULL,Non_Wetland,Cropland
1739,Water,Water,Forest,NULL,Non_Wetland,Wetland
1740,Water,Water,Forest,NULL,Non_Wetland,Bareland
1741,Water,Water,Forest,NULL,Non_Wetland,Water
1742,Water,Water,Forest,NULL,Non_Wetland,Forest
1743,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1744,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1745,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1746,Water,Water,Forest,Non_Water,Non_Wetland,Water
1747,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1748,Water,Water,Forest,Water,Non_Wetland,Grassland
1749,Water,Water,Forest,Water,Non_Wetland,Cropland
1750,Water,Water,Forest,Water,Non_Wetland,Wetland
1751,Water,Water,Forest,Water,Non_Wetland,Bareland
1752,Water,Water,Forest,Water,Non_Wetland,Water
1753,Water,Water,Forest,Water,Non_Wetland,Forest
1754,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1755,Water,Forest,NULL,NULL,Non_Wetland,Forest
1756,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1757,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1758,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1759,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1760,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1761,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1762,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1763,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1764,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1765,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1766,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1767,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1768,Water,Forest,Water,NULL,Water,Grassland
1769,Water,Forest,Water,NULL,Water,Forest
1770,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1771,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1772,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1773,Water,Forest,Forest,NULL,Non_Wetland,Water
1774,Water,Forest,Forest,NULL,Non_Wetland,Forest
1775,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1776,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1777,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1778,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1779,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1780,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1781,Forest,NULL,NULL,NULL,Non_Wetland,Water
1782,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1783,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1784,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1785,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1786,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1787,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1788,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1789,Forest,NULL,NULL,Water,Non_Wetland,Forest
1790,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1791,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1792,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1793,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1794,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1795,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1796,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1797,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1798,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1799,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1800,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1801,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1802,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1803,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1804,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1805,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1806,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1807,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1808,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1809,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1810,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1811,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1812,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1813,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1814,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1815,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1816,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1817,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1818,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1819,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1820,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1821,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1822,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1823,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1824,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1825,Forest,NULL,Wetland,NULL,Wetland,NULL
1826,Forest,NULL,Wetland,NULL,Wetland,Grassland
1827,Forest,NULL,Wetland,NULL,Wetland,Cropland
1828,Forest,NULL,Wetland,NULL,Wetland,Wetland
1829,Forest,NULL,Wetland,NULL,Wetland,Water
1830,Forest,NULL,Wetland,NULL,Wetland,Forest
1831,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1832,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1833,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1834,Forest,NULL,Wetland,Water,Wetland,Cropland
1835,Forest,NULL,Wetland,Water,Wetland,Wetland
1836,Forest,NULL,Wetland,Water,Wetland,Bareland
1837,Forest,NULL,Wetland,Water,Wetland,Water
1838,Forest,NULL,Wetland,Water,Wetland,Forest
1839,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1840,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1841,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1842,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1843,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1844,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1845,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1846,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1847,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1848,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1849,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1850,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1851,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1852,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1853,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1854,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1855,Forest,NULL,Bareland,Water,Non_Wetland,Water
1856,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1857,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1858,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1859,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1860,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1861,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1862,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1863,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1864,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1865,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1866,Forest,NULL,Water,NULL,Water,NULL
1867,Forest,NULL,Water,NULL,Water,Grassland
1868,Forest,NULL,Water,NULL,Water,Cropland
1869,Forest,NULL,Water,NULL,Water,Bareland
1870,Forest,NULL,Water,NULL,Water,Water
1871,Forest,NULL,Water,NULL,Water,Forest
1872,Forest,NULL,Water,Water,Water,Forest
1873,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1874,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1875,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1876,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1877,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1878,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1879,Forest,NULL,Forest,NULL,Non_Wetland,Water
1880,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1881,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1882,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1883,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1884,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1885,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1886,Forest,NULL,Forest,Water,Non_Wetland,NULL
1887,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1888,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1889,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1890,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1891,Forest,NULL,Forest,Water,Non_Wetland,Forest
1892,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1893,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1894,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1895,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1896,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1897,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1898,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1899,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1900,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
1901,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1902,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1903,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1904,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1905,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1906,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1907,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1908,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1909,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1910,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1911,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1912,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1913,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1914,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1915,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1916,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1917,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1918,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1919,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1920,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1921,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1922,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1923,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1924,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1925,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1926,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1927,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1928,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1929,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1930,Forest,Cropland,Wetland,NULL,Wetland,Water
1931,Forest,Cropland,Wetland,NULL,Wetland,Forest
1932,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1933,Forest,Cropland,Wetland,Water,Wetland,Cropland
1934,Forest,Cropland,Wetland,Water,Wetland,Wetland
1935,Forest,Cropland,Wetland,Water,Wetland,Water
1936,Forest,Cropland,Wetland,Water,Wetland,Forest
1937,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1938,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1939,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1940,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1941,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1942,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1943,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1944,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1945,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1946,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1947,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
1948,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1949,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1950,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1951,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1952,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1953,Forest,Cropland,Water,NULL,Water,Cropland
1954,Forest,Cropland,Water,Water,Water,Cropland
1955,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1956,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1957,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1958,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1959,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1960,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1961,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1962,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1963,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1964,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1965,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1966,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1967,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1968,Forest,Cropland,Forest,Water,Non_Wetland,Water
1969,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1970,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1971,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1972,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
1973,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1974,Forest,Wetland,NULL,NULL,Non_Wetland,Water
1975,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1976,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1977,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1978,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1979,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1980,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1981,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1982,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1983,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1984,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1985,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1986,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1987,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1988,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1989,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1990,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1991,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1992,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1993,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1994,Forest,Wetland,Wetland,NULL,Wetland,NULL
1995,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1996,Forest,Wetland,Wetland,NULL,Wetland,Cropland
1997,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1998,Forest,Wetland,Wetland,NULL,Wetland,Water
1999,Forest,Wetland,Wetland,NULL,Wetland,Forest
2000,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2001,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2002,Forest,Wetland,Wetland,Water,Wetland,Wetland
2003,Forest,Wetland,Wetland,Water,Wetland,Forest
2004,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2005,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
2006,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2007,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
2008,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2009,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
2010,Forest,Wetland,Water,NULL,Water,Wetland
2011,Forest,Wetland,Water,NULL,Water,Water
2012,Forest,Wetland,Water,NULL,Water,Forest
2013,Forest,Wetland,Water,Water,Water,Forest
2014,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2015,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2016,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2017,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2018,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2019,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2020,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2021,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2022,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2023,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2024,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
2025,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2026,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2027,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2028,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2029,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2030,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2031,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2032,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2033,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2034,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2035,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2036,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2037,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2038,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2039,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2040,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2041,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2042,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2043,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2044,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2045,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2046,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2047,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2048,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2049,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2050,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2051,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2052,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2053,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2054,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2055,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2056,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2057,Forest,Water,NULL,NULL,Non_Wetland,NULL
2058,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2059,Forest,Water,NULL,NULL,Non_Wetland,Cropland
2060,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2061,Forest,Water,NULL,NULL,Non_Wetland,Water
2062,Forest,Water,NULL,NULL,Non_Wetland,Forest
2063,Forest,Water,NULL,Water,Non_Wetland,Forest
2064,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2065,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2066,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2067,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2068,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2069,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2070,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2071,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2072,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2073,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2074,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2075,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2076,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2077,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2078,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2079,Forest,Water,Grassland,NULL,Non_Wetland,Water
2080,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2081,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2082,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2083,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2084,Forest,Water,Cropland,NULL,Non_Wetland,Water
2085,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2086,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2087,Forest,Water,Cropland,Water,Non_Wetland,Forest
2088,Forest,Water,Wetland,NULL,Wetland,NULL
2089,Forest,Water,Wetland,NULL,Wetland,Grassland
2090,Forest,Water,Wetland,NULL,Wetland,Cropland
2091,Forest,Water,Wetland,NULL,Wetland,Wetland
2092,Forest,Water,Wetland,NULL,Wetland,Bareland
2093,Forest,Water,Wetland,NULL,Wetland,Water
2094,Forest,Water,Wetland,NULL,Wetland,Forest
2095,Forest,Water,Wetland,Non_Water,Wetland,Water
2096,Forest,Water,Wetland,Non_Water,Wetland,Forest
2097,Forest,Water,Wetland,Water,Wetland,Water
2098,Forest,Water,Wetland,Water,Wetland,Forest
2099,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2100,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2101,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2102,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
2103,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2104,Forest,Water,Bareland,NULL,Non_Wetland,Water
2105,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2106,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2107,Forest,Water,Bareland,Water,Non_Wetland,Water
2108,Forest,Water,Bareland,Water,Non_Wetland,Forest
2109,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2110,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
2111,Forest,Water,Built-up,NULL,Non_Wetland,Water
2112,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2113,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2114,Forest,Water,Built-up,Water,Non_Wetland,Forest
2115,Forest,Water,Water,NULL,Water,Bareland
2116,Forest,Water,Water,NULL,Water,Water
2117,Forest,Water,Water,NULL,Water,Forest
2118,Forest,Water,Water,Non_Water,Water,Water
2119,Forest,Water,Water,Non_Water,Water,Forest
2120,Forest,Water,Water,Water,Water,Water
2121,Forest,Water,Water,Water,Water,Forest
2122,Forest,Water,Forest,NULL,Non_Wetland,NULL
2123,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2124,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2125,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2126,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2127,Forest,Water,Forest,NULL,Non_Wetland,Water
2128,Forest,Water,Forest,NULL,Non_Wetland,Forest
2129,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2130,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2131,Forest,Water,Forest,Water,Non_Wetland,NULL
2132,Forest,Water,Forest,Water,Non_Wetland,Cropland
2133,Forest,Water,Forest,Water,Non_Wetland,Water
2134,Forest,Water,Forest,Water,Non_Wetland,Forest
2135,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2137,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2138,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2139,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2140,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2141,Forest,Forest,NULL,NULL,Non_Wetland,Water
2142,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2143,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2144,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
2145,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2146,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2147,Forest,Forest,NULL,Water,Non_Wetland,Cropland
2148,Forest,Forest,NULL,Water,Non_Wetland,Bareland
2149,Forest,Forest,NULL,Water,Non_Wetland,Forest
2150,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2151,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2152,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2153,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2154,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2155,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
