Value,AFRICA_2024_DynamicWorld_2024_36PXU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXU_M_R,AFRICA_2024_GSW_Yearly_2021_36PXU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXU_M_R,AFRICA_2024_WorldCover_2021_36PXU_M_R
1684,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1685,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1686,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1687,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1688,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1689,Water,NULL,Shrubland,Water,Non_Wetland,Water
1690,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1691,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1692,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1693,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1694,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1695,Water,NULL,Grassland,NULL,Non_Wetland,Water
1696,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1697,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1698,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1699,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1700,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1701,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1702,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1703,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1704,Water,NULL,Grassland,Water,Non_Wetland,Water
1705,Water,NULL,Grassland,Water,Non_Wetland,Forest
1706,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1707,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1708,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1709,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1710,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1711,Water,NULL,Cropland,NULL,Non_Wetland,Water
1712,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1713,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1714,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1715,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1716,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1717,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1718,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1719,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1720,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1721,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1722,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1723,Water,NULL,Cropland,Water,Non_Wetland,Water
1724,Water,NULL,Cropland,Water,Non_Wetland,Forest
1725,Water,NULL,Wetland,NULL,Wetland,Grassland
1726,Water,NULL,Wetland,NULL,Wetland,Cropland
1727,Water,NULL,Wetland,NULL,Wetland,Bareland
1728,Water,NULL,Wetland,NULL,Wetland,Water
1729,Water,NULL,Wetland,NULL,Wetland,Forest
1730,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1731,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1732,Water,NULL,Wetland,Non_Water,Wetland,Forest
1733,Water,NULL,Wetland,Water,Wetland,Grassland
1734,Water,NULL,Wetland,Water,Wetland,Cropland
1735,Water,NULL,Wetland,Water,Wetland,Wetland
1736,Water,NULL,Wetland,Water,Wetland,Bareland
1737,Water,NULL,Wetland,Water,Wetland,Water
1738,Water,NULL,Wetland,Water,Wetland,Forest
1739,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1740,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1741,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1742,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1743,Water,NULL,Bareland,NULL,Non_Wetland,Water
1744,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1745,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1746,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1747,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1748,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1749,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1750,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1751,Water,NULL,Bareland,Water,Non_Wetland,Water
1752,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1753,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1754,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1755,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1756,Water,NULL,Water,NULL,Water,Grassland
1757,Water,NULL,Water,NULL,Water,Water
1758,Water,NULL,Water,NULL,Water,Forest
1759,Water,NULL,Water,Non_Water,Water,Water
1760,Water,NULL,Water,Water,Water,Grassland
1761,Water,NULL,Water,Water,Water,Cropland
1762,Water,NULL,Water,Water,Water,Wetland
1763,Water,NULL,Water,Water,Water,Bareland
1764,Water,NULL,Water,Water,Water,Water
1765,Water,NULL,Water,Water,Water,Forest
1766,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1767,Water,NULL,Forest,NULL,Non_Wetland,Forest
1768,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1769,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1770,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1771,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1772,Water,NULL,Forest,Water,Non_Wetland,Grassland
1773,Water,NULL,Forest,Water,Non_Wetland,Cropland
1774,Water,NULL,Forest,Water,Non_Wetland,Wetland
1775,Water,NULL,Forest,Water,Non_Wetland,Bareland
1776,Water,NULL,Forest,Water,Non_Wetland,Water
1777,Water,NULL,Forest,Water,Non_Wetland,Forest
1778,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1779,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1780,Water,Cropland,NULL,Water,Non_Wetland,Forest
1781,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1782,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1783,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1784,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1785,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1786,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1787,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1788,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1789,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1790,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1791,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1792,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1793,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1794,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1795,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1796,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1797,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1798,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1799,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1800,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1801,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1802,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1803,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1804,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1805,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1806,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1807,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1808,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1809,Water,Cropland,Grassland,Water,Non_Wetland,Water
1810,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1811,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1812,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1813,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1814,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1815,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1816,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1817,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1818,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1819,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1820,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1821,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1822,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1823,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1824,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1825,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1826,Water,Cropland,Cropland,Water,Non_Wetland,Water
1827,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1828,Water,Cropland,Wetland,NULL,Wetland,Grassland
1829,Water,Cropland,Wetland,NULL,Wetland,Cropland
1830,Water,Cropland,Wetland,NULL,Wetland,Water
1831,Water,Cropland,Wetland,NULL,Wetland,Forest
1832,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1833,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1834,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1835,Water,Cropland,Wetland,Non_Water,Wetland,Water
1836,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1837,Water,Cropland,Wetland,Water,Wetland,Grassland
1838,Water,Cropland,Wetland,Water,Wetland,Cropland
1839,Water,Cropland,Wetland,Water,Wetland,Wetland
1840,Water,Cropland,Wetland,Water,Wetland,Bareland
1841,Water,Cropland,Wetland,Water,Wetland,Water
1842,Water,Cropland,Wetland,Water,Wetland,Forest
1843,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1844,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1845,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1846,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1847,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1848,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1849,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1850,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1851,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1852,Water,Cropland,Bareland,Water,Non_Wetland,Water
1853,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1854,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1855,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1856,Water,Cropland,Water,NULL,Water,Cropland
1857,Water,Cropland,Water,NULL,Water,Forest
1858,Water,Cropland,Water,Non_Water,Water,Grassland
1859,Water,Cropland,Water,Non_Water,Water,Forest
1860,Water,Cropland,Water,Water,Water,Grassland
1861,Water,Cropland,Water,Water,Water,Cropland
1862,Water,Cropland,Water,Water,Water,Wetland
1863,Water,Cropland,Water,Water,Water,Water
1864,Water,Cropland,Water,Water,Water,Forest
1865,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1866,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1867,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1868,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1869,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1870,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1871,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1872,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1873,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1874,Water,Cropland,Forest,Water,Non_Wetland,Water
1875,Water,Cropland,Forest,Water,Non_Wetland,Forest
1876,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1877,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1878,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1879,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1880,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1881,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1882,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1883,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1884,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1885,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1886,Water,Wetland,Grassland,Water,Non_Wetland,Water
1887,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1888,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1889,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
1890,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1891,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1892,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1893,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1894,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1895,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1896,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1897,Water,Wetland,Cropland,Water,Non_Wetland,Water
1898,Water,Wetland,Wetland,Water,Wetland,Grassland
1899,Water,Wetland,Wetland,Water,Wetland,Wetland
1900,Water,Wetland,Wetland,Water,Wetland,Water
1901,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1902,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1903,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1904,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1905,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1906,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1907,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1908,Water,Wetland,Bareland,Water,Non_Wetland,Water
1909,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1910,Water,Wetland,Built-up,Water,Non_Wetland,Water
1911,Water,Wetland,Water,Water,Water,Grassland
1912,Water,Wetland,Water,Water,Water,Wetland
1913,Water,Wetland,Water,Water,Water,Water
1914,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1915,Water,Wetland,Forest,Water,Non_Wetland,Water
1916,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1917,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1918,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1919,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1920,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1921,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
1922,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1923,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1924,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1925,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1926,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1927,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1928,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1929,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1930,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1931,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1932,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1933,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1934,Water,Bareland,Grassland,Water,Non_Wetland,Water
1935,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1936,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1937,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1938,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1939,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1940,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1941,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1942,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1943,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1944,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1945,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1946,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1947,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1948,Water,Bareland,Cropland,Water,Non_Wetland,Water
1949,Water,Bareland,Wetland,NULL,Wetland,Water
1950,Water,Bareland,Wetland,NULL,Wetland,Forest
1951,Water,Bareland,Wetland,Water,Wetland,Grassland
1952,Water,Bareland,Wetland,Water,Wetland,Cropland
1953,Water,Bareland,Wetland,Water,Wetland,Wetland
1954,Water,Bareland,Wetland,Water,Wetland,Bareland
1955,Water,Bareland,Wetland,Water,Wetland,Water
1956,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1957,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1958,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1959,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1960,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1961,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1962,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1963,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1964,Water,Bareland,Bareland,Water,Non_Wetland,Water
1965,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1966,Water,Bareland,Built-up,Water,Non_Wetland,Water
1967,Water,Bareland,Water,Non_Water,Water,Bareland
1968,Water,Bareland,Water,Water,Water,Cropland
1969,Water,Bareland,Water,Water,Water,Wetland
1970,Water,Bareland,Water,Water,Water,Bareland
1971,Water,Bareland,Water,Water,Water,Water
1972,Water,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1973,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1974,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1975,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1976,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1977,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1978,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1979,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1980,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1981,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1982,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1983,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1984,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1985,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1986,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1987,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1988,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
1989,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1990,Water,Built-up,Cropland,Water,Non_Wetland,Water
1991,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1992,Water,Built-up,Wetland,NULL,Wetland,Bareland
1993,Water,Built-up,Wetland,NULL,Wetland,Water
1994,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1995,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1996,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1997,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1998,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1999,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2000,Water,Water,NULL,NULL,Non_Wetland,Grassland
2001,Water,Water,NULL,NULL,Non_Wetland,Cropland
2002,Water,Water,NULL,NULL,Non_Wetland,Water
2003,Water,Water,NULL,NULL,Non_Wetland,Forest
2004,Water,Water,NULL,Non_Water,Non_Wetland,Water
2005,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2006,Water,Water,NULL,Water,Non_Wetland,Wetland
2007,Water,Water,NULL,Water,Non_Wetland,Water
2008,Water,Water,NULL,Water,Non_Wetland,Forest
2009,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2010,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2011,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2012,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2013,Water,Water,Shrubland,NULL,Non_Wetland,Water
2014,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2015,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2016,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2017,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2018,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2019,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2020,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2021,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2022,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2023,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2024,Water,Water,Shrubland,Water,Non_Wetland,Water
2025,Water,Water,Shrubland,Water,Non_Wetland,Forest
2026,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2027,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2028,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2029,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2030,Water,Water,Grassland,NULL,Non_Wetland,Water
2031,Water,Water,Grassland,NULL,Non_Wetland,Forest
2032,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2033,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2034,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2035,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2036,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2037,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2038,Water,Water,Grassland,Water,Non_Wetland,Grassland
2039,Water,Water,Grassland,Water,Non_Wetland,Cropland
2040,Water,Water,Grassland,Water,Non_Wetland,Wetland
2041,Water,Water,Grassland,Water,Non_Wetland,Bareland
2042,Water,Water,Grassland,Water,Non_Wetland,Water
2043,Water,Water,Grassland,Water,Non_Wetland,Forest
2044,Water,Water,Cropland,NULL,Non_Wetland,NULL
2045,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2046,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2047,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2048,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2049,Water,Water,Cropland,NULL,Non_Wetland,Water
2050,Water,Water,Cropland,NULL,Non_Wetland,Forest
2051,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2052,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2053,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2054,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2055,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2056,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2057,Water,Water,Cropland,Water,Non_Wetland,Grassland
2058,Water,Water,Cropland,Water,Non_Wetland,Cropland
2059,Water,Water,Cropland,Water,Non_Wetland,Wetland
2060,Water,Water,Cropland,Water,Non_Wetland,Bareland
2061,Water,Water,Cropland,Water,Non_Wetland,Water
2062,Water,Water,Cropland,Water,Non_Wetland,Forest
2063,Water,Water,Wetland,NULL,Wetland,Grassland
2064,Water,Water,Wetland,NULL,Wetland,Cropland
2065,Water,Water,Wetland,NULL,Wetland,Wetland
2066,Water,Water,Wetland,NULL,Wetland,Bareland
2067,Water,Water,Wetland,NULL,Wetland,Water
2068,Water,Water,Wetland,NULL,Wetland,Forest
2069,Water,Water,Wetland,Non_Water,Wetland,Grassland
2070,Water,Water,Wetland,Non_Water,Wetland,Cropland
2071,Water,Water,Wetland,Non_Water,Wetland,Wetland
2072,Water,Water,Wetland,Non_Water,Wetland,Bareland
2073,Water,Water,Wetland,Non_Water,Wetland,Water
2074,Water,Water,Wetland,Non_Water,Wetland,Forest
2075,Water,Water,Wetland,Water,Wetland,Grassland
2076,Water,Water,Wetland,Water,Wetland,Cropland
2077,Water,Water,Wetland,Water,Wetland,Wetland
2078,Water,Water,Wetland,Water,Wetland,Bareland
2079,Water,Water,Wetland,Water,Wetland,Water
2080,Water,Water,Wetland,Water,Wetland,Forest
2081,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2082,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2083,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2084,Water,Water,Bareland,NULL,Non_Wetland,Water
2085,Water,Water,Bareland,NULL,Non_Wetland,Forest
2086,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2087,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2088,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2089,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2090,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2091,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2092,Water,Water,Bareland,Water,Non_Wetland,Grassland
2093,Water,Water,Bareland,Water,Non_Wetland,Cropland
2094,Water,Water,Bareland,Water,Non_Wetland,Wetland
2095,Water,Water,Bareland,Water,Non_Wetland,Bareland
2096,Water,Water,Bareland,Water,Non_Wetland,Water
2097,Water,Water,Bareland,Water,Non_Wetland,Forest
2098,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2099,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2100,Water,Water,Built-up,NULL,Non_Wetland,Water
2101,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2102,Water,Water,Built-up,Water,Non_Wetland,Grassland
2103,Water,Water,Built-up,Water,Non_Wetland,Cropland
2104,Water,Water,Built-up,Water,Non_Wetland,Wetland
2105,Water,Water,Built-up,Water,Non_Wetland,Bareland
2106,Water,Water,Built-up,Water,Non_Wetland,Water
2107,Water,Water,Water,NULL,Water,Grassland
2108,Water,Water,Water,NULL,Water,Cropland
2109,Water,Water,Water,NULL,Water,Wetland
2110,Water,Water,Water,NULL,Water,Bareland
2111,Water,Water,Water,NULL,Water,Water
2112,Water,Water,Water,NULL,Water,Forest
2113,Water,Water,Water,Non_Water,Water,Grassland
2114,Water,Water,Water,Non_Water,Water,Cropland
2115,Water,Water,Water,Non_Water,Water,Wetland
2116,Water,Water,Water,Non_Water,Water,Water
2117,Water,Water,Water,Non_Water,Water,Forest
2118,Water,Water,Water,Water,Water,Grassland
2119,Water,Water,Water,Water,Water,Cropland
2120,Water,Water,Water,Water,Water,Wetland
2121,Water,Water,Water,Water,Water,Bareland
2122,Water,Water,Water,Water,Water,Water
2123,Water,Water,Water,Water,Water,Forest
2124,Water,Water,Forest,NULL,Non_Wetland,Grassland
2125,Water,Water,Forest,NULL,Non_Wetland,Cropland
2126,Water,Water,Forest,NULL,Non_Wetland,Wetland
2127,Water,Water,Forest,NULL,Non_Wetland,Water
2128,Water,Water,Forest,NULL,Non_Wetland,Forest
2129,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2130,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2131,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2132,Water,Water,Forest,Non_Water,Non_Wetland,Water
2133,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2134,Water,Water,Forest,Water,Non_Wetland,Grassland
