Value,AFRICA_2024_DynamicWorld_2024_37PCN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCN_M_R,AFRICA_2024_GSW_Yearly_2021_37PCN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCN_M_R,AFRICA_2024_WorldCover_2021_37PCN_M_R
1693,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1694,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1695,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1696,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1697,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1698,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1699,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1700,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1701,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1702,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1703,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1704,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1705,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1706,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1707,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1708,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1709,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1710,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1711,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1712,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1713,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1714,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1715,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1716,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1717,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1718,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1719,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1720,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1721,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1722,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1723,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1724,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1725,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1726,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1727,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1728,Bareland,Cropland,Water,Water,Water,Cropland
1729,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1730,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1731,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1732,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1733,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1734,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1735,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1736,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1737,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1738,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1739,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1740,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1741,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1742,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1743,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1744,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1745,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1746,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1747,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1748,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1749,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1750,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1751,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1752,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1753,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1754,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1755,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1756,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1757,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1758,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1759,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1760,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1761,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1762,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1763,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1764,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1765,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1766,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1767,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1768,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1769,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1770,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1771,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1772,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1773,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1774,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1775,Bareland,Built-up,Bareland,Water,Non_Wetland,Cropland
1776,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1777,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1778,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1779,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1780,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1781,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1782,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1783,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1784,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1785,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1786,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1787,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1788,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1789,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1790,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1791,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1792,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1793,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1794,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1795,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1796,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1797,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1798,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1799,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1800,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1801,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1802,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1803,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1804,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1805,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1806,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1807,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1808,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1809,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1810,Bareland,Water,Wetland,Water,Wetland,Cropland
1811,Bareland,Water,Wetland,Water,Wetland,Wetland
1812,Bareland,Water,Wetland,Water,Wetland,Bareland
1813,Bareland,Water,Wetland,Water,Wetland,Water
1814,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1815,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1816,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1817,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1818,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1819,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1820,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1821,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1822,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1823,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1824,Bareland,Water,Bareland,Water,Non_Wetland,Water
1825,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1826,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1827,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1828,Bareland,Water,Water,NULL,Water,Bareland
1829,Bareland,Water,Water,NULL,Water,Water
1830,Bareland,Water,Water,NULL,Water,Forest
1831,Bareland,Water,Water,Water,Water,Water
1832,Bareland,Water,Water,Water,Water,Forest
1833,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1834,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1835,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1836,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1837,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1838,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1839,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1840,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1841,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1842,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1843,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1844,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1845,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1846,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1847,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1848,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1849,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1850,Water,NULL,NULL,NULL,Non_Wetland,NULL
1851,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1852,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1853,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1854,Water,NULL,NULL,NULL,Non_Wetland,Forest
1855,Water,NULL,NULL,Water,Non_Wetland,Grassland
1856,Water,NULL,NULL,Water,Non_Wetland,Cropland
1857,Water,NULL,NULL,Water,Non_Wetland,Forest
1858,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1859,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1860,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1861,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1862,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1863,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1864,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1865,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1866,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1867,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1868,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1869,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1870,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1871,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1872,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1873,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1874,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1875,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1876,Water,NULL,Grassland,NULL,Non_Wetland,Water
1877,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1878,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1879,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1880,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1881,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1882,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1883,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1884,Water,NULL,Cropland,NULL,Non_Wetland,Water
1885,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1886,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1887,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1888,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1889,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1890,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1891,Water,NULL,Cropland,Water,Non_Wetland,Water
1892,Water,NULL,Cropland,Water,Non_Wetland,Forest
1893,Water,NULL,Wetland,NULL,Wetland,NULL
1894,Water,NULL,Wetland,NULL,Wetland,Cropland
1895,Water,NULL,Wetland,NULL,Wetland,Built-up
1896,Water,NULL,Wetland,NULL,Wetland,Forest
1897,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1898,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1899,Water,NULL,Wetland,Water,Wetland,NULL
1900,Water,NULL,Wetland,Water,Wetland,Cropland
1901,Water,NULL,Wetland,Water,Wetland,Wetland
1902,Water,NULL,Wetland,Water,Wetland,Water
1903,Water,NULL,Wetland,Water,Wetland,Forest
1904,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1905,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1906,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1907,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1908,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1909,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1910,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1911,Water,NULL,Bareland,NULL,Non_Wetland,Water
1912,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1913,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1914,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1915,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1916,Water,NULL,Bareland,Water,Non_Wetland,NULL
1917,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1918,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1919,Water,NULL,Bareland,Water,Non_Wetland,Water
1920,Water,NULL,Bareland,Water,Non_Wetland,Forest
1921,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1922,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1923,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1924,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1925,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1926,Water,NULL,Built-up,NULL,Non_Wetland,Water
1927,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1928,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1929,Water,NULL,Built-up,Water,Non_Wetland,Water
1930,Water,NULL,Built-up,Water,Non_Wetland,Forest
1931,Water,NULL,Water,NULL,Water,NULL
1932,Water,NULL,Water,NULL,Water,Grassland
1933,Water,NULL,Water,NULL,Water,Bareland
1934,Water,NULL,Water,NULL,Water,Forest
1935,Water,NULL,Water,Water,Water,NULL
1936,Water,NULL,Water,Water,Water,Wetland
1937,Water,NULL,Water,Water,Water,Water
1938,Water,NULL,Forest,NULL,Non_Wetland,NULL
1939,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1940,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1941,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1942,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1943,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1944,Water,NULL,Forest,NULL,Non_Wetland,Water
1945,Water,NULL,Forest,NULL,Non_Wetland,Forest
1946,Water,NULL,Forest,Water,Non_Wetland,Cropland
1947,Water,NULL,Forest,Water,Non_Wetland,Wetland
1948,Water,NULL,Forest,Water,Non_Wetland,Water
1949,Water,NULL,Forest,Water,Non_Wetland,Forest
1950,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1951,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1952,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1953,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1954,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1955,Water,Cropland,NULL,NULL,Non_Wetland,Water
1956,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1957,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1958,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1959,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1960,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1961,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1962,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1963,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1964,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1965,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1966,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1967,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1968,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1969,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1970,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1971,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1972,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1973,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1974,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1975,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1976,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1977,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1978,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1979,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1980,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1981,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1982,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water
1983,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1984,Water,Cropland,Grassland,Water,Non_Wetland,NULL
1985,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1986,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1987,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1988,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1989,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1990,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1991,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1992,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1993,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1994,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1995,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1996,Water,Cropland,Cropland,Water,Non_Wetland,NULL
1997,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1998,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1999,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
2000,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
2001,Water,Cropland,Cropland,Water,Non_Wetland,Water
2002,Water,Cropland,Cropland,Water,Non_Wetland,Forest
2003,Water,Cropland,Wetland,NULL,Wetland,NULL
2004,Water,Cropland,Wetland,NULL,Wetland,Grassland
2005,Water,Cropland,Wetland,NULL,Wetland,Cropland
2006,Water,Cropland,Wetland,NULL,Wetland,Wetland
2007,Water,Cropland,Wetland,NULL,Wetland,Bareland
2008,Water,Cropland,Wetland,NULL,Wetland,Water
2009,Water,Cropland,Wetland,NULL,Wetland,Forest
2010,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
2011,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
2012,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
2013,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
2014,Water,Cropland,Wetland,Non_Water,Wetland,Water
2015,Water,Cropland,Wetland,Non_Water,Wetland,Forest
2016,Water,Cropland,Wetland,Water,Wetland,Grassland
2017,Water,Cropland,Wetland,Water,Wetland,Cropland
2018,Water,Cropland,Wetland,Water,Wetland,Wetland
2019,Water,Cropland,Wetland,Water,Wetland,Bareland
2020,Water,Cropland,Wetland,Water,Wetland,Water
2021,Water,Cropland,Wetland,Water,Wetland,Forest
2022,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2023,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
2024,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
2025,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
2026,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
2027,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2028,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
2029,Water,Cropland,Bareland,NULL,Non_Wetland,Water
2030,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
2031,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL
2032,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2033,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2034,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2035,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2036,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
2037,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2038,Water,Cropland,Bareland,Water,Non_Wetland,NULL
2039,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
2040,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
2041,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
2042,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
2043,Water,Cropland,Bareland,Water,Non_Wetland,Water
2044,Water,Cropland,Bareland,Water,Non_Wetland,Forest
2045,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
2046,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
2047,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
2048,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
2049,Water,Cropland,Built-up,NULL,Non_Wetland,Water
2050,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
2051,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water
2052,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
2053,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
2054,Water,Cropland,Water,NULL,Water,Grassland
2055,Water,Cropland,Water,NULL,Water,Cropland
2056,Water,Cropland,Water,NULL,Water,Wetland
2057,Water,Cropland,Water,NULL,Water,Water
2058,Water,Cropland,Water,NULL,Water,Forest
2059,Water,Cropland,Water,Non_Water,Water,Wetland
2060,Water,Cropland,Water,Non_Water,Water,Water
2061,Water,Cropland,Water,Non_Water,Water,Forest
2062,Water,Cropland,Water,Water,Water,Cropland
2063,Water,Cropland,Water,Water,Water,Wetland
2064,Water,Cropland,Water,Water,Water,Water
2065,Water,Cropland,Water,Water,Water,Forest
2066,Water,Cropland,Forest,NULL,Non_Wetland,NULL
2067,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2068,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2069,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
2070,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
2071,Water,Cropland,Forest,NULL,Non_Wetland,Water
2072,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2073,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2074,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2075,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2076,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
2077,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
2078,Water,Cropland,Forest,Water,Non_Wetland,Grassland
2079,Water,Cropland,Forest,Water,Non_Wetland,Cropland
2080,Water,Cropland,Forest,Water,Non_Wetland,Wetland
2081,Water,Cropland,Forest,Water,Non_Wetland,Forest
2082,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
2083,Water,Wetland,NULL,NULL,Non_Wetland,Water
2084,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2085,Water,Wetland,NULL,Water,Non_Wetland,Wetland
2086,Water,Wetland,NULL,Water,Non_Wetland,Water
2087,Water,Wetland,NULL,Water,Non_Wetland,Forest
2088,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
2089,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2090,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2091,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2092,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
2093,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2094,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2095,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2096,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
2097,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2098,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2099,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
2100,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
2101,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
2102,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
2103,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2104,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
2105,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
2106,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
2107,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
2108,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
2109,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
2110,Water,Wetland,Wetland,NULL,Wetland,NULL
2111,Water,Wetland,Wetland,NULL,Wetland,Grassland
2112,Water,Wetland,Wetland,NULL,Wetland,Cropland
2113,Water,Wetland,Wetland,NULL,Wetland,Wetland
2114,Water,Wetland,Wetland,NULL,Wetland,Forest
2115,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2116,Water,Wetland,Wetland,Non_Water,Wetland,Water
2117,Water,Wetland,Wetland,Non_Water,Wetland,Forest
2118,Water,Wetland,Wetland,Water,Wetland,Grassland
2119,Water,Wetland,Wetland,Water,Wetland,Cropland
2120,Water,Wetland,Wetland,Water,Wetland,Wetland
2121,Water,Wetland,Wetland,Water,Wetland,Water
2122,Water,Wetland,Wetland,Water,Wetland,Forest
