Value,AFRICA_2024_DynamicWorld_2024_37PEL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,AFRICA_2024_WorldCover_2021_37PEL_M_R
1675,Water,Cropland,Water,NULL,Water,Water
1676,Water,Cropland,Water,Non_Water,Water,NULL
1677,Water,Cropland,Water,Non_Water,Water,Cropland
1678,Water,Cropland,Water,Water,Water,NULL
1679,Water,Cropland,Water,Water,Water,Cropland
1680,Water,Cropland,Water,Water,Water,Wetland
1681,Water,Cropland,Water,Water,Water,Bareland
1682,Water,Cropland,Water,Water,Water,Water
1683,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1684,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1685,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1686,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1687,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1688,Water,Cropland,Forest,NULL,Non_Wetland,Water
1689,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1690,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1691,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1692,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1693,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1694,Water,Cropland,Forest,Water,Non_Wetland,Water
1695,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1696,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1697,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1698,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1699,Water,Wetland,Wetland,NULL,Wetland,Wetland
1700,Water,Wetland,Water,Water,Water,Wetland
1701,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1702,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1703,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1704,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1705,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1706,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1707,Water,Bareland,Grassland,Water,Non_Wetland,Water
1708,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1709,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1710,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1711,Water,Bareland,Wetland,Water,Wetland,Bareland
1712,Water,Bareland,Wetland,Water,Wetland,Water
1713,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1714,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1715,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1716,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1717,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1718,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1719,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1720,Water,Bareland,Bareland,Water,Non_Wetland,Water
1721,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1722,Water,Bareland,Water,Water,Water,Water
1723,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1724,Water,Bareland,Forest,Water,Non_Wetland,Water
1725,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1726,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1727,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1728,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1729,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1730,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1731,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1732,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1733,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1734,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1735,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1736,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1737,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1738,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1739,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1740,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1741,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1742,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1743,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1744,Water,Built-up,Bareland,Water,Non_Wetland,Water
1745,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1746,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1747,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1748,Water,Built-up,Water,Water,Water,Water
1749,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1750,Water,Water,NULL,NULL,Non_Wetland,NULL
1751,Water,Water,NULL,NULL,Non_Wetland,Grassland
1752,Water,Water,NULL,NULL,Non_Wetland,Cropland
1753,Water,Water,NULL,NULL,Non_Wetland,Wetland
1754,Water,Water,NULL,NULL,Non_Wetland,Bareland
1755,Water,Water,NULL,NULL,Non_Wetland,Forest
1756,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1757,Water,Water,NULL,Water,Non_Wetland,NULL
1758,Water,Water,NULL,Water,Non_Wetland,Grassland
1759,Water,Water,NULL,Water,Non_Wetland,Cropland
1760,Water,Water,NULL,Water,Non_Wetland,Wetland
1761,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1762,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1763,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1764,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1765,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1766,Water,Water,Shrubland,NULL,Non_Wetland,Water
1767,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1768,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1769,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1770,Water,Water,Shrubland,Water,Non_Wetland,NULL
1771,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1772,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1773,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1774,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1775,Water,Water,Shrubland,Water,Non_Wetland,Water
1776,Water,Water,Shrubland,Water,Non_Wetland,Forest
1777,Water,Water,Grassland,NULL,Non_Wetland,NULL
1778,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1779,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1780,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1781,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1782,Water,Water,Grassland,NULL,Non_Wetland,Water
1783,Water,Water,Grassland,NULL,Non_Wetland,Forest
1784,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1785,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1786,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1787,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1788,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1789,Water,Water,Grassland,Water,Non_Wetland,NULL
1790,Water,Water,Grassland,Water,Non_Wetland,Grassland
1791,Water,Water,Grassland,Water,Non_Wetland,Cropland
1792,Water,Water,Grassland,Water,Non_Wetland,Wetland
1793,Water,Water,Grassland,Water,Non_Wetland,Bareland
1794,Water,Water,Grassland,Water,Non_Wetland,Water
1795,Water,Water,Cropland,NULL,Non_Wetland,NULL
1796,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1797,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1798,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1799,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1800,Water,Water,Cropland,NULL,Non_Wetland,Water
1801,Water,Water,Cropland,NULL,Non_Wetland,Forest
1802,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1803,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1804,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1805,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1806,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1807,Water,Water,Cropland,Water,Non_Wetland,NULL
1808,Water,Water,Cropland,Water,Non_Wetland,Grassland
1809,Water,Water,Cropland,Water,Non_Wetland,Cropland
1810,Water,Water,Cropland,Water,Non_Wetland,Wetland
1811,Water,Water,Cropland,Water,Non_Wetland,Bareland
1812,Water,Water,Cropland,Water,Non_Wetland,Water
1813,Water,Water,Cropland,Water,Non_Wetland,Forest
1814,Water,Water,Wetland,NULL,Wetland,NULL
1815,Water,Water,Wetland,NULL,Wetland,Grassland
1816,Water,Water,Wetland,NULL,Wetland,Cropland
1817,Water,Water,Wetland,NULL,Wetland,Wetland
1818,Water,Water,Wetland,NULL,Wetland,Bareland
1819,Water,Water,Wetland,NULL,Wetland,Water
1820,Water,Water,Wetland,NULL,Wetland,Forest
1821,Water,Water,Wetland,Non_Water,Wetland,NULL
1822,Water,Water,Wetland,Non_Water,Wetland,Grassland
1823,Water,Water,Wetland,Non_Water,Wetland,Cropland
1824,Water,Water,Wetland,Non_Water,Wetland,Wetland
1825,Water,Water,Wetland,Non_Water,Wetland,Water
1826,Water,Water,Wetland,Non_Water,Wetland,Forest
1827,Water,Water,Wetland,Water,Wetland,NULL
1828,Water,Water,Wetland,Water,Wetland,Grassland
1829,Water,Water,Wetland,Water,Wetland,Cropland
1830,Water,Water,Wetland,Water,Wetland,Wetland
1831,Water,Water,Wetland,Water,Wetland,Bareland
1832,Water,Water,Wetland,Water,Wetland,Water
1833,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1834,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1835,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1836,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1837,Water,Water,Bareland,NULL,Non_Wetland,NULL
1838,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1839,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1840,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1841,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1842,Water,Water,Bareland,NULL,Non_Wetland,Water
1843,Water,Water,Bareland,NULL,Non_Wetland,Forest
1844,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1845,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1846,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1847,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1848,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1849,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1850,Water,Water,Bareland,Water,Non_Wetland,NULL
1851,Water,Water,Bareland,Water,Non_Wetland,Grassland
1852,Water,Water,Bareland,Water,Non_Wetland,Cropland
1853,Water,Water,Bareland,Water,Non_Wetland,Wetland
1854,Water,Water,Bareland,Water,Non_Wetland,Bareland
1855,Water,Water,Bareland,Water,Non_Wetland,Water
1856,Water,Water,Built-up,NULL,Non_Wetland,NULL
1857,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1858,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1859,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1860,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1861,Water,Water,Built-up,NULL,Non_Wetland,Water
1862,Water,Water,Built-up,NULL,Non_Wetland,Forest
1863,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1864,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1865,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1866,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1867,Water,Water,Built-up,Water,Non_Wetland,NULL
1868,Water,Water,Built-up,Water,Non_Wetland,Grassland
1869,Water,Water,Built-up,Water,Non_Wetland,Cropland
1870,Water,Water,Built-up,Water,Non_Wetland,Wetland
1871,Water,Water,Built-up,Water,Non_Wetland,Bareland
1872,Water,Water,Built-up,Water,Non_Wetland,Water
1873,Water,Water,Water,NULL,Water,NULL
1874,Water,Water,Water,NULL,Water,Grassland
1875,Water,Water,Water,NULL,Water,Cropland
1876,Water,Water,Water,NULL,Water,Wetland
1877,Water,Water,Water,NULL,Water,Bareland
1878,Water,Water,Water,NULL,Water,Water
1879,Water,Water,Water,Non_Water,Water,Water
1880,Water,Water,Water,Water,Water,NULL
1881,Water,Water,Water,Water,Water,Grassland
1882,Water,Water,Water,Water,Water,Cropland
1883,Water,Water,Water,Water,Water,Wetland
1884,Water,Water,Water,Water,Water,Bareland
1885,Water,Water,Water,Water,Water,Water
1886,Water,Water,Water,Water,Water,Forest
1887,Water,Water,Forest,NULL,Non_Wetland,NULL
1888,Water,Water,Forest,NULL,Non_Wetland,Grassland
1889,Water,Water,Forest,NULL,Non_Wetland,Cropland
1890,Water,Water,Forest,NULL,Non_Wetland,Wetland
1891,Water,Water,Forest,NULL,Non_Wetland,Bareland
1892,Water,Water,Forest,NULL,Non_Wetland,Water
1893,Water,Water,Forest,NULL,Non_Wetland,Forest
1894,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1895,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1896,Water,Water,Forest,Water,Non_Wetland,NULL
1897,Water,Water,Forest,Water,Non_Wetland,Cropland
1898,Water,Water,Forest,Water,Non_Wetland,Wetland
1899,Water,Water,Forest,Water,Non_Wetland,Water
1900,Water,Forest,NULL,NULL,Non_Wetland,NULL
1901,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1902,Water,Forest,NULL,NULL,Non_Wetland,Forest
1903,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1904,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1905,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1906,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1907,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1908,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1909,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1910,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1911,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1912,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1913,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1914,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1915,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL
1916,Water,Forest,Cropland,Water,Non_Wetland,NULL
1917,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1918,Water,Forest,Wetland,NULL,Wetland,Wetland
1919,Water,Forest,Wetland,NULL,Wetland,Forest
1920,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1921,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1922,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1923,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1924,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1925,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL
1926,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1927,Water,Forest,Bareland,Water,Non_Wetland,Forest
1928,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
1929,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1930,Water,Forest,Built-up,Non_Water,Non_Wetland,Water
1931,Water,Forest,Water,NULL,Water,Grassland
1932,Water,Forest,Water,NULL,Water,Forest
1933,Water,Forest,Forest,NULL,Non_Wetland,NULL
1934,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1935,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1936,Water,Forest,Forest,NULL,Non_Wetland,Forest
1937,Water,Forest,Forest,Water,Non_Wetland,Grassland
1938,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland
1939,Permanent_ice_and_snow,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1940,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
1941,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
1942,Permanent_ice_and_snow,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1943,Permanent_ice_and_snow,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1944,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1945,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1946,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1947,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1948,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1949,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1950,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1951,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1952,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1953,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1954,Forest,NULL,NULL,Water,Non_Wetland,NULL
1955,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1956,Forest,NULL,NULL,Water,Non_Wetland,Forest
1957,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1958,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1959,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1960,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1961,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1962,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1963,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1964,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1965,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1966,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1967,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1968,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1969,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1970,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1971,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1972,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1973,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1974,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1975,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1976,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1977,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1978,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1979,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1980,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1981,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1982,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1983,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1984,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1985,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1986,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1987,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1988,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1989,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1990,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1991,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1992,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1993,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1994,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1995,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1996,Forest,NULL,Wetland,NULL,Wetland,NULL
1997,Forest,NULL,Wetland,NULL,Wetland,Cropland
1998,Forest,NULL,Wetland,NULL,Wetland,Wetland
1999,Forest,NULL,Wetland,NULL,Wetland,Bareland
2000,Forest,NULL,Wetland,NULL,Wetland,Forest
2001,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2002,Forest,NULL,Wetland,Water,Wetland,Grassland
2003,Forest,NULL,Wetland,Water,Wetland,Wetland
2004,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2005,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2006,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2007,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2008,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2009,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
2010,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2011,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2012,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2013,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2014,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2015,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2016,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2017,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2018,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2019,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2020,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2021,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2022,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2023,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2024,Forest,NULL,Bareland,Water,Non_Wetland,NULL
2025,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2026,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2027,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2028,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2029,Forest,NULL,Bareland,Water,Non_Wetland,Water
2030,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2031,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2032,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2033,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2034,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2035,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2036,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2037,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2038,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
2039,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2040,Forest,NULL,Built-up,Water,Non_Wetland,NULL
2041,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2042,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2043,Forest,NULL,Water,NULL,Water,NULL
2044,Forest,NULL,Water,NULL,Water,Grassland
2045,Forest,NULL,Water,NULL,Water,Cropland
2046,Forest,NULL,Water,NULL,Water,Bareland
2047,Forest,NULL,Water,NULL,Water,Forest
2048,Forest,NULL,Water,Water,Water,NULL
2049,Forest,NULL,Water,Water,Water,Grassland
2050,Forest,NULL,Water,Water,Water,Bareland
2051,Forest,NULL,Water,Water,Water,Forest
2052,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2053,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2054,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2055,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2056,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2057,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2058,Forest,NULL,Forest,NULL,Non_Wetland,Water
2059,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2060,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2061,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2062,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2063,Forest,NULL,Forest,Water,Non_Wetland,NULL
2064,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2065,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2066,Forest,NULL,Forest,Water,Non_Wetland,Forest
2067,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2068,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2069,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2070,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2071,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2072,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2073,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2074,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2075,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2076,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2077,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2078,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2079,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2080,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2081,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2082,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2083,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2084,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2085,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
2086,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2087,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2088,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2089,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2090,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2091,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2092,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2093,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2094,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2095,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2096,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2097,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2098,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2099,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2100,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2101,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2102,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2103,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2104,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2105,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2106,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2107,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2108,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2109,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2110,Forest,Cropland,Cropland,Water,Non_Wetland,NULL
2111,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2112,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2113,Forest,Cropland,Wetland,NULL,Wetland,NULL
