Value,AFRICA_2024_DynamicWorld_2024_35PPL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPL_M_R,AFRICA_2024_GSW_Yearly_2021_35PPL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPL_M_R,AFRICA_2024_WorldCover_2021_35PPL_M_R
1713,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1714,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1715,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland
1716,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
1717,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1718,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland
1719,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1720,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Wetland
1721,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
1722,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1723,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1724,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1725,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1726,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1727,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1728,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1729,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1730,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1731,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1732,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1733,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1734,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1735,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1736,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1737,Forest,NULL,NULL,Water,Non_Wetland,Bareland
1738,Forest,NULL,NULL,Water,Non_Wetland,Forest
1739,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1740,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1741,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1742,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1743,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1744,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1745,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1746,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1747,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1748,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1749,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1752,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1753,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1754,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1755,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1756,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
1757,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1758,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1759,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1760,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1761,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1762,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1763,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1764,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1765,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1766,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1767,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1768,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1769,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1770,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1771,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1772,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1773,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1774,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1775,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1776,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1777,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1778,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1779,Forest,NULL,Cropland,Water,Non_Wetland,Water
1780,Forest,NULL,Wetland,NULL,Wetland,NULL
1781,Forest,NULL,Wetland,NULL,Wetland,Grassland
1782,Forest,NULL,Wetland,NULL,Wetland,Cropland
1783,Forest,NULL,Wetland,NULL,Wetland,Wetland
1784,Forest,NULL,Wetland,NULL,Wetland,Built-up
1785,Forest,NULL,Wetland,NULL,Wetland,Water
1786,Forest,NULL,Wetland,NULL,Wetland,Forest
1787,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1788,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1789,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1790,Forest,NULL,Wetland,Non_Water,Wetland,Water
1791,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1792,Forest,NULL,Wetland,Water,Wetland,NULL
1793,Forest,NULL,Wetland,Water,Wetland,Grassland
1794,Forest,NULL,Wetland,Water,Wetland,Wetland
1795,Forest,NULL,Wetland,Water,Wetland,Water
1796,Forest,NULL,Wetland,Water,Wetland,Forest
1797,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1798,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1799,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1800,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1801,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1802,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1803,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1804,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1805,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1806,Forest,NULL,Bareland,Water,Non_Wetland,Water
1807,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1808,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1809,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1810,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1811,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1812,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1813,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1814,Forest,NULL,Water,NULL,Water,Wetland
1815,Forest,NULL,Water,NULL,Water,Forest
1816,Forest,NULL,Water,Non_Water,Water,Wetland
1817,Forest,NULL,Water,Non_Water,Water,Forest
1818,Forest,NULL,Water,Water,Water,Wetland
1819,Forest,NULL,Water,Water,Water,Forest
1820,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1821,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1822,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1823,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1824,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1825,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1826,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1827,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1828,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1829,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1830,Forest,NULL,Forest,Water,Non_Wetland,Water
1831,Forest,NULL,Forest,Water,Non_Wetland,Forest
1832,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1833,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1834,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1835,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1836,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1837,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1838,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1839,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1840,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1841,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1842,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1843,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1844,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1845,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1846,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1847,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1848,Forest,Cropland,Wetland,NULL,Wetland,Forest
1849,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1850,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1851,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1852,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1853,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1854,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1855,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1856,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1857,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1858,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1859,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1860,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1861,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1862,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1863,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1864,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1865,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1866,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1867,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1868,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1869,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1870,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1871,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1872,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1873,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1874,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1875,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
1876,Forest,Wetland,Wetland,NULL,Wetland,NULL
1877,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1878,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1879,Forest,Wetland,Wetland,NULL,Wetland,Built-up
1880,Forest,Wetland,Wetland,NULL,Wetland,Forest
1881,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1882,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1883,Forest,Wetland,Wetland,Water,Wetland,Wetland
1884,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1885,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1886,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1887,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1888,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1889,Forest,Wetland,Water,Non_Water,Water,Wetland
1890,Forest,Wetland,Water,Water,Water,Wetland
1891,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1892,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1893,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1894,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1895,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1896,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1897,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1898,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1899,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1900,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1901,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1902,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1903,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1904,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
1905,Forest,Built-up,Shrubland,Water,Non_Wetland,Water
1906,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1907,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1908,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1909,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1910,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1911,Forest,Built-up,Cropland,NULL,Non_Wetland,Water
1912,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland
1913,Forest,Built-up,Cropland,Water,Non_Wetland,Wetland
1914,Forest,Built-up,Cropland,Water,Non_Wetland,Water
1915,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1916,Forest,Built-up,Wetland,NULL,Wetland,Forest
1917,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
1918,Forest,Built-up,Bareland,NULL,Non_Wetland,Water
1919,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland
1920,Forest,Built-up,Bareland,Water,Non_Wetland,Water
1921,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1922,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1923,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1924,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1925,Forest,Water,NULL,NULL,Non_Wetland,Forest
1926,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1927,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1928,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1929,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1930,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1931,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1932,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1933,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1934,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1935,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1936,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1937,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1938,Forest,Water,Wetland,NULL,Wetland,Grassland
1939,Forest,Water,Wetland,NULL,Wetland,Wetland
1940,Forest,Water,Wetland,NULL,Wetland,Forest
1941,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1942,Forest,Water,Wetland,Non_Water,Wetland,Forest
1943,Forest,Water,Wetland,Water,Wetland,Wetland
1944,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1945,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1946,Forest,Water,Water,NULL,Water,Wetland
1947,Forest,Water,Water,Water,Water,Wetland
1948,Forest,Water,Water,Water,Water,Forest
1949,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1950,Forest,Water,Forest,NULL,Non_Wetland,Water
1951,Forest,Water,Forest,NULL,Non_Wetland,Forest
1952,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1953,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1954,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1955,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1956,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1957,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1958,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1959,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1960,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1961,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1962,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1963,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1964,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1965,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1966,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1967,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1968,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1969,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1970,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1975,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1976,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1977,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1978,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1979,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1980,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1981,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1982,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1983,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1984,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1985,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1986,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1987,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1988,Forest,Forest,Grassland,Water,Non_Wetland,Water
1989,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1990,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1991,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1992,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1993,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1994,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1995,Forest,Forest,Wetland,NULL,Wetland,NULL
1996,Forest,Forest,Wetland,NULL,Wetland,Grassland
1997,Forest,Forest,Wetland,NULL,Wetland,Cropland
1998,Forest,Forest,Wetland,NULL,Wetland,Wetland
1999,Forest,Forest,Wetland,NULL,Wetland,Forest
2000,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2001,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2002,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2003,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2004,Forest,Forest,Wetland,Water,Wetland,Grassland
2005,Forest,Forest,Wetland,Water,Wetland,Wetland
2006,Forest,Forest,Wetland,Water,Wetland,Forest
2007,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2008,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2009,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2010,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2011,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
2012,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2013,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2014,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
2015,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2016,Forest,Forest,Water,NULL,Water,Wetland
2017,Forest,Forest,Water,Non_Water,Water,Wetland
2018,Forest,Forest,Water,Water,Water,Wetland
2019,Forest,Forest,Water,Water,Water,Water
2020,Forest,Forest,Water,Water,Water,Forest
2021,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2022,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2023,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2024,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2025,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2026,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2027,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2028,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2029,Forest,Forest,Forest,Water,Non_Wetland,NULL
2030,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2031,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2032,Forest,Forest,Forest,Water,Non_Wetland,Forest
